Airport,CLT
Airport,STL
Airport,SAV
Airport,GRR
Airport,DTW
Airport,SNA
Airport,ATW
Airport,LAX
Airport,ORD
Airport,SAN
Airport,PBI
Airport,DFW
Airport,PHL
Airport,des
Airport,JFK
Airport,CHS
Airport,SJC
Airport,MSP
Airport,OKC
Airport,MKE
Airport,ori
Airport,LGA
Airport,BOS
Airport,MIA
Airport,DAB
Airport,RDU
Airport,DCA
Airport,MDW
Airport,EWR
Airport,AUS
Airport,BUR
Airport,DSM
Airport,SFO
Airport,ATL
Airport,OAK
Airport,MCO
Airport,ALB
Airport,BNA
Airport,MEM
Airport,MCI
Airport,IAH
Airport,HOU
Airport,DEN
Airport,IAD
Airport,SMF
ArrDelayed,dep_ATL_r8
ArrDelayed,dep_ATL_r12
ArrDelayed,dep_BNA_r3
ArrDelayed,dep_BNA_r1
ArrDelayed,dep_car_r7
ArrDelayed,dep_car_r4
ArrDelayed,dep_car_r3
ArrDelayed,dep_car_r1
ArrDelayed,dep_CLT_r2
ArrDelayed,dep_CLT_r3
ArrDelayed,dep_CLT_r4
ArrDelayed,dep_CLT_r5
ArrDelayed,dep_ATL_r2
ArrDelayed,dep_ATL_r10
ArrDelayed,dep_BNA_r4
ArrDelayed,dep_CLT_r1
ArrDelayed,dep
ArrDelayed,dep_DL_ori_r2
ArrOnTime,dep_ATL_r9
ArrOnTime,dep_BNA_r2
ArrOnTime,dep_ATL_r11
ArrOnTime,dep_ATL_r13
ArrOnTime,dep_car_r8
ArrOnTime,dep_car_r9
ArrOnTime,dep_car_r6
ArrOnTime,dep_car_r5
ArrOnTime,dep_car_r2
ArrOnTime,dep_ATL_r1
ArrOnTime,dep_DL_ori_r1
ArrOnTime,dep_car_r10
ArrOnTime,dep_SAV_r1
ArrOnTime,dep_BNA_r5
ArrOnTime,dep_SAV_r2
ArrOnTime,dep_ATL_r3
ArrOnTime,dep_SAV_r3
ArrOnTime,dep_DL_ori_r4
ArrOnTime,dep_ATL_r4
ArrOnTime,dep_ATL_r5
ArrOnTime,dep_DL_ori_r5
ArrOnTime,dep_ATL_r6
ArrOnTime,dep_ATL_r7
ArrOnTime,dep_DL_ori_r3
Carrier,X
Carrier,MU
Carrier,DL
Carrier,EM
Carrier,FL
Carrier,VX
Carrier,AA
Carrier,NK
Carrier,WN
Carrier,B6
Carrier,car
Carrier,F9
Carrier,EV
Carrier,Y
Carrier,UA
Carrier,CO
Carrier,EQ
CarrierDelay,dep_ATL_r12
CarrierDelay,dep_ATL_r2
CarrierDelay,dep_BNA_r4
CarrierDelay,dep_CLT_r1
CarrierDelay,dep
CarrierDelay,dep_car_r3
CarrierDelay,dep_DL_ori_r2
City,Memphis
City,Denver
City,Albany
City,Austin
City,Atlanta
City,Orlando
City,St._Louis
City,Grand_Rapids
City,Charlotte
City,Charleston
City,Daytona_Beach
City,Los_Angeles
City,Fort_Worth
City,Des_Moines
City,Nashville
City,Kansas_City
City,West_Palm_Beach
City,New_York
City,Appleton
City,Houston
City,Boston
City,Dallas
City,Chicago
City,San_Francisco
City,Savannah
City,Washington
City,Minneapolis
City,Miami
City,Palm_Beach
CloudWeather,wea_des
CloudWeather,wea_ori
DelayType,dep_car_r1
DelayType,dep_ATL_r12
DelayType,dep_CLT_r2
DelayType,dep_CLT_r4
DelayType,dep_CLT_r5
DelayType,dep_car_r7
DelayType,dep_ATL_r2
DelayType,dep_BNA_r4
DelayType,dep_CLT_r1
DelayType,dep
DelayType,dep_car_r3
DelayType,dep_DL_ori_r2
DepDelayed,dep_ATL_r9
DepDelayed,dep_ATL_r12
DepDelayed,dep_BNA_r2
DepDelayed,dep_BNA_r1
DepDelayed,dep_car_r8
DepDelayed,dep_car_r7
DepDelayed,dep_car_r4
DepDelayed,dep_car_r3
DepDelayed,dep_car_r5
DepDelayed,dep_car_r1
DepDelayed,dep_CLT_r2
DepDelayed,dep_CLT_r3
DepDelayed,dep_ATL_r2
DepDelayed,dep_ATL_r10
DepDelayed,dep_BNA_r4
DepDelayed,dep_CLT_r1
DepDelayed,dep_DL_ori_r4
DepDelayed,dep_ATL_r4
DepDelayed,dep
DepDelayed,dep_DL_ori_r2
DepDelayed,dep_ATL_r7
DepOnTime,dep_ATL_r8
DepOnTime,dep_BNA_r3
DepOnTime,dep_ATL_r11
DepOnTime,dep_ATL_r13
DepOnTime,dep_car_r9
DepOnTime,dep_car_r6
DepOnTime,dep_car_r2
DepOnTime,dep_CLT_r4
DepOnTime,dep_CLT_r5
DepOnTime,dep_ATL_r1
DepOnTime,dep_DL_ori_r1
DepOnTime,dep_car_r10
DepOnTime,dep_SAV_r1
DepOnTime,dep_BNA_r5
DepOnTime,dep_SAV_r2
DepOnTime,dep_ATL_r3
DepOnTime,dep_SAV_r3
DepOnTime,dep_ATL_r5
DepOnTime,dep_DL_ori_r5
DepOnTime,dep_ATL_r6
DepOnTime,dep_DL_ori_r3
Departure,dep_BNA_r3
Departure,dep_BNA_r2
Departure,dep_BNA_r1
Departure,dep_car_r2
Departure,dep_car_r1
Departure,dep_ATL_r1
Departure,dep_DL_ori_r1
Departure,dep_ATL_r2
Departure,dep_car_r10
Departure,dep_SAV_r1
Departure,dep_ATL_r10
Departure,dep_ATL_r3
Departure,dep_SAV_r2
Departure,dep_SAV_r3
Departure,dep_DL_ori_r4
Departure,dep
Departure,dep_ATL_r4
Departure,dep_ATL_r5
Departure,dep_DL_ori_r5
Departure,dep_DL_ori_r2
Departure,dep_ATL_r6
Departure,dep_ATL_r7
Departure,dep_DL_ori_r3
Departure,dep_ATL_r8
Departure,dep_ATL_r9
Departure,dep_ATL_r12
Departure,dep_ATL_r11
Departure,dep_ATL_r13
Departure,dep_car_r8
Departure,dep_car_r7
Departure,dep_car_r9
Departure,dep_car_r4
Departure,dep_car_r3
Departure,dep_car_r6
Departure,dep_car_r5
Departure,dep_CLT_r2
Departure,dep_CLT_r3
Departure,dep_CLT_r4
Departure,dep_CLT_r5
Departure,dep_BNA_r5
Departure,dep_BNA_r4
Departure,dep_CLT_r1
Destination,DFW
Destination,des
Flight,B6_50
Flight,DL_2033
Flight,DL_1281
Flight,DL_2199
Flight,AA_2069
Flight,DL_2256
Flight,DL_1983
Flight,DL_812
Flight,WN_596
Flight,WN_4642
Flight,DL_1998
Flight,DL_1810
Flight,WN_2786
Flight,DL_2448
Flight,EV_3963
Flight,EV_5461
Flight,AA_2055
Flight,AA_622
Flight,DL_1093
Flight,AA_725
Flight,DL_151
Flight,DL_1532
Flight,DL_1992
Flight,DL_2181
Flight,DL_370
Flight,DL_1691
Flight,AA_1739
Flight,DL_765
Flight,DL_1407
Flight,DL_1649
Flight,EV_5591
Flight,WN_3280
Flight,DL_2439
GeoLocation,Memphis
GeoLocation,CLT
GeoLocation,STL
GeoLocation,Albany
GeoLocation,Austin
GeoLocation,S_FL
GeoLocation,ATW
GeoLocation,Orlando
GeoLocation,LAX
GeoLocation,Grand_Rapids
GeoLocation,Charlotte
GeoLocation,S_NY
GeoLocation,Charleston
GeoLocation,S_NC
GeoLocation,Daytona_Beach
GeoLocation,PBI
GeoLocation,DFW
GeoLocation,des
GeoLocation,S_NJ
GeoLocation,Fort_Worth
GeoLocation,JFK
GeoLocation,CHS
GeoLocation,Des_Moines
GeoLocation,MSP
GeoLocation,MKE
GeoLocation,OKC
GeoLocation,ori
GeoLocation,DAB
GeoLocation,RDU
GeoLocation,S_CO
GeoLocation,Appleton
GeoLocation,EWR
GeoLocation,BUR
GeoLocation,Houston
GeoLocation,SFO
GeoLocation,Boston
GeoLocation,ATL
GeoLocation,Dallas
GeoLocation,MCO
GeoLocation,Chicago
GeoLocation,ALB
GeoLocation,S_SC
GeoLocation,BNA
GeoLocation,S_WI
GeoLocation,MCI
GeoLocation,Minneapolis
GeoLocation,Miami
GeoLocation,Palm_Beach
GeoLocation,S_CA
GeoLocation,DEN
GeoLocation,S_GA
GeoLocation,Denver
GeoLocation,S_TX
GeoLocation,Atlanta
GeoLocation,SAV
GeoLocation,GRR
GeoLocation,DTW
GeoLocation,SNA
GeoLocation,ORD
GeoLocation,St._Louis
GeoLocation,SAN
GeoLocation,PHL
GeoLocation,Los_Angeles
GeoLocation,S_DC
GeoLocation,S_TN
GeoLocation,SJC
GeoLocation,Nashville
GeoLocation,West_Palm_Beach
GeoLocation,Kansas_City
GeoLocation,S_MN
GeoLocation,LGA
GeoLocation,BOS
GeoLocation,MIA
GeoLocation,New_York
GeoLocation,S_IL
GeoLocation,S_MO
GeoLocation,DCA
GeoLocation,MDW
GeoLocation,AUS
GeoLocation,DSM
GeoLocation,S_MA
GeoLocation,OAK
GeoLocation,San_Francisco
GeoLocation,Savannah
GeoLocation,MEM
GeoLocation,Washington
GeoLocation,S_MI
GeoLocation,IAH
GeoLocation,HOU
GeoLocation,S_IA
GeoLocation,IAD
