S_GA,<http://www.w3.org/2000/01/rdf-schema#label>,<Georgia (U.S. state)@en>
S_GA,<http://dbpedia.org/property/east>,<Atlantic Ocean^^http://www.w3.org/1999/02/22-rdf-syntax-ns#langString>
S_GA,<http://dbpedia.org/property/southeast>,<Atlantic Ocean^^http://www.w3.org/1999/02/22-rdf-syntax-ns#langString>
LAX,<http://www.w3.org/2000/01/rdf-schema#label>,<John F. Kennedy International Airport@en>
LAX,<http://dbpedia.org/ontology/city>,<http://dbpedia.org/resource/New_York_metropolitan_area>
LAX,<http://dbpedia.org/ontology/location>,<http://dbpedia.org/resource/Queens>
LAX,<http://dbpedia.org/ontology/location>,<http://dbpedia.org/resource/Jamaica,_Queens>
LAX,<http://dbpedia.org/ontology/location>,<http://dbpedia.org/resource/New_York_City>
LAX,<http://dbpedia.org/ontology/location>,<http://dbpedia.org/resource/New_York_(state)>
BUR,<http://www.w3.org/2000/01/rdf-schema#label>,<John F. Kennedy International Airport@en>
BUR,<http://dbpedia.org/ontology/city>,<http://dbpedia.org/resource/New_York_metropolitan_area>
BUR,<http://dbpedia.org/ontology/location>,<http://dbpedia.org/resource/Queens>
BUR,<http://dbpedia.org/ontology/location>,<http://dbpedia.org/resource/Jamaica,_Queens>
BUR,<http://dbpedia.org/ontology/location>,<http://dbpedia.org/resource/New_York_City>
BUR,<http://dbpedia.org/ontology/location>,<http://dbpedia.org/resource/New_York_(state)>
ori,<http://www.w3.org/2000/01/rdf-schema#label>,<John F. Kennedy International Airport@en>
ori,<http://dbpedia.org/ontology/city>,<http://dbpedia.org/resource/New_York_metropolitan_area>
ori,<http://dbpedia.org/ontology/location>,<http://dbpedia.org/resource/Queens>
ori,<http://dbpedia.org/ontology/location>,<http://dbpedia.org/resource/Jamaica,_Queens>
ori,<http://dbpedia.org/ontology/location>,<http://dbpedia.org/resource/New_York_City>
ori,<http://dbpedia.org/ontology/location>,<http://dbpedia.org/resource/New_York_(state)>
RDU,<http://www.w3.org/2000/01/rdf-schema#label>,<John F. Kennedy International Airport@en>
RDU,<http://dbpedia.org/ontology/city>,<http://dbpedia.org/resource/New_York_metropolitan_area>
RDU,<http://dbpedia.org/ontology/location>,<http://dbpedia.org/resource/Queens>
RDU,<http://dbpedia.org/ontology/location>,<http://dbpedia.org/resource/Jamaica,_Queens>
RDU,<http://dbpedia.org/ontology/location>,<http://dbpedia.org/resource/New_York_City>
RDU,<http://dbpedia.org/ontology/location>,<http://dbpedia.org/resource/New_York_(state)>
S_NJ,<http://www.w3.org/2000/01/rdf-schema#label>,<New Jersey@en>
S_NJ,<http://dbpedia.org/property/east>,<http://dbpedia.org/resource/Atlantic_Ocean>
SNA,<http://www.w3.org/2000/01/rdf-schema#label>,<John F. Kennedy International Airport@en>
SNA,<http://dbpedia.org/ontology/city>,<http://dbpedia.org/resource/New_York_metropolitan_area>
SNA,<http://dbpedia.org/ontology/location>,<http://dbpedia.org/resource/Queens>
SNA,<http://dbpedia.org/ontology/location>,<http://dbpedia.org/resource/Jamaica,_Queens>
SNA,<http://dbpedia.org/ontology/location>,<http://dbpedia.org/resource/New_York_City>
SNA,<http://dbpedia.org/ontology/location>,<http://dbpedia.org/resource/New_York_(state)>
UA,<http://www.w3.org/2000/01/rdf-schema#label>,<United Airlines@en>
UA,<http://dbpedia.org/ontology/headquarter>,<http://dbpedia.org/resource/United_States>
UA,<http://dbpedia.org/ontology/headquarter>,<http://dbpedia.org/resource/Chicago>
UA,<http://dbpedia.org/ontology/headquarter>,<http://dbpedia.org/resource/Illinois>
UA,<http://dbpedia.org/ontology/headquarter>,<http://dbpedia.org/resource/Willis_Tower>
UA,<http://dbpedia.org/ontology/hubAirport>,<http://dbpedia.org/resource/Narita_International_Airport>
UA,<http://dbpedia.org/ontology/hubAirport>,<http://dbpedia.org/resource/Los_Angeles_International_Airport>
UA,<http://dbpedia.org/ontology/hubAirport>,<http://dbpedia.org/resource/Washington_Dulles_International_Airport>
UA,<http://dbpedia.org/ontology/hubAirport>,<http://dbpedia.org/resource/Antonio_B._Won_Pat_International_Airport>
UA,<http://dbpedia.org/ontology/hubAirport>,<http://dbpedia.org/resource/Denver_International_Airport>
UA,<http://dbpedia.org/ontology/hubAirport>,<http://dbpedia.org/resource/George_Bush_Intercontinental_Airport>
UA,<http://dbpedia.org/ontology/hubAirport>,<http://dbpedia.org/resource/O'Hare_International_Airport>
UA,<http://dbpedia.org/ontology/hubAirport>,<http://dbpedia.org/resource/San_Francisco_International_Airport>
UA,<http://dbpedia.org/ontology/hubAirport>,<http://dbpedia.org/resource/Newark_Liberty_International_Airport>
Atlanta,<http://www.w3.org/2000/01/rdf-schema#label>,<Atlanta@en>
SFO,<http://www.w3.org/2000/01/rdf-schema#label>,<John F. Kennedy International Airport@en>
SFO,<http://dbpedia.org/ontology/city>,<http://dbpedia.org/resource/New_York_metropolitan_area>
SFO,<http://dbpedia.org/ontology/location>,<http://dbpedia.org/resource/Queens>
SFO,<http://dbpedia.org/ontology/location>,<http://dbpedia.org/resource/Jamaica,_Queens>
SFO,<http://dbpedia.org/ontology/location>,<http://dbpedia.org/resource/New_York_City>
SFO,<http://dbpedia.org/ontology/location>,<http://dbpedia.org/resource/New_York_(state)>
S_NC,<http://www.w3.org/2000/01/rdf-schema#label>,<North Carolina@en>
S_NC,<http://dbpedia.org/property/east>,<,^^http://www.w3.org/1999/02/22-rdf-syntax-ns#langString>
S_NC,<http://dbpedia.org/property/east>,<Atlantic Ocean^^http://www.w3.org/1999/02/22-rdf-syntax-ns#langString>
EM,<http://www.w3.org/2000/01/rdf-schema#label>,<Empire Airlines@en>
EM,<http://dbpedia.org/ontology/headquarter>,<http://dbpedia.org/resource/United_States>
EM,<http://dbpedia.org/ontology/headquarter>,<http://dbpedia.org/resource/Idaho>
EM,<http://dbpedia.org/ontology/headquarter>,<http://dbpedia.org/resource/Hayden,_Idaho>
CLT,<http://www.w3.org/2000/01/rdf-schema#label>,<John F. Kennedy International Airport@en>
CLT,<http://dbpedia.org/ontology/city>,<http://dbpedia.org/resource/New_York_metropolitan_area>
CLT,<http://dbpedia.org/ontology/location>,<http://dbpedia.org/resource/Queens>
CLT,<http://dbpedia.org/ontology/location>,<http://dbpedia.org/resource/Jamaica,_Queens>
CLT,<http://dbpedia.org/ontology/location>,<http://dbpedia.org/resource/New_York_City>
CLT,<http://dbpedia.org/ontology/location>,<http://dbpedia.org/resource/New_York_(state)>
MU,<http://www.w3.org/2000/01/rdf-schema#label>,<China Eastern Airlines@en>
MU,<http://dbpedia.org/ontology/headquarter>,<http://dbpedia.org/resource/China>
MU,<http://dbpedia.org/ontology/headquarter>,<http://dbpedia.org/resource/Shanghai>
MU,<http://dbpedia.org/ontology/headquarter>,<http://dbpedia.org/resource/Shanghai_Hongqiao_International_Airport>
MU,<http://dbpedia.org/ontology/hubAirport>,<http://dbpedia.org/resource/Xi'an_Xianyang_International_Airport>
MU,<http://dbpedia.org/ontology/hubAirport>,<http://dbpedia.org/resource/Beijing_Capital_International_Airport>
MU,<http://dbpedia.org/ontology/hubAirport>,<http://dbpedia.org/resource/Shanghai_Hongqiao_International_Airport>
MU,<http://dbpedia.org/ontology/hubAirport>,<http://dbpedia.org/resource/Shanghai_Pudong_International_Airport>
MU,<http://dbpedia.org/ontology/hubAirport>,<http://dbpedia.org/resource/Kunming_Changshui_International_Airport>
LGA,<http://www.w3.org/2000/01/rdf-schema#label>,<John F. Kennedy International Airport@en>
LGA,<http://dbpedia.org/ontology/city>,<http://dbpedia.org/resource/New_York_metropolitan_area>
LGA,<http://dbpedia.org/ontology/location>,<http://dbpedia.org/resource/Queens>
LGA,<http://dbpedia.org/ontology/location>,<http://dbpedia.org/resource/Jamaica,_Queens>
LGA,<http://dbpedia.org/ontology/location>,<http://dbpedia.org/resource/New_York_City>
LGA,<http://dbpedia.org/ontology/location>,<http://dbpedia.org/resource/New_York_(state)>
Savannah,<http://www.w3.org/2000/01/rdf-schema#label>,<Savannah@en>
IAH,<http://www.w3.org/2000/01/rdf-schema#label>,<John F. Kennedy International Airport@en>
IAH,<http://dbpedia.org/ontology/city>,<http://dbpedia.org/resource/New_York_metropolitan_area>
IAH,<http://dbpedia.org/ontology/location>,<http://dbpedia.org/resource/Queens>
IAH,<http://dbpedia.org/ontology/location>,<http://dbpedia.org/resource/Jamaica,_Queens>
IAH,<http://dbpedia.org/ontology/location>,<http://dbpedia.org/resource/New_York_City>
IAH,<http://dbpedia.org/ontology/location>,<http://dbpedia.org/resource/New_York_(state)>
BNA,<http://www.w3.org/2000/01/rdf-schema#label>,<John F. Kennedy International Airport@en>
BNA,<http://dbpedia.org/ontology/city>,<http://dbpedia.org/resource/New_York_metropolitan_area>
BNA,<http://dbpedia.org/ontology/location>,<http://dbpedia.org/resource/Queens>
BNA,<http://dbpedia.org/ontology/location>,<http://dbpedia.org/resource/Jamaica,_Queens>
BNA,<http://dbpedia.org/ontology/location>,<http://dbpedia.org/resource/New_York_City>
BNA,<http://dbpedia.org/ontology/location>,<http://dbpedia.org/resource/New_York_(state)>
B6,<http://www.w3.org/2000/01/rdf-schema#label>,<JetBlue@en>
B6,<http://dbpedia.org/ontology/headquarter>,<http://dbpedia.org/resource/Brewster_Building_(Queens)>
B6,<http://dbpedia.org/ontology/headquarter>,<http://dbpedia.org/resource/Long_Island_City>
B6,<http://dbpedia.org/ontology/headquarter>,<http://dbpedia.org/resource/New_York_(state)>
EWR,<http://www.w3.org/2000/01/rdf-schema#label>,<John F. Kennedy International Airport@en>
EWR,<http://dbpedia.org/ontology/city>,<http://dbpedia.org/resource/New_York_metropolitan_area>
EWR,<http://dbpedia.org/ontology/location>,<http://dbpedia.org/resource/Queens>
EWR,<http://dbpedia.org/ontology/location>,<http://dbpedia.org/resource/Jamaica,_Queens>
EWR,<http://dbpedia.org/ontology/location>,<http://dbpedia.org/resource/New_York_City>
EWR,<http://dbpedia.org/ontology/location>,<http://dbpedia.org/resource/New_York_(state)>
S_MA,<http://www.w3.org/2000/01/rdf-schema#label>,<Massachusetts@en>
S_MA,<http://dbpedia.org/property/east>,<Atlantic Ocean^^http://www.w3.org/1999/02/22-rdf-syntax-ns#langString>
S_MA,<http://dbpedia.org/property/southeast>,<http://dbpedia.org/resource/Cape_Cod>
S_MA,<http://dbpedia.org/property/southeast>,<Martha's Vineyard and Nantucket Island^^http://www.w3.org/1999/02/22-rdf-syntax-ns#langString>
ORD,<http://www.w3.org/2000/01/rdf-schema#label>,<John F. Kennedy International Airport@en>
ORD,<http://dbpedia.org/ontology/city>,<http://dbpedia.org/resource/New_York_metropolitan_area>
ORD,<http://dbpedia.org/ontology/location>,<http://dbpedia.org/resource/Queens>
ORD,<http://dbpedia.org/ontology/location>,<http://dbpedia.org/resource/Jamaica,_Queens>
ORD,<http://dbpedia.org/ontology/location>,<http://dbpedia.org/resource/New_York_City>
ORD,<http://dbpedia.org/ontology/location>,<http://dbpedia.org/resource/New_York_(state)>
DFW,<http://www.w3.org/2000/01/rdf-schema#label>,<John F. Kennedy International Airport@en>
DFW,<http://dbpedia.org/ontology/city>,<http://dbpedia.org/resource/New_York_metropolitan_area>
