dep_DL_ori_r2,hasDest,CHS
dep_DL_ori_r2,hasFlight,DL_1598
dep_DL_ori_r3,hasDest,SFO
dep_DL_ori_r3,hasFlight,DL_939
dep_DL_ori_r4,hasFlight,DL_2448
dep_DL_ori_r5,hasDest,BNA
dep_DL_ori_r5,hasFlight,DL_2599
dep_car_r1,hasFlight,DL_2115
dep_car_r1,hasOrigin,ABQ
dep_car_r10,hasDest,PBI
dep_car_r10,hasFlight,DL_2448
dep_car_r3,hasFlight,DL_2369
dep_car_r5,hasFlight,DL_1514
dep_car_r5,hasOrigin,LGA
dep_car_r7,hasDest,JFK
dep_car_r7,hasFlight,DL_4
dep_car_r8,hasFlight,DL_36
dep_car_r8,hasOrigin,ANC
dep_car_r9,hasFlight,DL_939
dep_ATL_r2,hasDest,BMI
dep_ATL_r2,hasFlight,DL_864
dep_DL_ori_r2,hasDest,BMI
dep_DL_ori_r2,hasFlight,DL_864
dep_car_r8,hasDest,BMI
dep_car_r8,hasFlight,DL_864
dep_ATL_r1,hasDest,PHL
dep_ATL_r1,hasFlight,DL_1661
dep_ATL_r10,hasDest,SFO
dep_ATL_r10,hasFlight,DL_2349
dep_ATL_r11,hasDest,SYR
dep_ATL_r11,hasFlight,EV_4979
dep_ATL_r12,hasDest,MOB
dep_ATL_r12,hasFlight,EV_5593
dep_ATL_r13,hasDest,TPA
dep_ATL_r13,hasFlight,DL_2172
dep_ATL_r4,hasDest,PIT
dep_ATL_r4,hasFlight,FL_152
dep_ATL_r7,hasDest,LAX
dep_ATL_r7,hasFlight,DL_370
dep_ATL_r8,hasDest,MDW
dep_CLT_r1,hasFlight,US_1089
dep_CLT_r2,hasDest,ATL
dep_CLT_r2,hasDest,ori
dep_CLT_r2,hasFlight,YV_2693
dep_DL_ori_r1,hasDest,PHL
dep_DL_ori_r1,hasFlight,DL_1661
dep_DL_ori_r4,hasDest,LAX
dep_DL_ori_r4,hasFlight,DL_370
dep_car_r1,hasFlight,DL_1554
dep_car_r2,hasDest,PHL
dep_car_r2,hasFlight,DL_1661
dep_car_r3,hasDest,DCA
dep_car_r3,hasFlight,DL_1664
dep_car_r4,hasFlight,DL_1666
dep_car_r5,hasFlight,DL_1668
dep_car_r6,hasFlight,DL_1876
dep_car_r6,hasOrigin,MCO
dep_car_r8,hasFlight,DL_1958
dep_car_r9,hasFlight,DL_1987
dep_ATL_r1,hasFlight,DL_1598
dep_ATL_r5,hasDest,BMI
dep_ATL_r5,hasFlight,EV_5460
dep_DL_ori_r1,hasFlight,DL_1598
dep_car_r10,hasDest,CHS
dep_car_r10,hasFlight,DL_1598
dep_car_r2,hasFlight,DL_4
dep_car_r2,hasOrigin,FLL
dep_car_r3,hasFlight,DL_36
dep_car_r3,hasOrigin,ANC
dep_car_r4,hasDest,BOS
dep_car_r4,hasFlight,DL_400
dep_car_r5,hasFlight,DL_2683
dep_car_r5,hasOrigin,BOS
dep_car_r6,hasFlight,DL_2684
dep_car_r7,hasDest,SFO
dep_car_r7,hasFlight,DL_2768
dep_car_r8,hasFlight,DL_1153
dep_car_r8,hasOrigin,BWI
dep_ATL_r10,hasDest,HSV
dep_ATL_r10,hasFlight,EV_5060
dep_ATL_r11,hasCarrier,OO
dep_ATL_r11,hasDest,IAH
dep_ATL_r11,hasFlight,OO_5195
dep_ATL_r12,hasDest,OMA
dep_ATL_r12,hasFlight,DL_1153
dep_ATL_r3,hasFlight,DL_1166
dep_ATL_r4,hasDest,DEN
dep_ATL_r4,hasFlight,DL_2016
dep_ATL_r5,hasDest,JAX
dep_ATL_r5,hasFlight,DL_2245
dep_ATL_r6,hasDest,CID
dep_ATL_r6,hasFlight,EV_5131
dep_ATL_r7,hasDest,CMH
dep_ATL_r7,hasFlight,DL_1695
dep_ATL_r8,hasDest,BHM
dep_ATL_r8,hasFlight,DL_1998
dep_ATL_r9,hasFlight,EV_4910
dep_BNA_r1,hasFlight,WN_1243
dep_BNA_r2,hasFlight,WN_3360
dep_BNA_r3,hasFlight,EV_4303
dep_BNA_r4,hasFlight,WN_310
dep_CLT_r1,hasFlight,EV_4135
dep_CLT_r2,hasFlight,US_1164
dep_CLT_r4,hasFlight,YV_2669
dep_DL_ori_r3,hasFlight,DL_1166
dep_DL_ori_r4,hasFlight,DL_2016
dep_DL_ori_r5,hasFlight,DL_2245
dep_SAV_r2,hasFlight,DL_1360
dep_SAV_r3,hasFlight,EV_4237
dep_car_r1,hasFlight,DL_82
dep_car_r10,hasFlight,DL_1465
dep_car_r2,hasFlight,DL_147
dep_car_r4,hasFlight,DL_744
dep_car_r5,hasFlight,DL_789
dep_car_r6,hasDest,SNA
dep_car_r6,hasFlight,DL_922
dep_car_r7,hasFlight,DL_1166
dep_car_r8,hasDest,PDX
dep_car_r8,hasFlight,DL_1194
dep_car_r9,hasFlight,DL_1238
dep_car_r9,hasOrigin,DTW
dep_ATL_r1,hasDest,LGA
dep_ATL_r1,hasFlight,WN_3680
dep_ATL_r10,hasFlight,EV_4957
dep_ATL_r11,hasFlight,DL_501
dep_ATL_r12,hasDest,MSN
dep_ATL_r12,hasFlight,DL_694
dep_ATL_r13,hasFlight,DL_897
dep_ATL_r2,hasDest,MYR
dep_ATL_r2,hasFlight,EV_5469
dep_ATL_r3,hasDest,CRW
dep_ATL_r3,hasFlight,EV_5482
dep_ATL_r4,hasDest,HOU
dep_ATL_r4,hasFlight,FL_249
dep_ATL_r5,hasDest,RDU
dep_ATL_r5,hasFlight,DL_800
dep_ATL_r6,hasDest,GRR
dep_ATL_r6,hasFlight,DL_885
dep_ATL_r7,hasDest,FLL
dep_ATL_r7,hasFlight,DL_671
dep_ATL_r8,hasFlight,DL_1532
dep_ATL_r9,hasDest,SDF
dep_ATL_r9,hasFlight,DL_2184
dep_BNA_r1,hasFlight,MQ_3686
dep_BNA_r4,hasFlight,WN_593
dep_BNA_r5,hasFlight,EV_4738
dep_CLT_r1,hasFlight,EV_4291
dep_CLT_r3,hasDest,SFO
dep_CLT_r3,hasFlight,US_749
dep_CLT_r4,hasFlight,US_863
dep_DL_ori_r1,hasFlight,DL_800
dep_DL_ori_r2,hasDest,GRR
dep_DL_ori_r2,hasFlight,DL_885
dep_DL_ori_r3,hasFlight,DL_671
dep_DL_ori_r4,hasDest,DSM
dep_DL_ori_r4,hasFlight,DL_1532
dep_SAV_r1,hasFlight,EV_4487
dep_SAV_r2,hasFlight,EV_4316
dep_SAV_r4,hasFlight,EV_4431
dep_car_r1,hasDest,RDU
dep_car_r1,hasFlight,DL_800
dep_car_r10,hasDest,STL
dep_car_r10,hasFlight,DL_1987
dep_car_r2,hasDest,GRR
dep_car_r2,hasFlight,DL_885
dep_car_r3,hasFlight,DL_221
dep_car_r4,hasFlight,DL_671
dep_car_r7,hasFlight,DL_1781
dep_car_r9,hasFlight,DL_1959
dep_ATL_r1,hasDest,CAE
dep_ATL_r1,hasFlight,EV_5604
dep_ATL_r10,hasDest,CRW
dep_ATL_r10,hasFlight,EV_5482
dep_ATL_r11,hasDest,ICT
dep_ATL_r11,hasFlight,EV_5184
dep_ATL_r12,hasFlight,DL_2617
dep_ATL_r3,hasFlight,DL_2524
dep_ATL_r4,hasDest,BUF
dep_ATL_r4,hasFlight,DL_1176
dep_ATL_r5,hasFlight,DL_1416
dep_ATL_r7,hasDest,CHS
dep_ATL_r7,hasFlight,DL_1791
dep_BNA_r1,hasFlight,WN_4817
dep_BNA_r2,hasDest,MCI
dep_BNA_r2,hasFlight,WN_2801
dep_BNA_r3,hasFlight,WN_1672
dep_BNA_r4,hasFlight,MQ_3245
dep_CLT_r1,hasDest,BOS
dep_CLT_r1,hasFlight,US_1971
dep_CLT_r4,hasFlight,US_629
dep_CLT_r5,hasFlight,US_891
dep_DL_ori_r1,hasDest,BOS
dep_DL_ori_r1,hasFlight,DL_980
dep_DL_ori_r2,hasDest,VPS
dep_DL_ori_r2,hasFlight,DL_2524
dep_DL_ori_r3,hasDest,BUF
dep_DL_ori_r3,hasFlight,DL_1176
dep_DL_ori_r4,hasFlight,DL_1416
dep_SAV_r2,hasFlight,EV_4477
dep_SAV_r4,hasFlight,EV_4651
dep_car_r1,hasDest,HNL
dep_car_r10,hasFlight,DL_1359
dep_car_r10,hasOrigin,MCO
dep_car_r2,hasFlight,DL_980
dep_car_r4,hasFlight,DL_1094
dep_car_r5,hasDest,VPS
dep_car_r5,hasFlight,DL_2524
dep_car_r7,hasFlight,DL_1164
dep_car_r7,hasOrigin,MSY
dep_car_r8,hasDest,BUF
dep_car_r8,hasFlight,DL_1176
dep_car_r9,hasFlight,DL_1298
BZN,serveCity,Bozeman
Bozeman,locatedIn,S_MT
JAC,serveCity,Jackson
Jackson,locatedIn,S_WY
dep_ATL_r10,hasDest,ORD
dep_ATL_r10,hasFlight,DL_392
dep_ATL_r11,hasFlight,DL_517
dep_ATL_r12,hasDest,RIC
dep_ATL_r12,hasFlight,DL_1178
dep_ATL_r13,hasDest,JFK
dep_ATL_r13,hasFlight,DL_1419
dep_ATL_r2,hasDest,MSY
dep_ATL_r2,hasFlight,DL_1293
dep_ATL_r3,hasFlight,DL_1317
dep_ATL_r6,hasFlight,EV_4977
dep_ATL_r7,hasDest,SDF
dep_ATL_r7,hasFlight,DL_2184
dep_ATL_r9,hasDest,CLT
dep_ATL_r9,hasFlight,DL_335
dep_BNA_r1,hasDest,PNS
dep_BNA_r1,hasFlight,WN_2740
dep_BNA_r2,hasFlight,DL_395
dep_BNA_r3,hasDest,FLL
dep_BNA_r3,hasFlight,WN_3409
dep_BNA_r4,hasFlight,MQ_3131
dep_BNA_r5,hasFlight,WN_2277
dep_DL_ori_r3,hasFlight,DL_1317
dep_DL_ori_r5,hasDest,PHL
dep_DL_ori_r5,hasFlight,DL_1661
dep_SAV_r1,hasDest,ORD
dep_SAV_r1,hasFlight,EV_5724
dep_SAV_r2,hasFlight,EV_4104
dep_SAV_r3,hasFlight,EV_4486
dep_car_r1,hasFlight,DL_2399
dep_car_r1,hasOrigin,RIC
dep_car_r10,hasDest,FLL
dep_car_r10,hasFlight,DL_1626
dep_car_r2,hasFlight,DL_412
dep_car_r2,hasOrigin,MIA
dep_car_r3,hasFlight,DL_581
dep_car_r4,hasFlight,DL_699
dep_car_r4,hasOrigin,BZN
dep_car_r5,hasFlight,DL_744
dep_car_r6,hasFlight,DL_756
dep_car_r6,hasOrigin,LAS
dep_car_r8,hasDest,DEN
dep_car_r8,hasFlight,DL_1317
dep_car_r9,hasFlight,DL_1532
dep_car_r9,hasOrigin,JAC
FAY,serveCity,Fayetteville
Fayetteville,locatedIn,S_NC
HPN,serveCity,White_Plains
OKC,serveCity,Oklahoma_City
Oklahoma_City,locatedIn,S_OK
White_Plains,locatedIn,S_NY
dep_ATL_r1,hasDest,CHO
dep_ATL_r1,hasFlight,EV_5257
dep_ATL_r10,hasDest,EYW
dep_ATL_r10,hasFlight,DL_2809
dep_ATL_r11,hasDest,BNA
dep_ATL_r11,hasFlight,DL_2599
dep_ATL_r13,hasDest,HPN
dep_ATL_r13,hasFlight,EV_5141
dep_ATL_r3,hasDest,DCA
dep_ATL_r3,hasFlight,DL_1913
dep_ATL_r4,hasFlight,DL_2280
dep_ATL_r5,hasDest,RSW
dep_ATL_r5,hasFlight,DL_2396
dep_ATL_r6,hasDest,FAY
dep_ATL_r6,hasFlight,EV_5153
dep_ATL_r7,hasDest,DTW
dep_ATL_r7,hasFlight,DL_902
dep_ATL_r8,hasDest,BDL
dep_ATL_r8,hasFlight,DL_946
dep_ATL_r9,hasDest,OKC
dep_ATL_r9,hasFlight,DL_2186
dep_BNA_r2,hasFlight,EV_4183
dep_BNA_r3,hasDest,LAS
dep_BNA_r3,hasFlight,WN_2238
dep_BNA_r4,hasDest,JAX
dep_BNA_r4,hasFlight,WN_3126
dep_BNA_r5,hasFlight,OO_4772
dep_CLT_r1,hasFlight,AA_557
dep_CLT_r2,hasFlight,AA_581
dep_CLT_r4,hasDest,BNA
dep_CLT_r4,hasFlight,AA_443
dep_DL_ori_r1,hasDest,ORD
dep_DL_ori_r1,hasFlight,DL_392
dep_DL_ori_r2,hasDest,DCA
dep_DL_ori_r2,hasFlight,DL_1913
dep_DL_ori_r3,hasFlight,DL_2280
dep_DL_ori_r4,hasDest,RSW
dep_DL_ori_r4,hasFlight,DL_2396
dep_DL_ori_r5,hasDest,DTW
dep_DL_ori_r5,hasFlight,DL_902
dep_car_r1,hasDest,SEA
dep_car_r1,hasFlight,DL_36
dep_car_r1,hasOrigin,LAS
dep_car_r10,hasDest,EWR
dep_car_r10,hasFlight,DL_2280
dep_car_r2,hasFlight,DL_325
dep_car_r2,hasOrigin,DTW
dep_car_r4,hasFlight,DL_826
dep_car_r4,hasOrigin,RDU
dep_car_r5,hasFlight,DL_1407
dep_car_r7,hasFlight,DL_1791
dep_car_r8,hasFlight,DL_1843
dep_car_r8,hasOrigin,RSW
dep_car_r9,hasFlight,DL_1913
dep_ATL_r1,hasFlight,DL_1237
dep_ATL_r10,hasFlight,FL_255
dep_ATL_r11,hasFlight,DL_1834
dep_ATL_r12,hasFlight,DL_2429
dep_ATL_r13,hasDest,MKE
dep_ATL_r13,hasFlight,DL_1052
dep_ATL_r2,hasFlight,DL_1278
dep_ATL_r3,hasDest,FNT
dep_ATL_r3,hasFlight,DL_1307
dep_ATL_r5,hasDest,OMA
dep_ATL_r5,hasFlight,EV_5063
dep_ATL_r6,hasFlight,EV_5085
dep_ATL_r7,hasFlight,EV_5168
dep_ATL_r8,hasDest,TLH
dep_ATL_r8,hasFlight,EV_5591
dep_ATL_r9,hasFlight,DL_1271
dep_BNA_r5,hasFlight,WN_1107
dep_CLT_r5,hasDest,PNS
dep_CLT_r5,hasFlight,YV_2650
dep_DL_ori_r1,hasFlight,DL_1237
dep_DL_ori_r2,hasFlight,DL_1278
dep_DL_ori_r3,hasDest,FNT
dep_DL_ori_r3,hasFlight,DL_1307
dep_DL_ori_r5,hasFlight,DL_1271
dep_SAV_r3,hasFlight,EV_5245
dep_car_r10,hasFlight,DL_1804
dep_car_r3,hasDest,DTW
dep_car_r3,hasFlight,DL_544
dep_car_r4,hasFlight,DL_1090
dep_car_r4,hasOrigin,DAB
dep_car_r5,hasFlight,DL_1158
dep_car_r6,hasFlight,DL_1237
dep_car_r7,hasFlight,DL_1259
dep_car_r7,hasOrigin,PIT
dep_car_r8,hasDest,MDW
dep_car_r8,hasFlight,DL_1278
dep_car_r9,hasDest,FNT
dep_car_r9,hasFlight,DL_1307
dep_ATL_r1,hasDest,SAV
dep_ATL_r1,hasFlight,DL_1518
dep_ATL_r10,hasDest,XNA
dep_ATL_r10,hasFlight,EV_5125
dep_ATL_r11,hasDest,PIT
dep_ATL_r11,hasFlight,DL_1198
dep_ATL_r12,hasFlight,DL_1317
dep_ATL_r13,hasDest,BDL
dep_ATL_r13,hasFlight,DL_1580
dep_ATL_r2,hasFlight,DL_1720
dep_ATL_r3,hasFlight,DL_2054
dep_ATL_r4,hasDest,VPS
dep_ATL_r4,hasFlight,EV_4951
dep_ATL_r5,hasFlight,EV_5086
dep_ATL_r6,hasCarrier,US
dep_ATL_r6,hasDest,PHL
dep_ATL_r6,hasFlight,US_1466
dep_ATL_r7,hasDest,RIC
dep_ATL_r7,hasFlight,DL_1920
dep_ATL_r8,hasDest,GRR
dep_ATL_r8,hasFlight,EV_4978
dep_ATL_r9,hasDest,GNV
dep_ATL_r9,hasFlight,EV_5059
dep_BNA_r1,hasFlight,WN_1910
dep_BNA_r2,hasFlight,XE_3025
dep_BNA_r3,hasDest,JAX
dep_BNA_r3,hasFlight,WN_2201
dep_BNA_r4,hasFlight,AA_2275
dep_DL_ori_r1,hasDest,SAV
dep_DL_ori_r1,hasFlight,DL_1518
dep_DL_ori_r2,hasFlight,DL_1720
dep_DL_ori_r3,hasFlight,DL_2054
dep_DL_ori_r4,hasDest,RIC
dep_DL_ori_r4,hasFlight,DL_1920
dep_DL_ori_r5,hasFlight,DL_1198
dep_SAV_r1,hasFlight,XE_5744
dep_SAV_r2,hasCarrier,OH
dep_SAV_r2,hasDest,LGA
dep_SAV_r2,hasFlight,OH_6601
dep_SAV_r3,hasCarrier,US
dep_SAV_r3,hasFlight,US_1109
dep_SAV_r4,hasFlight,EV_5317
dep_SAV_r5,hasDest,ORD
dep_SAV_r5,hasFlight,XE_5703
dep_car_r1,hasDest,SAV
dep_car_r1,hasFlight,DL_1518
dep_car_r10,hasFlight,DL_2272
dep_car_r2,hasDest,RDU
dep_car_r2,hasFlight,DL_1720
dep_car_r3,hasFlight,DL_1787
dep_car_r4,hasFlight,DL_1969
dep_car_r5,hasFlight,DL_1994
dep_car_r5,hasOrigin,MIA
dep_car_r6,hasFlight,DL_2019
dep_car_r7,hasFlight,DL_2054
dep_car_r8,hasFlight,DL_2230
dep_car_r9,hasFlight,DL_2250
dep_car_r9,hasOrigin,DEN
dep_ATL_r11,hasDest,SAN
dep_ATL_r11,hasFlight,DL_1467
dep_ATL_r12,hasFlight,DL_1914
dep_ATL_r3,hasFlight,DL_2210
dep_ATL_r4,hasFlight,DL_1034
dep_ATL_r5,hasDest,STL
dep_ATL_r5,hasFlight,DL_1199
dep_ATL_r6,hasFlight,DL_1661
dep_ATL_r8,hasDest,SBN
dep_ATL_r8,hasFlight,EV_5119
dep_ATL_r9,hasDest,ECP
dep_ATL_r9,hasFlight,EV_5204
dep_BNA_r5,hasFlight,WN_1427
dep_CLT_r3,hasDest,MCO
dep_CLT_r3,hasFlight,US_1089
dep_DL_ori_r4,hasFlight,DL_1034
dep_DL_ori_r5,hasDest,STL
dep_DL_ori_r5,hasFlight,DL_1199
dep_SAV_r5,hasCarrier,MQ
dep_SAV_r5,hasDest,DFW
dep_SAV_r5,hasDest,des
dep_SAV_r5,hasFlight,MQ_2956
dep_car_r6,hasFlight,DL_1862
dep_car_r7,hasFlight,DL_1876
dep_car_r7,hasOrigin,MCO
dep_car_r8,hasFlight,DL_1945
LIT,serveCity,Little_Rock
Little_Rock,locatedIn,S_AR
dep_ATL_r11,hasFlight,DL_2006
dep_ATL_r13,hasDest,MEM
dep_ATL_r13,hasFlight,DL_1281
dep_ATL_r3,hasDest,LIT
dep_ATL_r3,hasFlight,DL_1805
dep_ATL_r4,hasDest,CMH
dep_ATL_r4,hasFlight,DL_2606
dep_ATL_r5,hasDest,MGM
dep_ATL_r5,hasFlight,OO_4844
dep_ATL_r6,hasFlight,EV_5174
dep_ATL_r7,hasDest,CVG
dep_ATL_r7,hasFlight,DL_780
dep_ATL_r8,hasDest,GPT
dep_ATL_r8,hasFlight,DL_1376
dep_ATL_r9,hasDest,SGF
dep_BNA_r1,hasFlight,WN_629
dep_BNA_r2,hasDest,BWI
dep_BNA_r2,hasFlight,WN_2498
dep_BNA_r5,hasFlight,WN_585
dep_CLT_r1,hasFlight,AA_2055
dep_CLT_r2,hasFlight,AA_2108
dep_CLT_r3,hasFlight,AA_2372
dep_CLT_r4,hasDest,MCO
dep_CLT_r4,hasFlight,AA_581
dep_DL_ori_r3,hasDest,LIT
dep_DL_ori_r3,hasFlight,DL_1805
dep_DL_ori_r4,hasDest,CMH
dep_DL_ori_r4,hasFlight,DL_2606
dep_DL_ori_r5,hasFlight,DL_780
dep_SAV_r1,hasFlight,EV_5135
dep_SAV_r2,hasFlight,EV_4055
dep_SAV_r4,hasCarrier,UA
dep_SAV_r4,hasFlight,UA_364
dep_car_r10,hasFlight,DL_2162
dep_car_r2,hasFlight,DL_751
dep_car_r2,hasOrigin,GRR
dep_car_r3,hasFlight,DL_902
dep_car_r4,hasFlight,DL_980
dep_car_r5,hasFlight,DL_1349
dep_car_r6,hasFlight,DL_1451
dep_car_r7,hasFlight,DL_1728
dep_car_r8,hasDest,LIT
dep_car_r8,hasFlight,DL_1805
dep_car_r9,hasFlight,DL_2064
dep_ATL_r1,hasFlight,DL_830
dep_ATL_r10,hasFlight,DL_880
dep_ATL_r11,hasDest,OAJ
dep_ATL_r11,hasFlight,DL_1680
dep_ATL_r13,hasFlight,DL_1080
dep_ATL_r2,hasDest,DFW
dep_ATL_r2,hasDest,des
dep_ATL_r2,hasFlight,DL_861
dep_ATL_r3,hasDest,PHF
dep_ATL_r3,hasFlight,EV_5321
dep_ATL_r4,hasFlight,WN_105
dep_ATL_r5,hasCarrier,WN
dep_ATL_r5,hasFlight,WN_1153
dep_ATL_r6,hasDest,MCI
dep_ATL_r6,hasFlight,WN_266
dep_ATL_r7,hasDest,MSP
dep_ATL_r7,hasFlight,WN_158
dep_ATL_r8,hasDest,OAK
dep_ATL_r8,hasFlight,WN_1065
dep_ATL_r9,hasDest,RDU
dep_ATL_r9,hasFlight,WN_279
dep_BNA_r5,hasFlight,AA_1750
dep_CLT_r1,hasFlight,DL_2143
dep_CLT_r3,hasCarrier,DL
dep_CLT_r3,hasCarrier,car
dep_CLT_r3,hasFlight,DL_810
dep_DL_ori_r1,hasFlight,DL_830
dep_DL_ori_r2,hasDest,DFW
dep_DL_ori_r2,hasDest,des
dep_DL_ori_r2,hasFlight,DL_861
dep_DL_ori_r3,hasFlight,DL_880
dep_DL_ori_r4,hasDest,OAJ
dep_DL_ori_r4,hasFlight,DL_1680
dep_SAV_r4,hasFlight,EV_5147
dep_car_r1,hasFlight,DL_48
dep_car_r1,hasOrigin,TPA
dep_car_r10,hasFlight,DL_2677
dep_car_r2,hasFlight,DL_464
dep_car_r3,hasFlight,DL_483
dep_car_r4,hasFlight,DL_830
dep_car_r5,hasFlight,DL_861
dep_car_r6,hasFlight,DL_1462
dep_car_r7,hasFlight,DL_1544
dep_car_r8,hasFlight,DL_2143
dep_car_r8,hasOrigin,CLT
dep_ATL_r12,hasFlight,FL_314
dep_ATL_r13,hasCarrier,MQ
dep_ATL_r13,hasFlight,MQ_4659
dep_CLT_r1,hasFlight,XE_2589
dep_SAV_r1,hasFlight,XE_6185
dep_SAV_r2,hasFlight,DL_321
dep_SAV_r3,hasFlight,XE_2416
dep_car_r10,hasDest,MDW
dep_car_r10,hasFlight,DL_1278
dep_car_r6,hasFlight,DL_1025
dep_car_r7,hasFlight,DL_1090
dep_car_r7,hasOrigin,CMH
dep_car_r8,hasFlight,DL_1111
dep_car_r9,hasDest,BWI
dep_car_r9,hasFlight,DL_1181
dep_ATL_r1,hasFlight,DL_1626
dep_ATL_r10,hasDest,MYR
dep_ATL_r10,hasFlight,DL_1359
dep_ATL_r11,hasDest,GSO
dep_ATL_r11,hasFlight,DL_1466
dep_ATL_r13,hasDest,GSP
dep_ATL_r13,hasFlight,DL_1341
dep_ATL_r4,hasFlight,DL_2033
dep_ATL_r5,hasDest,FAY
dep_ATL_r5,hasFlight,EV_5056
dep_ATL_r6,hasFlight,DL_1348
dep_ATL_r8,hasFlight,DL_1549
dep_ATL_r9,hasFlight,DL_758
dep_BNA_r1,hasFlight,WN_3836
dep_BNA_r2,hasDest,CLE
dep_BNA_r2,hasFlight,WN_628
dep_BNA_r3,hasDest,MSY
dep_BNA_r3,hasFlight,WN_896
dep_BNA_r4,hasFlight,WN_1721
dep_CLT_r2,hasFlight,US_749
dep_CLT_r3,hasFlight,US_863
dep_CLT_r4,hasFlight,US_2013
dep_DL_ori_r1,hasFlight,DL_1626
dep_DL_ori_r4,hasFlight,DL_2033
dep_DL_ori_r5,hasDest,TYS
dep_DL_ori_r5,hasFlight,DL_1348
dep_SAV_r3,hasFlight,EV_4178
dep_car_r1,hasDest,OAK
dep_car_r1,hasFlight,DL_1374
dep_car_r10,hasFlight,DL_370
dep_car_r2,hasFlight,DL_1568
dep_car_r4,hasFlight,DL_1779
dep_car_r5,hasFlight,DL_1781
dep_car_r7,hasFlight,DL_1839
dep_car_r9,hasDest,LAS
dep_car_r9,hasFlight,DL_1883
dep_ATL_r12,hasDest,ORF
dep_car_r10,hasFlight,DL_2422
dep_car_r10,hasOrigin,DTW
dep_car_r8,hasFlight,DL_2360
dep_car_r9,hasFlight,DL_2385
dep_ATL_r10,hasCarrier,OO
dep_ATL_r10,hasDest,TYS
dep_ATL_r10,hasFlight,OO_4570
dep_ATL_r11,hasDest,TPA
dep_ATL_r11,hasFlight,WN_5111
dep_ATL_r12,hasDest,ORD
dep_ATL_r12,hasFlight,DL_392
dep_ATL_r2,hasFlight,DL_1755
dep_ATL_r3,hasDest,MLB
dep_ATL_r3,hasFlight,DL_2195
dep_ATL_r4,hasFlight,DL_2208
dep_ATL_r5,hasFlight,DL_2361
dep_ATL_r6,hasFlight,DL_2537
dep_ATL_r7,hasDest,ICT
dep_ATL_r7,hasFlight,DL_2567
dep_ATL_r8,hasDest,GNV
dep_ATL_r8,hasFlight,EV_4953
dep_ATL_r9,hasDest,CAE
dep_ATL_r9,hasFlight,EV_5604
dep_BNA_r3,hasFlight,WN_2515
dep_BNA_r4,hasFlight,MQ_3360
dep_CLT_r3,hasFlight,AA_2080
dep_CLT_r4,hasFlight,AA_1938
dep_DL_ori_r2,hasFlight,DL_1755
dep_DL_ori_r3,hasDest,MLB
dep_DL_ori_r3,hasFlight,DL_2195
dep_DL_ori_r4,hasDest,IAH
dep_DL_ori_r4,hasFlight,DL_2208
dep_DL_ori_r5,hasFlight,DL_2361
dep_SAV_r4,hasFlight,EV_5178
dep_car_r2,hasFlight,DL_513
dep_car_r3,hasDest,PHL
dep_car_r3,hasFlight,DL_710
dep_car_r4,hasFlight,DL_1216
dep_car_r4,hasOrigin,DEN
dep_car_r5,hasFlight,DL_1428
dep_car_r6,hasFlight,DL_1615
dep_car_r7,hasFlight,DL_1755
dep_car_r9,hasDest,MCO
dep_car_r9,hasFlight,DL_1980
dep_BNA_r5,hasFlight,F9_1199
dep_car_r1,hasDest,ANC
dep_car_r1,hasFlight,DL_510
dep_car_r10,hasFlight,DL_2115
dep_car_r10,hasOrigin,ABQ
dep_car_r6,hasDest,BNA
dep_car_r6,hasFlight,DL_2599
dep_car_r7,hasFlight,DL_2683
dep_car_r7,hasOrigin,BOS
dep_car_r8,hasFlight,DL_2684
dep_car_r9,hasFlight,DL_2768
Bradenton,locatedIn,S_FL
SRQ,serveCity,Bradenton
SRQ,serveCity,Sarasota
Sarasota,locatedIn,S_FL
dep_ATL_r10,hasDest,CAE
dep_ATL_r10,hasFlight,EV_5331
dep_ATL_r11,hasFlight,DL_1510
dep_ATL_r12,hasFlight,DL_2033
dep_ATL_r13,hasDest,MSY
dep_ATL_r13,hasFlight,DL_2057
dep_ATL_r2,hasDest,SRQ
dep_ATL_r2,hasFlight,DL_2272
dep_ATL_r3,hasFlight,DL_1626
dep_ATL_r5,hasFlight,DL_744
dep_ATL_r6,hasFlight,DL_1246
dep_ATL_r7,hasFlight,EV_5335
dep_ATL_r8,hasDest,PIT
dep_ATL_r8,hasFlight,DL_754
dep_ATL_r9,hasDest,GRR
dep_ATL_r9,hasFlight,DL_885
dep_BNA_r3,hasFlight,WN_593
dep_BNA_r4,hasFlight,MQ_3418
dep_BNA_r5,hasDest,LAX
dep_BNA_r5,hasFlight,WN_1848
dep_CLT_r2,hasCarrier,WN
dep_CLT_r2,hasDest,MDW
dep_CLT_r2,hasFlight,WN_1009
dep_CLT_r3,hasCarrier,EV
dep_CLT_r3,hasDest,LGA
dep_CLT_r3,hasFlight,EV_5024
dep_CLT_r4,hasFlight,US_749
dep_CLT_r5,hasCarrier,EV
dep_CLT_r5,hasFlight,EV_4579
dep_DL_ori_r1,hasDest,SRQ
dep_DL_ori_r1,hasFlight,DL_2272
dep_DL_ori_r2,hasFlight,DL_1626
dep_DL_ori_r4,hasDest,MSP
dep_DL_ori_r4,hasFlight,DL_744
dep_DL_ori_r5,hasFlight,DL_1246
dep_SAV_r1,hasFlight,EV_4251
dep_SAV_r2,hasFlight,EV_4487
dep_SAV_r3,hasFlight,EV_4361
dep_SAV_r4,hasFlight,EV_5745
