dep_car_r10,hasFlight,DL_1133:0.000140,0.569495,0.569634
ABQ,serveCity,Albuquerque:0.023863,0.531119,0.554982
dep_car_r3,hasDest,MIA:0.003349,0.563355,0.566704
dep_car_r9,hasDest,HOU:0.000698,0.568797,0.569495
Flight,FL_659:0.017304,0.549819,0.567123
dep_ATL_r9,hasDest,LAX:0.008512,0.556796,0.565308
dep_car_r3,hasFlight,DL_897:0.002233,0.564332,0.566564
dep_car_r3,hasFlight,DL_899:0.001116,0.567541,0.568658
dep_ATL_r6,hasFlight,EV_4979:0.000140,0.569355,0.569495
City,Los_Angeles:0.352637,0.107870,0.460508
dep_ATL_r4,hasFlight,DL_2818:0.001256,0.568797,0.570053
dep_BNA_r5,hasDest,FLL:0.001256,0.568239,0.569495
dep_car_r10,hasFlight,DL_1127:0.000698,0.568937,0.569634
dep_car_r10,hasFlight,DL_1128:0.000419,0.568797,0.569216
dep_car_r2,hasDest,SAV:0.001814,0.568099,0.569914
dep_DL_ori_r1,hasDest,GRR:0.002233,0.567681,0.569914
dep_BNA_r5,hasFlight,WN_4039:0.000140,0.569355,0.569495
dep_BNA_r3,hasFlight,WN_1194:0.002233,0.566285,0.568518
dep_car_r10,hasFlight,DL_1125:0.000140,0.569216,0.569355
dep_car_r2,hasDest,SAN:0.002372,0.564890,0.567262
dep_car_r10,hasFlight,DL_1164:0.001395,0.569355,0.570751
dep_BNA_r4,hasFlight,WN_122:0.000000,0.569355,0.569355
dep_car_r10,hasFlight,DL_1166:0.000279,0.569355,0.569634
dep_car_r10,hasFlight,DL_2496:0.000140,0.569495,0.569634
dep_CLT_r3,hasDest,des:0.025398,0.541167,0.566564
dep_car_r10,hasFlight,DL_1160:0.000000,0.569355,0.569355
dep_BNA_r3,hasFlight,WN_963:0.000000,0.569495,0.569495
GeoLocation,Newburgh:0.017304,0.551493,0.568797
dep_car_r10,hasFlight,DL_2492:0.000558,0.569355,0.569914
dep_ATL_r4,hasFlight,DL_2805:0.000977,0.567960,0.568937
dep_BNA_r4,hasDest,MDW:0.019258,0.545353,0.564611
ABE,serveCity,Easton:0.018560,0.544795,0.563355
dep_ATL_r4,hasFlight,FL_354:0.000000,0.569355,0.569355
dep_ATL_r9,hasDest,LAS:0.001675,0.563355,0.565029
dep_ATL_r12,hasDest,DSM:0.001395,0.566285,0.567681
dep_DL_ori_r1,hasDest,GSP:0.000698,0.566983,0.567681
dep_DL_ori_r1,hasDest,GSO:0.001535,0.568797,0.570332
dep_BNA_r3,hasFlight,WN_2498:0.000279,0.569076,0.569355
dep_BNA_r3,hasFlight,WN_2497:0.000279,0.569355,0.569634
dep_BNA_r4,hasDest,MEM:0.000140,0.569355,0.569495
dep_car_r10,hasFlight,DL_2488:0.000977,0.566704,0.567681
dep_ATL_r2,hasDest,VLD:0.000837,0.567123,0.567960
dep_car_r10,hasFlight,DL_1152:0.000837,0.569216,0.570053
dep_car_r10,hasFlight,DL_1153:0.001814,0.564471,0.566285
dep_BNA_r3,hasFlight,WN_1171:0.000000,0.569495,0.569495
dep_car_r10,hasFlight,DL_1154:0.000000,0.569216,0.569216
dep_CLT_r5,hasFlight,F9_1689:0.000419,0.569495,0.569914
dep_BNA_r3,hasFlight,WN_953:0.000140,0.569076,0.569216
dep_car_r3,hasDest,MKE:0.000698,0.567820,0.568518
dep_car_r10,hasFlight,DL_1151:0.001535,0.566704,0.568239
dep_ATL_r12,hasFlight,FL_263:0.001395,0.566425,0.567820
dep_CLT_r2,hasFlight,US_1883:0.000140,0.569634,0.569774
dep_ATL_r1,hasFlight,EV_5460:0.000140,0.568937,0.569076
dep_ATL_r8,hasFlight,EV_5102:0.000000,0.569355,0.569355
City,Bradenton:0.011443,0.558191,0.569634
dep_BNA_r4,hasFlight,WN_108:0.000000,0.569495,0.569495
dep_ATL_r8,hasFlight,EV_5106:0.008233,0.564890,0.573123
dep_ATL_r8,hasFlight,EV_5104:0.000140,0.569355,0.569495
dep_ATL_r13,hasFlight,DL_707:0.002093,0.567262,0.569355
dep_CLT_r2,hasFlight,YV_3733:0.000000,0.569495,0.569495
dep_car_r10,hasFlight,DL_2478:0.000000,0.569495,0.569495
dep_DL_ori_r1,hasFlight,DL_1034:0.003768,0.564052,0.567820
dep_ATL_r1,hasFlight,EV_5437:0.000000,0.569076,0.569076
dep_car_r3,hasFlight,DL_907:0.000419,0.568797,0.569216
dep_CLT_r1,hasDest,PHL:0.000419,0.567960,0.568378
dep_ATL_r5,hasFlight,DL_2339:0.000558,0.568797,0.569355
dep_DL_ori_r1,hasFlight,DL_2369:0.000977,0.566425,0.567402
dep_BNA_r2,hasFlight,WN_2917:0.000000,0.569495,0.569495
dep_car_r4,hasFlight,DL_147:0.000000,0.569495,0.569495
dep_SAV_r2,hasFlight,EV_5078:0.002791,0.566146,0.568937
dep_ATL_r5,hasFlight,DL_2337:0.002512,0.566146,0.568658
dep_DL_ori_r1,hasFlight,DL_2361:0.000837,0.569076,0.569913
LightSnow,wea_des:0.000977,0.569495,0.570472
dep_car_r3,hasFlight,DL_902:0.003628,0.565588,0.569216
dep_car_r4,hasFlight,DL_140:0.000558,0.569076,0.569634
dep_DL_ori_r1,hasFlight,DL_2363:0.000837,0.569216,0.570053
dep_DL_ori_r5,hasDest,PWM:0.000000,0.569355,0.569355
CLT,serveCity,Charlotte:0.430366,0.000000,0.430366
dep_car_r1,hasFlight,DL_2642:0.000419,0.568937,0.569355
dep_car_r1,hasFlight,DL_1311:0.000140,0.569216,0.569355
dep_BNA_r5,hasDest,EWR:0.006838,0.560006,0.566843
dep_car_r9,hasDest,ICT:0.000140,0.569495,0.569634
dep_ATL_r1,hasFlight,E_4375:0.002931,0.563355,0.566285
dep_car_r8,hasOrigin,ANC:0.000140,0.568658,0.568797
dep_car_r1,hasFlight,DL_1317:0.000000,0.569216,0.569216
dep_car_r7,hasFlight,DL_1626:0.008233,0.560285,0.568518
dep_ATL_r5,hasFlight,DL_2349:0.000698,0.568658,0.569355
dep_ATL_r4,hasFlight,DL_1488:0.000419,0.568239,0.568658
dep_car_r4,hasFlight,DL_157:0.000279,0.569634,0.569913
dep_ATL_r5,hasFlight,DL_2344:0.003210,0.568099,0.571309
dep_ATL_r1,hasFlight,EV_5440:0.000000,0.569355,0.569355
dep_SAV_r2,hasFlight,EV_5064:0.000140,0.569495,0.569634
dep,hasFlight,DL_2403:0.001814,0.567820,0.569634
dep_ATL_r1,hasFlight,EV_5444:0.002512,0.566704,0.569216
dep_ATL_r5,hasDest,des:0.012141,0.554703,0.566843
dep_car_r4,hasFlight,DL_151:0.001535,0.566146,0.567681
dep_ATL_r2,hasFlight,OH_6266:0.000140,0.569355,0.569495
dep_BNA_r5,hasFlight,WN_4076:0.000279,0.569355,0.569634
dep_ATL_r11,hasFlight,EV_5412:0.003070,0.566006,0.569076
dep_car_r1,hasFlight,DL_1307:0.000419,0.569634,0.570053
dep_BNA_r2,hasFlight,WN_2915:0.005582,0.563494,0.569076
dep_BNA_r3,hasFlight,WN_980:0.000000,0.569495,0.569495
dep_car_r1,hasFlight,DL_1305:0.000140,0.569495,0.569634
dep_ATL_r11,hasFlight,EV_5410:0.000000,0.569495,0.569495
dep_ATL_r11,hasFlight,EV_5411:0.000140,0.569355,0.569495
dep_car_r3,hasFlight,DL_926:0.011582,0.558889,0.570472
dep_car_r7,hasFlight,DL_1615:0.004186,0.564890,0.569076
dep_ATL_r11,hasFlight,EV_5419:0.000279,0.569634,0.569913
DepDelayed,dep_BNA_r4:0.215601,0.335613,0.551214
DepDelayed,dep_BNA_r3:0.238766,0.301842,0.540608
DepDelayed,dep_BNA_r5:0.229417,0.308261,0.537678
dep_car_r2,hasDest,RSW:0.000977,0.566564,0.567541
dep_DL_ori_r1,hasFlight,DL_2381:0.000140,0.569355,0.569495
dep_car_r3,hasFlight,DL_922:0.008233,0.558052,0.566285
DepDelayed,dep_BNA_r2:0.231231,0.301005,0.532236
DepDelayed,dep_BNA_r1:0.254954,0.264722,0.519676
dep_car_r3,hasFlight,DL_925:0.000279,0.569495,0.569774
