Carrier,FlightNum,FlightDate,CRSDepTime,DepDelay
DL,910,2012-02-08,1727,-3.00
DL,1810,2012-02-09,1610,-4.00
DL,910,2012-02-09,1727,-1.00
DL,1810,2012-02-10,1610,13.00
DL,910,2012-02-10,1727,18.00
DL,1810,2012-02-11,1610,-3.00
DL,1810,2012-02-12,1610,-5.00
DL,910,2012-02-12,1727,8.00
DL,1810,2012-02-13,1610,6.00
DL,910,2012-02-13,1727,-1.00
DL,1810,2012-02-14,1610,10.00
DL,910,2012-02-14,1727,-2.00
DL,1810,2012-02-15,1610,-3.00
DL,910,2012-02-15,1727,10.00
DL,1810,2012-02-16,1615,22.00
DL,910,2012-02-16,1725,1.00
DL,1810,2012-02-17,1615,7.00
DL,910,2012-02-17,1725,-1.00
DL,1810,2012-02-19,1615,13.00
DL,1810,2012-02-20,1615,-4.00
DL,910,2012-02-20,1725,-2.00
DL,1810,2012-02-21,1615,0.00
DL,910,2012-02-21,1725,-3.00
DL,1810,2012-02-22,1615,-4.00
DL,910,2012-02-22,1725,-4.00
DL,1810,2012-02-23,1615,24.00
DL,910,2012-02-23,1725,0.00
DL,1810,2012-02-24,1615,94.00
DL,910,2012-02-24,1725,52.00
DL,910,2012-02-25,1725,-6.00
DL,1810,2012-02-26,1615,13.00
DL,910,2012-02-26,1725,-2.00
DL,1810,2012-02-27,1615,0.00
DL,910,2012-02-27,1725,-1.00
DL,1810,2012-02-28,1615,-4.00
DL,910,2012-02-28,1725,1.00
DL,1810,2012-02-29,1615,-3.00
DL,910,2012-02-29,1725,-1.00
DL,1810,2012-03-01,1615,1.00
DL,910,2012-03-01,1725,53.00
DL,177,2012-03-02,1505,0.00
DL,1810,2012-03-02,1615,1.00
DL,910,2012-03-02,1725,28.00
DL,177,2012-03-03,1505,-5.00
DL,1810,2012-03-03,1615,3.00
DL,177,2012-03-04,1505,-3.00
DL,1810,2012-03-04,1615,-4.00
DL,910,2012-03-04,1725,-2.00
DL,177,2012-03-05,1505,-5.00
DL,1810,2012-03-05,1615,-1.00
DL,910,2012-03-05,1725,-2.00
DL,177,2012-03-06,1505,0.00
DL,1810,2012-03-06,1615,5.00
DL,910,2012-03-06,1725,-1.00
DL,177,2012-03-07,1505,-3.00
DL,1810,2012-03-07,1615,-2.00
DL,910,2012-03-07,1725,-4.00
DL,177,2012-03-08,1505,7.00
DL,1810,2012-03-08,1615,20.00
DL,910,2012-03-08,1725,14.00
DL,177,2012-03-09,1505,-4.00
DL,1810,2012-03-09,1615,-3.00
DL,910,2012-03-09,1725,5.00
DL,177,2012-03-10,1505,-1.00
DL,1810,2012-03-10,1615,72.00
DL,177,2012-03-11,1505,7.00
DL,1810,2012-03-11,1615,1.00
DL,910,2012-03-11,1725,9.00
DL,177,2012-03-12,1505,-4.00
DL,1810,2012-03-12,1615,-2.00
DL,910,2012-03-12,1725,-2.00
DL,177,2012-03-13,1505,-5.00
DL,1810,2012-03-13,1615,-2.00
DL,910,2012-03-13,1725,-3.00
DL,177,2012-03-14,1505,-3.00
DL,1810,2012-03-14,1615,4.00
DL,910,2012-03-14,1725,-4.00
DL,177,2012-03-15,1505,-2.00
DL,1810,2012-03-15,1615,-4.00
DL,910,2012-03-15,1725,32.00
DL,177,2012-03-16,1505,-2.00
DL,1810,2012-03-16,1615,-7.00
DL,910,2012-03-16,1725,128.00
DL,177,2012-03-17,1505,-1.00
DL,1810,2012-03-17,1615,-7.00
DL,177,2012-03-18,1505,-6.00
DL,1810,2012-03-18,1615,-3.00
DL,910,2012-03-18,1725,9.00
DL,177,2012-03-19,1505,-2.00
DL,1810,2012-03-19,1615,-4.00
DL,910,2012-03-19,1725,245.00
DL,177,2012-03-20,1505,10.00
DL,1810,2012-03-20,1615,0.00
DL,910,2012-03-20,1725,0.00
DL,177,2012-03-21,1505,1.00
DL,1810,2012-03-21,1615,9.00
DL,910,2012-03-21,1725,7.00
DL,177,2012-03-22,1505,10.00
DL,1810,2012-03-22,1615,4.00
DL,910,2012-03-22,1725,19.00
DL,177,2012-03-23,1505,13.00
DL,1810,2012-03-23,1615,-3.00
DL,910,2012-03-23,1725,16.00
DL,177,2012-03-24,1505,3.00
DL,1810,2012-03-24,1615,-1.00
DL,177,2012-03-25,1505,1.00
DL,1810,2012-03-25,1615,45.00
DL,910,2012-03-25,1725,-1.00
DL,177,2012-03-26,1505,-2.00
DL,1810,2012-03-26,1615,-1.00
DL,910,2012-03-26,1725,-3.00
DL,177,2012-03-27,1505,-3.00
DL,1810,2012-03-27,1615,-4.00
DL,910,2012-03-27,1725,-4.00
DL,177,2012-03-28,1505,45.00
DL,1810,2012-03-28,1615,-2.00
DL,910,2012-03-28,1725,50.00
DL,177,2012-03-29,1505,9.00
DL,1810,2012-03-29,1615,17.00
DL,910,2012-03-29,1725,-1.00
DL,177,2012-03-30,1505,-2.00
DL,1810,2012-03-30,1615,
DL,910,2012-03-30,1725,26.00
DL,177,2012-03-31,1505,32.00
DL,1810,2012-03-31,1615,12.00
DL,1655,2012-04-01,1505,-4.00
DL,177,2012-04-01,1615,20.00
DL,910,2012-04-01,1725,-3.00
DL,1655,2012-04-02,1505,3.00
DL,177,2012-04-02,1615,85.00
DL,910,2012-04-02,1729,-1.00
DL,1655,2012-04-03,1505,164.00
DL,177,2012-04-03,1615,131.00
DL,910,2012-04-03,1725,
DL,1655,2012-04-04,1505,-3.00
DL,177,2012-04-04,1615,15.00
DL,910,2012-04-04,1725,0.00
DL,1655,2012-04-05,1505,8.00
DL,177,2012-04-05,1615,-1.00
DL,910,2012-04-05,1725,7.00
DL,1655,2012-04-06,1505,-4.00
DL,177,2012-04-06,1615,-2.00
DL,910,2012-04-06,1725,-4.00
DL,1655,2012-04-07,1505,-1.00
DL,177,2012-04-07,1615,-3.00
DL,1655,2012-04-08,1505,77.00
DL,177,2012-04-08,1615,-5.00
DL,910,2012-04-08,1725,-2.00
DL,1655,2012-04-09,1505,9.00
DL,177,2012-04-09,1615,5.00
DL,910,2012-04-09,1725,-2.00
DL,2210,2012-04-10,1505,0.00
DL,75,2012-04-10,1615,3.00
DL,2341,2012-04-10,1725,0.00
DL,2210,2012-04-11,1505,41.00
DL,75,2012-04-11,1615,4.00
DL,2341,2012-04-11,1725,-4.00
DL,2210,2012-04-12,1505,-4.00
DL,75,2012-04-12,1615,-2.00
DL,2341,2012-04-12,1725,-1.00
DL,2210,2012-04-13,1505,-1.00
DL,75,2012-04-13,1615,67.00
DL,2341,2012-04-13,1725,0.00
DL,2210,2012-04-14,1505,19.00
DL,75,2012-04-14,1615,-1.00
DL,2210,2012-04-15,1505,1.00
DL,75,2012-04-15,1615,-1.00
DL,2341,2012-04-15,1725,18.00
DL,2210,2012-04-16,1505,5.00
DL,75,2012-04-16,1615,-1.00
DL,2341,2012-04-16,1725,-2.00
DL,2210,2012-04-17,1505,-1.00
DL,75,2012-04-17,1615,-2.00
DL,2341,2012-04-17,1725,4.00
DL,2210,2012-04-18,1505,0.00
DL,75,2012-04-18,1615,-2.00
DL,2341,2012-04-18,1725,-3.00
DL,2210,2012-04-19,1505,8.00
DL,75,2012-04-19,1615,1.00
DL,2341,2012-04-19,1725,-3.00
DL,2210,2012-04-20,1505,28.00
DL,75,2012-04-20,1615,-1.00
DL,2341,2012-04-20,1725,91.00
DL,2210,2012-04-21,1505,-2.00
DL,75,2012-04-21,1615,-4.00
DL,2210,2012-04-22,1505,7.00
DL,75,2012-04-22,1615,90.00
DL,2341,2012-04-22,1725,2.00
DL,2210,2012-04-23,1505,58.00
DL,75,2012-04-23,1615,5.00
DL,2341,2012-04-23,1725,-2.00
DL,2210,2012-04-24,1505,-4.00
DL,75,2012-04-24,1615,1.00
DL,2341,2012-04-24,1725,-1.00
DL,2210,2012-04-25,1505,-2.00
DL,75,2012-04-25,1615,-5.00
DL,2341,2012-04-25,1725,-5.00
DL,2210,2012-04-26,1505,-6.00
DL,75,2012-04-26,1615,-2.00
DL,2341,2012-04-26,1725,-1.00
DL,2210,2012-04-27,1505,-2.00
DL,75,2012-04-27,1615,-4.00
DL,2341,2012-04-27,1725,-6.00
DL,2210,2012-04-28,1505,0.00
DL,75,2012-04-28,1615,-4.00
DL,2210,2012-04-29,1505,-4.00
DL,75,2012-04-29,1615,-4.00
DL,2341,2012-04-29,1725,-5.00
DL,2210,2012-04-30,1505,16.00
DL,75,2012-04-30,1615,-1.00
DL,2341,2012-04-30,1725,1.00
DL,2210,2012-05-01,1505,128.00
DL,75,2012-05-01,1617,-3.00
DL,910,2012-05-01,1729,-4.00
DL,2210,2012-05-02,1505,8.00
DL,75,2012-05-02,1617,-2.00
DL,910,2012-05-02,1729,-7.00
DL,2210,2012-05-03,1505,-2.00
DL,75,2012-05-03,1617,1.00
DL,910,2012-05-03,1729,-4.00
DL,2210,2012-05-04,1505,-1.00
DL,75,2012-05-04,1617,7.00
DL,910,2012-05-04,1729,-4.00
DL,2210,2012-05-05,1505,-5.00
DL,75,2012-05-05,1617,-2.00
DL,2210,2012-05-06,1505,-1.00
DL,75,2012-05-06,1617,-5.00
DL,910,2012-05-06,1729,30.00
DL,2210,2012-05-07,1505,11.00
DL,75,2012-05-07,1617,9.00
DL,910,2012-05-07,1729,0.00
DL,2210,2012-05-08,1505,16.00
DL,75,2012-05-08,1617,-6.00
DL,910,2012-05-08,1729,-3.00
DL,2210,2012-05-09,1505,-5.00
DL,75,2012-05-09,1617,13.00
DL,910,2012-05-09,1729,52.00
DL,2210,2012-05-10,1505,-3.00
DL,75,2012-05-10,1617,5.00
DL,910,2012-05-10,1729,-2.00
DL,2210,2012-05-11,1505,2.00
DL,75,2012-05-11,1617,-2.00
DL,910,2012-05-11,1729,30.00
DL,2210,2012-05-12,1505,-3.00
DL,75,2012-05-12,1617,-1.00
DL,2210,2012-05-13,1505,14.00
DL,75,2012-05-13,1617,5.00
DL,910,2012-05-13,1729,11.00
DL,2210,2012-05-14,1505,15.00
DL,75,2012-05-14,1617,6.00
DL,910,2012-05-14,1729,3.00
DL,2210,2012-05-15,1505,2.00
DL,75,2012-05-15,1617,-3.00
DL,910,2012-05-15,1729,-4.00
DL,2210,2012-05-16,1505,-2.00
DL,75,2012-05-16,1617,0.00
DL,910,2012-05-16,1729,1.00
DL,2210,2012-05-17,1505,20.00
DL,75,2012-05-17,1617,7.00
DL,910,2012-05-17,1729,-5.00
DL,2210,2012-05-18,1505,6.00
DL,75,2012-05-18,1617,-1.00
DL,910,2012-05-18,1729,-2.00
DL,2210,2012-05-19,1505,-3.00
DL,75,2012-05-19,1617,33.00
DL,2210,2012-05-20,1505,-5.00
DL,75,2012-05-20,1617,-1.00
DL,910,2012-05-20,1729,4.00
DL,2210,2012-05-21,1505,-1.00
DL,75,2012-05-21,1617,-1.00
DL,910,2012-05-21,1729,37.00
DL,2210,2012-05-22,1505,-1.00
DL,75,2012-05-22,1617,-2.00
DL,910,2012-05-22,1729,-2.00
DL,2210,2012-05-23,1505,-2.00
DL,75,2012-05-23,1617,-2.00
DL,910,2012-05-23,1729,-5.00
DL,2210,2012-05-24,1505,-3.00
DL,75,2012-05-24,1617,52.00
DL,910,2012-05-24,1729,-1.00
DL,2210,2012-05-25,1505,-4.00
DL,75,2012-05-25,1617,-5.00
DL,910,2012-05-25,1729,8.00
DL,2210,2012-05-26,1505,-7.00
DL,75,2012-05-26,1617,120.00
DL,2210,2012-05-27,1505,64.00
DL,75,2012-05-27,1617,-4.00
DL,910,2012-05-27,1729,-4.00
DL,2210,2012-05-28,1505,-4.00
DL,75,2012-05-28,1617,-1.00
DL,910,2012-05-28,1729,-5.00
DL,2210,2012-05-29,1505,4.00
DL,75,2012-05-29,1617,-4.00
DL,910,2012-05-29,1729,-4.00
DL,2210,2012-05-30,1505,-2.00
DL,75,2012-05-30,1617,-2.00
DL,910,2012-05-30,1729,-3.00
DL,2210,2012-05-31,1505,-3.00
DL,75,2012-05-31,1617,17.00
DL,910,2012-05-31,1729,-3.00
DL,2210,2012-06-01,1505,-1.00
DL,75,2012-06-01,1617,1.00
DL,910,2012-06-01,1729,0.00
DL,2210,2012-06-02,1505,2.00
DL,75,2012-06-02,1617,0.00
DL,2210,2012-06-03,1505,3.00
DL,75,2012-06-03,1617,9.00
DL,910,2012-06-03,1729,11.00
DL,2210,2012-06-04,1505,2.00
DL,75,2012-06-04,1617,2.00
DL,910,2012-06-04,1729,-5.00
DL,2210,2012-06-05,1505,3.00
DL,75,2012-06-05,1617,31.00
DL,910,2012-06-05,1729,-5.00
DL,2210,2012-06-06,1505,5.00
DL,75,2012-06-06,1617,122.00
DL,910,2012-06-06,1729,59.00
DL,2210,2012-06-07,1515,-2.00
DL,75,2012-06-07,1630,16.00
DL,910,2012-06-07,1735,3.00
DL,2210,2012-06-08,1515,20.00
DL,75,2012-06-08,1641,-3.00
DL,910,2012-06-08,1735,0.00
DL,2210,2012-06-09,1515,-5.00
DL,75,2012-06-09,1630,5.00
DL,910,2012-06-09,1735,-4.00
DL,2210,2012-06-10,1515,9.00
DL,75,2012-06-10,1630,27.00
DL,910,2012-06-10,1735,90.00
DL,2210,2012-06-11,1515,4.00
DL,75,2012-06-11,1620,15.00
DL,910,2012-06-11,1735,38.00
DL,2210,2012-06-12,1515,-1.00
DL,75,2012-06-12,1630,-5.00
DL,910,2012-06-12,1735,88.00
DL,2210,2012-06-13,1515,24.00
DL,75,2012-06-13,1630,-5.00
DL,910,2012-06-13,1735,-3.00
DL,2210,2012-06-14,1515,1.00
DL,75,2012-06-14,1630,-2.00
DL,910,2012-06-14,1735,21.00
DL,2210,2012-06-15,1515,-3.00
DL,75,2012-06-15,1630,8.00
DL,910,2012-06-15,1735,11.00
DL,2210,2012-06-16,1515,-4.00
DL,75,2012-06-16,1630,-3.00
DL,910,2012-06-16,1735,-2.00
DL,2210,2012-06-17,1515,0.00
DL,75,2012-06-17,1630,-3.00
DL,910,2012-06-17,1735,-2.00
DL,2210,2012-06-18,1515,5.00
DL,75,2012-06-18,1620,-5.00
DL,910,2012-06-18,1735,-4.00
DL,2210,2012-06-19,1515,6.00
DL,75,2012-06-19,1630,4.00
DL,910,2012-06-19,1735,-2.00
DL,2210,2012-06-20,1515,-1.00
DL,75,2012-06-20,1630,1.00
DL,910,2012-06-20,1735,5.00
DL,2210,2012-06-21,1515,0.00
DL,75,2012-06-21,1630,12.00
DL,910,2012-06-21,1735,37.00
DL,2210,2012-06-22,1515,-2.00
DL,75,2012-06-22,1630,-3.00
DL,910,2012-06-22,1735,18.00
DL,2210,2012-06-23,1515,-1.00
DL,75,2012-06-23,1630,-1.00
DL,910,2012-06-23,1735,-1.00
DL,2210,2012-06-24,1515,7.00
DL,75,2012-06-24,1630,52.00
DL,910,2012-06-24,1735,6.00
DL,2210,2012-06-25,1515,0.00
DL,75,2012-06-25,1620,115.00
DL,910,2012-06-25,1735,1.00
DL,2210,2012-06-26,1515,4.00
DL,75,2012-06-26,1630,16.00
DL,910,2012-06-26,1735,1.00
DL,2210,2012-06-27,1515,3.00
DL,75,2012-06-27,1630,-1.00
DL,910,2012-06-27,1735,-5.00
DL,2210,2012-06-28,1515,-1.00
DL,75,2012-06-28,1630,20.00
DL,910,2012-06-28,1735,0.00
DL,2210,2012-06-29,1515,9.00
DL,75,2012-06-29,1630,-5.00
DL,910,2012-06-29,1735,4.00
DL,2210,2012-06-30,1515,16.00
DL,75,2012-06-30,1630,-1.00
DL,910,2012-06-30,1735,-5.00
DL,2210,2012-07-01,1515,0.00
DL,75,2012-07-01,1630,-2.00
DL,910,2012-07-01,1735,15.00
DL,2210,2012-07-02,1515,-5.00
DL,75,2012-07-02,1620,-2.00
DL,910,2012-07-02,1735,1.00
DL,2210,2012-07-03,1515,-3.00
DL,910,2012-07-03,1735,-4.00
DL,910,2012-07-04,1735,133.00
DL,2210,2012-07-05,1515,-2.00
DL,75,2012-07-05,1630,-2.00
DL,910,2012-07-05,1735,-5.00
DL,2210,2012-07-06,1515,-4.00
DL,75,2012-07-06,1630,-3.00
DL,910,2012-07-06,1735,-2.00
DL,2210,2012-07-07,1515,-6.00
DL,75,2012-07-07,1630,3.00
DL,910,2012-07-07,1735,-5.00
DL,2210,2012-07-08,1515,4.00
DL,75,2012-07-08,1630,10.00
DL,910,2012-07-08,1735,-4.00
DL,2210,2012-07-09,1515,-3.00
DL,75,2012-07-09,1620,15.00
DL,910,2012-07-09,1735,37.00
DL,2210,2012-07-10,1515,-2.00
DL,75,2012-07-10,1630,0.00
DL,910,2012-07-10,1735,6.00
DL,2210,2012-07-11,1520,7.00
DL,75,2012-07-11,1635,43.00
DL,910,2012-07-11,1744,0.00
DL,2210,2012-07-12,1520,0.00
DL,75,2012-07-12,1635,8.00
DL,910,2012-07-12,1744,13.00
DL,2210,2012-07-13,1520,13.00
DL,75,2012-07-13,1635,24.00
DL,910,2012-07-13,1744,-2.00
DL,2210,2012-07-14,1520,-1.00
DL,75,2012-07-14,1648,13.00
DL,910,2012-07-14,1744,28.00
DL,2210,2012-07-15,1520,71.00
DL,75,2012-07-15,1635,99.00
DL,910,2012-07-15,1744,98.00
DL,2210,2012-07-16,1520,28.00
DL,75,2012-07-16,1635,49.00
DL,910,2012-07-16,1744,150.00
DL,2210,2012-07-17,1520,-2.00
DL,75,2012-07-17,1635,6.00
DL,910,2012-07-17,1744,6.00
DL,2210,2012-07-18,1520,-1.00
DL,75,2012-07-18,1635,19.00
DL,910,2012-07-18,1744,73.00
DL,2210,2012-07-19,1520,7.00
DL,75,2012-07-19,1635,1.00
DL,910,2012-07-19,1744,0.00
DL,2210,2012-07-20,1520,19.00
DL,75,2012-07-20,1635,39.00
DL,910,2012-07-20,1744,178.00
DL,2210,2012-07-21,1520,21.00
DL,75,2012-07-21,1648,0.00
DL,910,2012-07-21,1744,-3.00
DL,2210,2012-07-22,1520,25.00
DL,75,2012-07-22,1635,7.00
DL,910,2012-07-22,1744,13.00
DL,2210,2012-07-23,1520,-2.00
DL,75,2012-07-23,1635,3.00
DL,910,2012-07-23,1744,-3.00
DL,2210,2012-07-24,1520,9.00
DL,75,2012-07-24,1635,-1.00
DL,910,2012-07-24,1744,2.00
DL,2210,2012-07-25,1520,-6.00
DL,75,2012-07-25,1635,12.00
DL,910,2012-07-25,1744,-2.00
DL,2210,2012-07-26,1520,1.00
DL,75,2012-07-26,1635,7.00
DL,910,2012-07-26,1744,-2.00
DL,2210,2012-07-27,1520,-5.00
DL,75,2012-07-27,1635,20.00
DL,910,2012-07-27,1744,4.00
DL,2210,2012-07-28,1520,21.00
DL,75,2012-07-28,1648,24.00
DL,910,2012-07-28,1744,5.00
DL,2210,2012-07-29,1520,-3.00
DL,75,2012-07-29,1635,-2.00
DL,910,2012-07-29,1744,-5.00
DL,2210,2012-07-30,1520,-2.00
DL,75,2012-07-30,1635,-5.00
DL,910,2012-07-30,1744,-4.00
DL,2210,2012-07-31,1520,1.00
DL,75,2012-07-31,1635,52.00
DL,910,2012-07-31,1744,-4.00
DL,2210,2012-08-01,1520,-3.00
DL,75,2012-08-01,1635,-4.00
DL,910,2012-08-01,1744,-3.00
DL,2210,2012-08-02,1520,33.00
DL,75,2012-08-02,1635,18.00
DL,910,2012-08-02,1744,-2.00
DL,2210,2012-08-03,1520,4.00
DL,75,2012-08-03,1635,-1.00
DL,910,2012-08-03,1744,-4.00
DL,2210,2012-08-04,1520,0.00
DL,75,2012-08-04,1648,7.00
DL,910,2012-08-04,1744,-3.00
DL,2210,2012-08-05,1520,-1.00
DL,75,2012-08-05,1635,37.00
DL,910,2012-08-05,1744,-3.00
DL,2210,2012-08-06,1520,-4.00
DL,75,2012-08-06,1635,14.00
DL,910,2012-08-06,1744,-5.00
DL,2210,2012-08-07,1520,-2.00
DL,75,2012-08-07,1635,4.00
DL,910,2012-08-07,1744,12.00
DL,2210,2012-08-08,1520,6.00
DL,75,2012-08-08,1635,-5.00
DL,910,2012-08-08,1744,-4.00
DL,2210,2012-08-09,1520,46.00
DL,75,2012-08-09,1635,49.00
DL,910,2012-08-09,1744,185.00
DL,2210,2012-08-10,1520,2.00
DL,75,2012-08-10,1635,25.00
DL,910,2012-08-10,1744,27.00
DL,2210,2012-08-11,1520,79.00
DL,75,2012-08-11,1648,-5.00
DL,910,2012-08-11,1744,-3.00
DL,2210,2012-08-12,1520,0.00
DL,75,2012-08-12,1635,-2.00
DL,910,2012-08-12,1744,37.00
DL,2210,2012-08-13,1520,12.00
DL,75,2012-08-13,1635,-1.00
DL,910,2012-08-13,1744,0.00
DL,2210,2012-08-14,1520,1.00
DL,75,2012-08-14,1625,0.00
DL,910,2012-08-14,1740,-4.00
DL,2210,2012-08-15,1520,4.00
DL,75,2012-08-15,1625,40.00
DL,910,2012-08-15,1740,-4.00
DL,2210,2012-08-16,1520,-1.00
DL,75,2012-08-16,1625,10.00
DL,910,2012-08-16,1740,38.00
DL,2210,2012-08-17,1520,-3.00
DL,75,2012-08-17,1625,18.00
DL,910,2012-08-17,1740,-1.00
DL,2210,2012-08-18,1520,-1.00
DL,75,2012-08-18,1625,-1.00
DL,910,2012-08-18,1740,90.00
DL,2210,2012-08-19,1520,0.00
DL,75,2012-08-19,1625,13.00
DL,910,2012-08-19,1740,3.00
DL,2210,2012-08-20,1520,8.00
DL,75,2012-08-20,1625,6.00
DL,910,2012-08-20,1740,17.00
DL,2210,2012-08-21,1520,0.00
DL,75,2012-08-21,1625,15.00
DL,910,2012-08-21,1740,-3.00
DL,2210,2012-08-22,1520,25.00
DL,75,2012-08-22,1625,0.00
DL,910,2012-08-22,1740,-3.00
DL,2210,2012-08-23,1520,-2.00
DL,75,2012-08-23,1625,-2.00
DL,910,2012-08-23,1740,-1.00
DL,2210,2012-08-24,1520,0.00
DL,75,2012-08-24,1625,0.00
DL,910,2012-08-24,1740,-2.00
DL,2210,2012-08-25,1520,11.00
DL,75,2012-08-25,1625,-4.00
DL,910,2012-08-25,1740,
DL,2210,2012-08-26,1520,-3.00
DL,75,2012-08-26,1625,6.00
DL,910,2012-08-26,1740,-1.00
DL,2210,2012-08-27,1520,6.00
DL,75,2012-08-27,1625,1.00
DL,910,2012-08-27,1740,16.00
DL,2210,2012-08-28,1520,4.00
DL,75,2012-08-28,1625,4.00
DL,910,2012-08-28,1740,-4.00
DL,2210,2012-08-29,1520,0.00
DL,75,2012-08-29,1625,-2.00
DL,910,2012-08-29,1740,-2.00
DL,2210,2012-08-30,1520,-3.00
DL,75,2012-08-30,1625,21.00
DL,910,2012-08-30,1740,-4.00
DL,2210,2012-08-31,1520,-2.00
DL,75,2012-08-31,1625,6.00
DL,910,2012-08-31,1740,-1.00
DL,2210,2012-09-01,1520,-8.00
DL,75,2012-09-01,1625,-1.00
DL,910,2012-09-01,1740,-2.00
DL,2210,2012-09-02,1520,-3.00
DL,75,2012-09-02,1625,2.00
DL,910,2012-09-02,1740,-4.00
DL,2210,2012-09-03,1520,9.00
DL,75,2012-09-03,1625,1.00
DL,910,2012-09-03,1740,34.00
DL,2210,2012-09-04,1520,7.00
DL,75,2012-09-04,1625,50.00
DL,910,2012-09-04,1740,0.00
DL,2210,2012-09-05,1505,-3.00
DL,75,2012-09-05,1625,-2.00
DL,910,2012-09-05,1736,-3.00
DL,2210,2012-09-06,1505,-1.00
DL,75,2012-09-06,1625,-4.00
DL,910,2012-09-06,1736,-5.00
DL,2210,2012-09-07,1505,-5.00
DL,75,2012-09-07,1625,-2.00
DL,910,2012-09-07,1736,115.00
DL,2210,2012-09-08,1505,-3.00
DL,75,2012-09-08,1625,8.00
DL,910,2012-09-08,1736,4.00
DL,2210,2012-09-09,1505,-5.00
DL,75,2012-09-09,1625,-3.00
DL,910,2012-09-09,1736,-5.00
DL,2210,2012-09-10,1505,-1.00
DL,75,2012-09-10,1625,11.00
DL,910,2012-09-10,1736,-5.00
DL,2210,2012-09-11,1505,-1.00
DL,75,2012-09-11,1625,-2.00
DL,910,2012-09-11,1736,-1.00
DL,2210,2012-09-12,1505,-2.00
DL,75,2012-09-12,1625,7.00
DL,910,2012-09-12,1736,10.00
DL,2210,2012-09-13,1505,11.00
DL,75,2012-09-13,1625,-1.00
DL,910,2012-09-13,1736,1.00
DL,2210,2012-09-14,1505,0.00
DL,75,2012-09-14,1625,-2.00
DL,910,2012-09-14,1736,-3.00
DL,2210,2012-09-15,1505,-4.00
DL,75,2012-09-15,1625,-5.00
DL,910,2012-09-15,1736,-5.00
DL,2210,2012-09-16,1505,0.00
DL,75,2012-09-16,1625,1.00
DL,910,2012-09-16,1736,-5.00
DL,2210,2012-09-17,1505,15.00
DL,75,2012-09-17,1625,27.00
DL,910,2012-09-17,1736,0.00
DL,2210,2012-09-18,1505,-1.00
DL,75,2012-09-18,1625,15.00
DL,910,2012-09-18,1736,19.00
DL,2210,2012-09-19,1505,-2.00
DL,75,2012-09-19,1625,3.00
DL,910,2012-09-19,1736,-3.00
DL,2210,2012-09-20,1505,2.00
DL,75,2012-09-20,1625,10.00
DL,910,2012-09-20,1736,9.00
DL,2210,2012-09-21,1505,-3.00
DL,75,2012-09-21,1625,12.00
DL,910,2012-09-21,1736,-2.00
DL,2210,2012-09-22,1505,-1.00
DL,75,2012-09-22,1625,-4.00
DL,910,2012-09-22,1736,112.00
DL,2210,2012-09-23,1505,-4.00
DL,75,2012-09-23,1625,-3.00
DL,910,2012-09-23,1736,-6.00
DL,2210,2012-09-24,1505,-4.00
DL,75,2012-09-24,1625,0.00
DL,910,2012-09-24,1736,4.00
DL,2210,2012-09-25,1505,-1.00
DL,75,2012-09-25,1625,-2.00
DL,910,2012-09-25,1736,-5.00
DL,2210,2012-09-26,1505,-4.00
DL,75,2012-09-26,1625,-4.00
DL,910,2012-09-26,1736,113.00
DL,2210,2012-09-27,1505,37.00
DL,75,2012-09-27,1625,9.00
DL,910,2012-09-27,1736,-2.00
DL,2210,2012-09-28,1505,-2.00
DL,75,2012-09-28,1625,0.00
DL,910,2012-09-28,1736,13.00
DL,2210,2012-09-29,1505,13.00
DL,75,2012-09-29,1625,7.00
DL,910,2012-09-29,1736,-1.00
DL,2210,2012-09-30,1505,46.00
DL,75,2012-09-30,1625,91.00
DL,910,2012-09-30,1736,0.00
DL,2210,2012-10-01,1510,7.00
DL,75,2012-10-01,1630,22.00
DL,910,2012-10-01,1735,19.00
DL,2210,2012-10-02,1510,-2.00
DL,75,2012-10-02,1630,9.00
DL,910,2012-10-02,1735,0.00
DL,2210,2012-10-03,1510,-2.00
DL,75,2012-10-03,1630,7.00
DL,910,2012-10-03,1735,-1.00
DL,2210,2012-10-04,1510,-1.00
DL,75,2012-10-04,1630,-2.00
DL,910,2012-10-04,1735,5.00
DL,2210,2012-10-05,1510,60.00
DL,75,2012-10-05,1630,-4.00
DL,910,2012-10-05,1735,-5.00
DL,2210,2012-10-06,1510,-5.00
DL,75,2012-10-06,1630,22.00
DL,2210,2012-10-07,1510,-7.00
DL,75,2012-10-07,1630,9.00
DL,910,2012-10-07,1735,-4.00
DL,2210,2012-10-08,1510,2.00
DL,75,2012-10-08,1630,65.00
DL,910,2012-10-08,1735,100.00
DL,2210,2012-10-09,1510,29.00
DL,75,2012-10-09,1630,22.00
DL,910,2012-10-09,1735,-4.00
DL,2210,2012-10-10,1510,17.00
DL,75,2012-10-10,1630,-1.00
DL,910,2012-10-10,1735,1.00
DL,2210,2012-10-11,1510,-1.00
DL,75,2012-10-11,1630,16.00
DL,910,2012-10-11,1735,-3.00
DL,2210,2012-10-12,1510,6.00
DL,75,2012-10-12,1630,16.00
DL,910,2012-10-12,1735,27.00
DL,2210,2012-10-13,1510,0.00
DL,75,2012-10-13,1630,-3.00
DL,2210,2012-10-14,1510,0.00
DL,75,2012-10-14,1630,7.00
DL,910,2012-10-14,1735,5.00
DL,2210,2012-10-15,1510,10.00
