FlightNum,FlightDate,Carrier_Del1,Carrier_Del2,Carrier_Del3,Carrier_Del4,Carrier_Del5,Carrier_Del6,Carrier_Del7,Carrier_Del8,Carrier_Del9,Carrier_Del10
1103,2016-09-18,0.00,102.00,-4.00,-4.00,-3.00,2.00,-1.00,-7.00,28.00,0.00
1553,2016-09-19,94.00,-2.00,13.00,43.00,-2.00,21.00,3.00,18.00,-3.00,46.00
1810,2016-09-19,94.00,-2.00,13.00,43.00,-2.00,21.00,3.00,18.00,-3.00,46.00
1103,2016-09-19,94.00,-2.00,13.00,43.00,-2.00,21.00,3.00,18.00,-3.00,46.00
1553,2016-09-20,-1.00,55.00,-1.00,-2.00,-2.00,-6.00,-1.00,-2.00,26.00,-1.00
1810,2016-09-20,-1.00,55.00,-1.00,-2.00,-2.00,-6.00,-1.00,-2.00,26.00,-1.00
1103,2016-09-20,-1.00,55.00,-1.00,-2.00,-2.00,-6.00,-1.00,-2.00,26.00,-1.00
1553,2016-09-21,-4.00,-4.00,-1.00,-7.00,-3.00,-7.00,-3.00,-3.00,-4.00,12.00
1810,2016-09-21,-4.00,-4.00,-1.00,-7.00,-3.00,-7.00,-3.00,-3.00,-4.00,12.00
1103,2016-09-21,-4.00,-4.00,-1.00,-7.00,-3.00,-7.00,-3.00,-3.00,-4.00,12.00
1553,2016-09-22,-5.00,0.00,11.00,9.00,-2.00,-3.00,-3.00,-6.00,-9.00,-6.00
1810,2016-09-22,-5.00,0.00,11.00,9.00,-2.00,-3.00,-3.00,-6.00,-9.00,-6.00
1103,2016-09-22,-5.00,0.00,11.00,9.00,-2.00,-3.00,-3.00,-6.00,-9.00,-6.00
1553,2016-09-23,-6.00,5.00,-6.00,5.00,-1.00,14.00,9.00,5.00,3.00,-4.00
1810,2016-09-23,-6.00,5.00,-6.00,5.00,-1.00,14.00,9.00,5.00,3.00,-4.00
1103,2016-09-23,-6.00,5.00,-6.00,5.00,-1.00,14.00,9.00,5.00,3.00,-4.00
1553,2016-09-24,-3.00,12.00,-6.00,-4.00,-8.00,-6.00,6.00,-7.00,29.00,-2.00
1810,2016-09-24,-3.00,12.00,-6.00,-4.00,-8.00,-6.00,6.00,-7.00,29.00,-2.00
1553,2016-09-25,-4.00,1.00,4.00,-2.00,42.00,-1.00,-4.00,0.00,9.00,5.00
1810,2016-09-25,-4.00,1.00,4.00,-2.00,42.00,-1.00,-4.00,0.00,9.00,5.00
1103,2016-09-25,-4.00,1.00,4.00,-2.00,42.00,-1.00,-4.00,0.00,9.00,5.00
1553,2016-09-26,9.00,0.00,21.00,-1.00,-5.00,11.00,-7.00,-6.00,-7.00,0.00
1810,2016-09-26,9.00,0.00,21.00,-1.00,-5.00,11.00,-7.00,-6.00,-7.00,0.00
1103,2016-09-26,9.00,0.00,21.00,-1.00,-5.00,11.00,-7.00,-6.00,-7.00,0.00
1553,2016-09-27,348.00,-8.00,-5.00,-2.00,1.00,6.00,-5.00,-12.00,3.00,-1.00
1810,2016-09-27,348.00,-8.00,-5.00,-2.00,1.00,6.00,-5.00,-12.00,3.00,-1.00
1103,2016-09-27,348.00,-8.00,-5.00,-2.00,1.00,6.00,-5.00,-12.00,3.00,-1.00
1553,2016-09-28,-6.00,-6.00,0.00,-5.00,-3.00,0.00,-4.00,-1.00,-4.00,-3.00
1810,2016-09-28,-6.00,-6.00,0.00,-5.00,-3.00,0.00,-4.00,-1.00,-4.00,-3.00
1103,2016-09-28,-6.00,-6.00,0.00,-5.00,-3.00,0.00,-4.00,-1.00,-4.00,-3.00
1553,2016-09-29,13.00,2.00,-4.00,-6.00,-1.00,27.00,86.00,2.00,7.00,-7.00
1810,2016-09-29,13.00,2.00,-4.00,-6.00,-1.00,27.00,86.00,2.00,7.00,-7.00
1103,2016-09-29,13.00,2.00,-4.00,-6.00,-1.00,27.00,86.00,2.00,7.00,-7.00
1553,2016-09-30,79.00,60.00,-4.00,-10.00,-1.00,24.00,22.00,112.00,208.00,-2.00
1810,2016-09-30,79.00,60.00,-4.00,-10.00,-1.00,24.00,22.00,112.00,208.00,-2.00
1103,2016-09-30,79.00,60.00,-4.00,-10.00,-1.00,24.00,22.00,112.00,208.00,-2.00
1553,2016-10-01,-3.00,-4.00,16.00,-4.00,-2.00,-5.00,-4.00,10.00,1.00,1.00
1810,2016-10-01,-3.00,-4.00,16.00,-4.00,-2.00,-5.00,-4.00,10.00,1.00,1.00
1553,2016-10-02,21.00,21.00,-10.00,327.00,41.00,6.00,0.00,41.00,-1.00,0.00
1810,2016-10-02,21.00,21.00,-10.00,327.00,41.00,6.00,0.00,41.00,-1.00,0.00
1172,2016-10-02,21.00,21.00,-10.00,327.00,41.00,6.00,0.00,41.00,-1.00,0.00
1553,2016-10-03,-4.00,-3.00,-5.00,0.00,-9.00,-3.00,-3.00,-7.00,-4.00,-4.00
1810,2016-10-03,-4.00,-3.00,-5.00,0.00,-9.00,-3.00,-3.00,-7.00,-4.00,-4.00
1172,2016-10-03,-4.00,-3.00,-5.00,0.00,-9.00,-3.00,-3.00,-7.00,-4.00,-4.00
1553,2016-10-04,-6.00,-7.00,-4.00,-5.00,-6.00,-3.00,-6.00,15.00,-1.00,-3.00
1810,2016-10-04,-6.00,-7.00,-4.00,-5.00,-6.00,-3.00,-6.00,15.00,-1.00,-3.00
1172,2016-10-04,-6.00,-7.00,-4.00,-5.00,-6.00,-3.00,-6.00,15.00,-1.00,-3.00
1553,2016-10-05,-10.00,-6.00,-2.00,-4.00,119.00,-1.00,0.00,-2.00,53.00,-3.00
1810,2016-10-05,-10.00,-6.00,-2.00,-4.00,119.00,-1.00,0.00,-2.00,53.00,-3.00
1172,2016-10-05,-10.00,-6.00,-2.00,-4.00,119.00,-1.00,0.00,-2.00,53.00,-3.00
1553,2016-10-06,1440,-4.00,-4.00,-3.00,1440,1440,-1.00,0.00,-3.00,-3.00
1810,2016-10-06,1440,-4.00,-4.00,-3.00,1440,1440,-1.00,0.00,-3.00,-3.00
1172,2016-10-06,1440,-4.00,-4.00,-3.00,1440,1440,-1.00,0.00,-3.00,-3.00
1553,2016-10-07,17.00,1440,-3.00,1.00,-12.00,-7.00,12.00,-1.00,-6.00,-5.00
1810,2016-10-07,17.00,1440,-3.00,1.00,-12.00,-7.00,12.00,-1.00,-6.00,-5.00
1172,2016-10-07,17.00,1440,-3.00,1.00,-12.00,-7.00,12.00,-1.00,-6.00,-5.00
1553,2016-10-08,21.00,-1.00,68.00,-17.00,1440,18.00,-1.00,-2.00,-7.00,-4.00
1810,2016-10-08,21.00,-1.00,68.00,-17.00,1440,18.00,-1.00,-2.00,-7.00,-4.00
1553,2016-10-09,-2.00,0.00,-10.00,-4.00,13.00,-7.00,-3.00,183.00,-7.00,-4.00
1810,2016-10-09,-2.00,0.00,-10.00,-4.00,13.00,-7.00,-3.00,183.00,-7.00,-4.00
1172,2016-10-09,-2.00,0.00,-10.00,-4.00,13.00,-7.00,-3.00,183.00,-7.00,-4.00
1553,2016-10-10,-6.00,-1.00,-1.00,-5.00,-3.00,-1.00,-3.00,-6.00,-5.00,-4.00
1810,2016-10-10,-6.00,-1.00,-1.00,-5.00,-3.00,-1.00,-3.00,-6.00,-5.00,-4.00
1172,2016-10-10,-6.00,-1.00,-1.00,-5.00,-3.00,-1.00,-3.00,-6.00,-5.00,-4.00
1553,2016-10-11,-5.00,-9.00,-1.00,-5.00,-6.00,-3.00,-3.00,-6.00,-4.00,1.00
1810,2016-10-11,-5.00,-9.00,-1.00,-5.00,-6.00,-3.00,-3.00,-6.00,-4.00,1.00
1172,2016-10-11,-5.00,-9.00,-1.00,-5.00,-6.00,-3.00,-3.00,-6.00,-4.00,1.00
1553,2016-10-12,-2.00,-9.00,5.00,9.00,-3.00,-3.00,-4.00,-7.00,-9.00,0.00
1810,2016-10-12,-2.00,-9.00,5.00,9.00,-3.00,-3.00,-4.00,-7.00,-9.00,0.00
1172,2016-10-12,-2.00,-9.00,5.00,9.00,-3.00,-3.00,-4.00,-7.00,-9.00,0.00
1553,2016-10-13,-7.00,12.00,-9.00,-4.00,1.00,469.00,-2.00,-3.00,22.00,2.00
1810,2016-10-13,-7.00,12.00,-9.00,-4.00,1.00,469.00,-2.00,-3.00,22.00,2.00
1172,2016-10-13,-7.00,12.00,-9.00,-4.00,1.00,469.00,-2.00,-3.00,22.00,2.00
1553,2016-10-14,-11.00,-6.00,-3.00,-2.00,2.00,0.00,0.00,0.00,-3.00,-2.00
1810,2016-10-14,-11.00,-6.00,-3.00,-2.00,2.00,0.00,0.00,0.00,-3.00,-2.00
1172,2016-10-14,-11.00,-6.00,-3.00,-2.00,2.00,0.00,0.00,0.00,-3.00,-2.00
1553,2016-10-15,-6.00,30.00,2.00,-2.00,112.00,-2.00,8.00,-5.00,-3.00,-2.00
1810,2016-10-15,-6.00,30.00,2.00,-2.00,112.00,-2.00,8.00,-5.00,-3.00,-2.00
1553,2016-10-16,-10.00,-14.00,-3.00,8.00,-2.00,9.00,-5.00,8.00,-3.00,67.00
1810,2016-10-16,-10.00,-14.00,-3.00,8.00,-2.00,9.00,-5.00,8.00,-3.00,67.00
1172,2016-10-16,-10.00,-14.00,-3.00,8.00,-2.00,9.00,-5.00,8.00,-3.00,67.00
1553,2016-10-17,17.00,-8.00,-6.00,2.00,-9.00,-2.00,23.00,-10.00,-1.00,-1.00
1810,2016-10-17,17.00,-8.00,-6.00,2.00,-9.00,-2.00,23.00,-10.00,-1.00,-1.00
1172,2016-10-17,17.00,-8.00,-6.00,2.00,-9.00,-2.00,23.00,-10.00,-1.00,-1.00
1553,2016-10-18,-7.00,14.00,0.00,-7.00,-4.00,-3.00,-7.00,-3.00,-2.00,45.00
1810,2016-10-18,-7.00,14.00,0.00,-7.00,-4.00,-3.00,-7.00,-3.00,-2.00,45.00
1172,2016-10-18,-7.00,14.00,0.00,-7.00,-4.00,-3.00,-7.00,-3.00,-2.00,45.00
1553,2016-10-19,-4.00,-8.00,1.00,-5.00,-3.00,-3.00,12.00,-2.00,-2.00,-3.00
1810,2016-10-19,-4.00,-8.00,1.00,-5.00,-3.00,-3.00,12.00,-2.00,-2.00,-3.00
1172,2016-10-19,-4.00,-8.00,1.00,-5.00,-3.00,-3.00,12.00,-2.00,-2.00,-3.00
1553,2016-10-20,13.00,-3.00,-5.00,12.00,-2.00,45.00,0.00,-2.00,-2.00,-5.00
1810,2016-10-20,13.00,-3.00,-5.00,12.00,-2.00,45.00,0.00,-2.00,-2.00,-5.00
1172,2016-10-20,13.00,-3.00,-5.00,12.00,-2.00,45.00,0.00,-2.00,-2.00,-5.00
1553,2016-10-21,-2.00,-2.00,-2.00,23.00,13.00,-6.00,27.00,16.00,3.00,0.00
1810,2016-10-21,-2.00,-2.00,-2.00,23.00,13.00,-6.00,27.00,16.00,3.00,0.00
1172,2016-10-21,-2.00,-2.00,-2.00,23.00,13.00,-6.00,27.00,16.00,3.00,0.00
1553,2016-10-22,-5.00,-7.00,-3.00,-1.00,-3.00,18.00,-2.00,373.00,4.00,84.00
1810,2016-10-22,-5.00,-7.00,-3.00,-1.00,-3.00,18.00,-2.00,373.00,4.00,84.00
1553,2016-10-23,-11.00,-10.00,-1.00,-9.00,-2.00,-8.00,-5.00,-2.00,11.00,-6.00
1810,2016-10-23,-11.00,-10.00,-1.00,-9.00,-2.00,-8.00,-5.00,-2.00,11.00,-6.00
1172,2016-10-23,-11.00,-10.00,-1.00,-9.00,-2.00,-8.00,-5.00,-2.00,11.00,-6.00
1553,2016-10-24,90.00,-7.00,-13.00,21.00,-4.00,-1.00,0.00,148.00,41.00,-4.00
1810,2016-10-24,90.00,-7.00,-13.00,21.00,-4.00,-1.00,0.00,148.00,41.00,-4.00
1172,2016-10-24,90.00,-7.00,-13.00,21.00,-4.00,-1.00,0.00,148.00,41.00,-4.00
1553,2016-10-25,-4.00,-1.00,-2.00,-6.00,-5.00,-2.00,-3.00,-5.00,-2.00,3.00
1810,2016-10-25,-4.00,-1.00,-2.00,-6.00,-5.00,-2.00,-3.00,-5.00,-2.00,3.00
1172,2016-10-25,-4.00,-1.00,-2.00,-6.00,-5.00,-2.00,-3.00,-5.00,-2.00,3.00
1553,2016-10-26,-6.00,-7.00,-4.00,-2.00,-5.00,-4.00,0.00,-1.00,23.00,-1.00
1810,2016-10-26,-6.00,-7.00,-4.00,-2.00,-5.00,-4.00,0.00,-1.00,23.00,-1.00
1172,2016-10-26,-6.00,-7.00,-4.00,-2.00,-5.00,-4.00,0.00,-1.00,23.00,-1.00
1553,2016-10-27,-5.00,-5.00,-4.00,-2.00,-2.00,-6.00,86.00,-6.00,46.00,-1.00
1810,2016-10-27,-5.00,-5.00,-4.00,-2.00,-2.00,-6.00,86.00,-6.00,46.00,-1.00
1172,2016-10-27,-5.00,-5.00,-4.00,-2.00,-2.00,-6.00,86.00,-6.00,46.00,-1.00
1553,2016-10-28,-7.00,-3.00,-1.00,-4.00,29.00,8.00,-5.00,-2.00,12.00,2.00
1810,2016-10-28,-7.00,-3.00,-1.00,-4.00,29.00,8.00,-5.00,-2.00,12.00,2.00
1172,2016-10-28,-7.00,-3.00,-1.00,-4.00,29.00,8.00,-5.00,-2.00,12.00,2.00
1553,2016-10-29,6.00,-6.00,-6.00,-6.00,-5.00,-5.00,-7.00,-6.00,-8.00,1.00
1810,2016-10-29,6.00,-6.00,-6.00,-6.00,-5.00,-5.00,-7.00,-6.00,-8.00,1.00
1553,2016-10-30,-7.00,-5.00,-2.00,-8.00,-2.00,-2.00,-9.00,-1.00,-2.00,-6.00
1810,2016-10-30,-7.00,-5.00,-2.00,-8.00,-2.00,-2.00,-9.00,-1.00,-2.00,-6.00
1172,2016-10-30,-7.00,-5.00,-2.00,-8.00,-2.00,-2.00,-9.00,-1.00,-2.00,-6.00
1553,2016-10-31,-7.00,0.00,4.00,-5.00,-2.00,-3.00,-4.00,-4.00,-3.00,-2.00
1810,2016-10-31,-7.00,0.00,4.00,-5.00,-2.00,-3.00,-4.00,-4.00,-3.00,-2.00
1172,2016-10-31,-7.00,0.00,4.00,-5.00,-2.00,-3.00,-4.00,-4.00,-3.00,-2.00
1553,2016-11-01,-11.00,-6.00,-5.00,-3.00,-9.00,-8.00,-3.00,-4.00,-3.00,-8.00
1810,2016-11-01,-11.00,-6.00,-5.00,-3.00,-9.00,-8.00,-3.00,-4.00,-3.00,-8.00
1172,2016-11-01,-11.00,-6.00,-5.00,-3.00,-9.00,-8.00,-3.00,-4.00,-3.00,-8.00
1553,2016-11-02,-3.00,-8.00,1.00,-2.00,6.00,11.00,-5.00,-8.00,11.00,8.00
1810,2016-11-02,-3.00,-8.00,1.00,-2.00,6.00,11.00,-5.00,-8.00,11.00,8.00
1172,2016-11-02,-3.00,-8.00,1.00,-2.00,6.00,11.00,-5.00,-8.00,11.00,8.00
1553,2016-11-03,-8.00,-8.00,-1.00,-1.00,-5.00,-2.00,1.00,-3.00,-2.00,0.00
1810,2016-11-03,-8.00,-8.00,-1.00,-1.00,-5.00,-2.00,1.00,-3.00,-2.00,0.00
1172,2016-11-03,-8.00,-8.00,-1.00,-1.00,-5.00,-2.00,1.00,-3.00,-2.00,0.00
1553,2016-11-04,-2.00,-5.00,-2.00,-2.00,-3.00,-1.00,-5.00,-7.00,-3.00,7.00
1810,2016-11-04,-2.00,-5.00,-2.00,-2.00,-3.00,-1.00,-5.00,-7.00,-3.00,7.00
1172,2016-11-04,-2.00,-5.00,-2.00,-2.00,-3.00,-1.00,-5.00,-7.00,-3.00,7.00
1553,2016-11-05,16.00,-1.00,-2.00,32.00,36.00,-3.00,-4.00,-3.00,-10.00,-8.00
1810,2016-11-05,16.00,-1.00,-2.00,32.00,36.00,-3.00,-4.00,-3.00,-10.00,-8.00
861,2016-11-06,15.00,0.00,-3.00,-3.00,1.00,-8.00,2.00,-3.00,49.00,21.00
177,2016-11-06,15.00,0.00,-3.00,-3.00,1.00,-8.00,2.00,-3.00,49.00,21.00
1445,2016-11-06,15.00,0.00,-3.00,-3.00,1.00,-8.00,2.00,-3.00,49.00,21.00
861,2016-11-07,-3.00,3.00,-1.00,-1.00,3.00,-2.00,-1.00,-5.00,-2.00,10.00
177,2016-11-07,-3.00,3.00,-1.00,-1.00,3.00,-2.00,-1.00,-5.00,-2.00,10.00
1445,2016-11-07,-3.00,3.00,-1.00,-1.00,3.00,-2.00,-1.00,-5.00,-2.00,10.00
861,2016-11-08,-2.00,10.00,-5.00,-7.00,-5.00,-1.00,0.00,0.00,30.00,-8.00
177,2016-11-08,-2.00,10.00,-5.00,-7.00,-5.00,-1.00,0.00,0.00,30.00,-8.00
1445,2016-11-08,-2.00,10.00,-5.00,-7.00,-5.00,-1.00,0.00,0.00,30.00,-8.00
861,2016-11-09,-1.00,2.00,10.00,-1.00,-7.00,-3.00,-3.00,18.00,35.00,15.00
177,2016-11-09,-1.00,2.00,10.00,-1.00,-7.00,-3.00,-3.00,18.00,35.00,15.00
1445,2016-11-09,-1.00,2.00,10.00,-1.00,-7.00,-3.00,-3.00,18.00,35.00,15.00
861,2016-11-10,0.00,-4.00,0.00,-1.00,4.00,-4.00,3.00,0.00,-1.00,-2.00
177,2016-11-10,0.00,-4.00,0.00,-1.00,4.00,-4.00,3.00,0.00,-1.00,-2.00
1445,2016-11-10,0.00,-4.00,0.00,-1.00,4.00,-4.00,3.00,0.00,-1.00,-2.00
861,2016-11-11,-6.00,-1.00,-2.00,-2.00,159.00,-4.00,-5.00,-1.00,0.00,-6.00
177,2016-11-11,-6.00,-1.00,-2.00,-2.00,159.00,-4.00,-5.00,-1.00,0.00,-6.00
1445,2016-11-11,-6.00,-1.00,-2.00,-2.00,159.00,-4.00,-5.00,-1.00,0.00,-6.00
177,2016-11-12,-2.00,-3.00,-4.00,-3.00,156.00,-10.00,-4.00,3.00,-2.00,-1.00
861,2016-11-13,-8.00,0.00,-3.00,-5.00,-5.00,-4.00,20.00,-7.00,4.00,-1.00
177,2016-11-13,-8.00,0.00,-3.00,-5.00,-5.00,-4.00,20.00,-7.00,4.00,-1.00
1445,2016-11-13,-8.00,0.00,-3.00,-5.00,-5.00,-4.00,20.00,-7.00,4.00,-1.00
861,2016-11-14,0.00,-9.00,-5.00,-3.00,58.00,2.00,-5.00,36.00,-3.00,19.00
177,2016-11-14,0.00,-9.00,-5.00,-3.00,58.00,2.00,-5.00,36.00,-3.00,19.00
1445,2016-11-14,0.00,-9.00,-5.00,-3.00,58.00,2.00,-5.00,36.00,-3.00,19.00
861,2016-11-15,-4.00,-4.00,0.00,-3.00,-2.00,5.00,-6.00,-4.00,1.00,12.00
177,2016-11-15,-4.00,-4.00,0.00,-3.00,-2.00,5.00,-6.00,-4.00,1.00,12.00
1445,2016-11-15,-4.00,-4.00,0.00,-3.00,-2.00,5.00,-6.00,-4.00,1.00,12.00
861,2016-11-16,-12.00,38.00,0.00,-3.00,-3.00,-3.00,-3.00,4.00,-3.00,-2.00
177,2016-11-16,-12.00,38.00,0.00,-3.00,-3.00,-3.00,-3.00,4.00,-3.00,-2.00
1445,2016-11-16,-12.00,38.00,0.00,-3.00,-3.00,-3.00,-3.00,4.00,-3.00,-2.00
861,2016-11-17,-8.00,0.00,-9.00,3.00,2.00,-6.00,-2.00,-2.00,-3.00,9.00
177,2016-11-17,-8.00,0.00,-9.00,3.00,2.00,-6.00,-2.00,-2.00,-3.00,9.00
1445,2016-11-17,-8.00,0.00,-9.00,3.00,2.00,-6.00,-2.00,-2.00,-3.00,9.00
861,2016-11-18,-5.00,-5.00,14.00,21.00,-6.00,-1.00,0.00,-5.00,-1.00,-5.00
177,2016-11-18,-5.00,-5.00,14.00,21.00,-6.00,-1.00,0.00,-5.00,-1.00,-5.00
1445,2016-11-18,-5.00,-5.00,14.00,21.00,-6.00,-1.00,0.00,-5.00,-1.00,-5.00
177,2016-11-19,-8.00,-5.00,-5.00,1.00,-2.00,-1.00,-1.00,14.00,0.00,5.00
861,2016-11-20,-2.00,-4.00,-3.00,-3.00,-7.00,3.00,-2.00,-3.00,3.00,0.00
1445,2016-11-20,-2.00,-4.00,-3.00,-3.00,-7.00,3.00,-2.00,-3.00,3.00,0.00
861,2016-11-21,5.00,2.00,5.00,0.00,-2.00,-2.00,-3.00,2.00,-5.00,11.00
1445,2016-11-21,5.00,2.00,5.00,0.00,-2.00,-2.00,-3.00,2.00,-5.00,11.00
861,2016-11-22,-2.00,4.00,4.00,-2.00,1.00,-4.00,2.00,0.00,11.00,3.00
177,2016-11-22,-2.00,4.00,4.00,-2.00,1.00,-4.00,2.00,0.00,11.00,3.00
1445,2016-11-22,-2.00,4.00,4.00,-2.00,1.00,-4.00,2.00,0.00,11.00,3.00
861,2016-11-23,-2.00,-2.00,7.00,-3.00,2.00,-1.00,-1.00,0.00,-6.00,-4.00
177,2016-11-23,-2.00,-2.00,7.00,-3.00,2.00,-1.00,-1.00,0.00,-6.00,-4.00
1445,2016-11-23,-2.00,-2.00,7.00,-3.00,2.00,-1.00,-1.00,0.00,-6.00,-4.00
861,2016-11-24,-4.00,-1.00,-1.00,-3.00,-2.00,-4.00,-4.00,0.00,-9.00,-2.00
1445,2016-11-24,-4.00,-1.00,-1.00,-3.00,-2.00,-4.00,-4.00,0.00,-9.00,-2.00
861,2016-11-25,0.00,-5.00,-8.00,-2.00,-4.00,-5.00,-9.00,-2.00,-2.00,2.00
1445,2016-11-25,0.00,-5.00,-8.00,-2.00,-4.00,-5.00,-9.00,-2.00,-2.00,2.00
861,2016-11-26,-5.00,-2.00,1.00,-8.00,-3.00,-4.00,-1.00,25.00,-3.00,-7.00
177,2016-11-26,-5.00,-2.00,1.00,-8.00,-3.00,-4.00,-1.00,25.00,-3.00,-7.00
1445,2016-11-26,-5.00,-2.00,1.00,-8.00,-3.00,-4.00,-1.00,25.00,-3.00,-7.00
861,2016-11-27,-3.00,-3.00,-2.00,33.00,-5.00,1.00,0.00,8.00,16.00,1.00
177,2016-11-27,-3.00,-3.00,-2.00,33.00,-5.00,1.00,0.00,8.00,16.00,1.00
1445,2016-11-27,-3.00,-3.00,-2.00,33.00,-5.00,1.00,0.00,8.00,16.00,1.00
861,2016-11-28,-1.00,-7.00,13.00,2.00,53.00,5.00,3.00,33.00,-2.00,-2.00
177,2016-11-28,-1.00,-7.00,13.00,2.00,53.00,5.00,3.00,33.00,-2.00,-2.00
1445,2016-11-28,-1.00,-7.00,13.00,2.00,53.00,5.00,3.00,33.00,-2.00,-2.00
861,2016-11-29,-2.00,1.00,29.00,-1.00,-4.00,1.00,-3.00,20.00,-5.00,-5.00
177,2016-11-29,-2.00,1.00,29.00,-1.00,-4.00,1.00,-3.00,20.00,-5.00,-5.00
1445,2016-11-29,-2.00,1.00,29.00,-1.00,-4.00,1.00,-3.00,20.00,-5.00,-5.00
861,2016-11-30,-2.00,29.00,15.00,41.00,3.00,16.00,291.00,28.00,4.00,-3.00
177,2016-11-30,-2.00,29.00,15.00,41.00,3.00,16.00,291.00,28.00,4.00,-3.00
1445,2016-11-30,-2.00,29.00,15.00,41.00,3.00,16.00,291.00,28.00,4.00,-3.00
861,2016-12-01,0.00,-6.00,8.00,-2.00,-1.00,-8.00,2.00,-1.00,12.00,-6.00
177,2016-12-01,0.00,-6.00,8.00,-2.00,-1.00,-8.00,2.00,-1.00,12.00,-6.00
1445,2016-12-01,0.00,-6.00,8.00,-2.00,-1.00,-8.00,2.00,-1.00,12.00,-6.00
861,2016-12-02,-2.00,-3.00,-5.00,-5.00,0.00,14.00,-1.00,-3.00,-1.00,-3.00
177,2016-12-02,-2.00,-3.00,-5.00,-5.00,0.00,14.00,-1.00,-3.00,-1.00,-3.00
1445,2016-12-02,-2.00,-3.00,-5.00,-5.00,0.00,14.00,-1.00,-3.00,-1.00,-3.00
177,2016-12-03,-7.00,-3.00,5.00,-4.00,-2.00,-5.00,5.00,-1.00,10.00,6.00
861,2016-12-04,7.00,-4.00,-1.00,6.00,-5.00,0.00,1.00,-2.00,60.00,-9.00
177,2016-12-04,7.00,-4.00,-1.00,6.00,-5.00,0.00,1.00,-2.00,60.00,-9.00
1445,2016-12-04,7.00,-4.00,-1.00,6.00,-5.00,0.00,1.00,-2.00,60.00,-9.00
861,2016-12-05,17.00,-5.00,-7.00,-2.00,-3.00,72.00,-2.00,-1.00,-5.00,11.00
177,2016-12-05,17.00,-5.00,-7.00,-2.00,-3.00,72.00,-2.00,-1.00,-5.00,11.00
1445,2016-12-05,17.00,-5.00,-7.00,-2.00,-3.00,72.00,-2.00,-1.00,-5.00,11.00
861,2016-12-06,3.00,23.00,-8.00,-1.00,17.00,-1.00,26.00,-4.00,-5.00,-4.00
177,2016-12-06,3.00,23.00,-8.00,-1.00,17.00,-1.00,26.00,-4.00,-5.00,-4.00
1445,2016-12-06,3.00,23.00,-8.00,-1.00,17.00,-1.00,26.00,-4.00,-5.00,-4.00
861,2016-12-07,-5.00,-7.00,-5.00,3.00,-4.00,32.00,2.00,-11.00,-10.00,-5.00
177,2016-12-07,-5.00,-7.00,-5.00,3.00,-4.00,32.00,2.00,-11.00,-10.00,-5.00
1445,2016-12-07,-5.00,-7.00,-5.00,3.00,-4.00,32.00,2.00,-11.00,-10.00,-5.00
861,2016-12-08,-4.00,97.00,-1.00,-4.00,25.00,18.00,16.00,5.00,33.00,-2.00
177,2016-12-08,-4.00,97.00,-1.00,-4.00,25.00,18.00,16.00,5.00,33.00,-2.00
1445,2016-12-08,-4.00,97.00,-1.00,-4.00,25.00,18.00,16.00,5.00,33.00,-2.00
861,2016-12-09,-2.00,15.00,9.00,-1.00,206.00,47.00,13.00,-4.00,3.00,-1.00
177,2016-12-09,-2.00,15.00,9.00,-1.00,206.00,47.00,13.00,-4.00,3.00,-1.00
1445,2016-12-09,-2.00,15.00,9.00,-1.00,206.00,47.00,13.00,-4.00,3.00,-1.00
177,2016-12-10,25.00,0.00,-2.00,0.00,18.00,-2.00,-2.00,1.00,9.00,-1.00
861,2016-12-11,-3.00,-6.00,-2.00,-6.00,2.00,-5.00,-1.00,-1.00,-6.00,9.00
177,2016-12-11,-3.00,-6.00,-2.00,-6.00,2.00,-5.00,-1.00,-1.00,-6.00,9.00
1445,2016-12-11,-3.00,-6.00,-2.00,-6.00,2.00,-5.00,-1.00,-1.00,-6.00,9.00
861,2016-12-12,-1.00,-2.00,17.00,5.00,-4.00,26.00,-1.00,-1.00,0.00,12.00
177,2016-12-12,-1.00,-2.00,17.00,5.00,-4.00,26.00,-1.00,-1.00,0.00,12.00
1445,2016-12-12,-1.00,-2.00,17.00,5.00,-4.00,26.00,-1.00,-1.00,0.00,12.00
861,2016-12-13,28.00,-4.00,-2.00,-2.00,-6.00,20.00,-4.00,-8.00,-8.00,-4.00
177,2016-12-13,28.00,-4.00,-2.00,-2.00,-6.00,20.00,-4.00,-8.00,-8.00,-4.00
1445,2016-12-13,28.00,-4.00,-2.00,-2.00,-6.00,20.00,-4.00,-8.00,-8.00,-4.00
861,2016-12-14,0.00,-5.00,-3.00,-3.00,-1.00,-5.00,3.00,0.00,-4.00,-2.00
177,2016-12-14,0.00,-5.00,-3.00,-3.00,-1.00,-5.00,3.00,0.00,-4.00,-2.00
1445,2016-12-14,0.00,-5.00,-3.00,-3.00,-1.00,-5.00,3.00,0.00,-4.00,-2.00
861,2016-12-15,5.00,11.00,109.00,11.00,-6.00,0.00,-1.00,7.00,2.00,35.00
177,2016-12-15,5.00,11.00,109.00,11.00,-6.00,0.00,-1.00,7.00,2.00,35.00
1445,2016-12-15,5.00,11.00,109.00,11.00,-6.00,0.00,-1.00,7.00,2.00,35.00
861,2016-12-16,16.00,-7.00,-6.00,4.00,0.00,3.00,8.00,-1.00,6.00,3.00
177,2016-12-16,16.00,-7.00,-6.00,4.00,0.00,3.00,8.00,-1.00,6.00,3.00
