FlightNum,FlightDate,Carrier_Del1,Carrier_Del2,Carrier_Del3,Carrier_Del4,Carrier_Del5,Carrier_Del6,Carrier_Del7,Carrier_Del8,Carrier_Del9,Carrier_Del10
67,2010-01-01,8.00,6.00,61.00,-7.00,-2.00,26.00,-7.00,-1.00,-1.00,11.00
67,2010-01-02,12.00,23.00,46.00,5.00,24.00,-1.00,-5.00,-2.00,62.00,-2.00
1927,2010-01-02,12.00,23.00,46.00,5.00,24.00,-1.00,-5.00,-2.00,62.00,-2.00
67,2010-01-03,129.00,-2.00,56.00,-1.00,-4.00,0.00,7.00,233.00,0.00,-7.00
1927,2010-01-03,129.00,-2.00,56.00,-1.00,-4.00,0.00,7.00,233.00,0.00,-7.00
67,2010-01-04,0.00,3.00,12.00,-6.00,-6.00,8.00,0.00,8.00,17.00,1.00
1927,2010-01-04,0.00,3.00,12.00,-6.00,-6.00,8.00,0.00,8.00,17.00,1.00
1923,2010-01-05,3.00,-4.00,-3.00,-8.00,6.00,-3.00,-3.00,-4.00,71.00,-1.00
67,2010-01-05,3.00,-4.00,-3.00,-8.00,6.00,-3.00,-3.00,-4.00,71.00,-1.00
1927,2010-01-05,3.00,-4.00,-3.00,-8.00,6.00,-3.00,-3.00,-4.00,71.00,-1.00
1923,2010-01-06,11.00,-3.00,-2.00,1.00,-7.00,-1.00,-1.00,-9.00,14.00,-11.00
67,2010-01-06,11.00,-3.00,-2.00,1.00,-7.00,-1.00,-1.00,-9.00,14.00,-11.00
1927,2010-01-06,11.00,-3.00,-2.00,1.00,-7.00,-1.00,-1.00,-9.00,14.00,-11.00
1923,2010-01-07,43.00,-1.00,1440,1440,4.00,65.00,38.00,42.00,6.00,10.00
67,2010-01-07,43.00,-1.00,1440,1440,4.00,65.00,38.00,42.00,6.00,10.00
1927,2010-01-07,43.00,-1.00,1440,1440,4.00,65.00,38.00,42.00,6.00,10.00
1923,2010-01-08,-2.00,59.00,47.00,1.00,110.00,11.00,-5.00,-3.00,294.00,31.00
67,2010-01-08,-2.00,59.00,47.00,1.00,110.00,11.00,-5.00,-3.00,294.00,31.00
1927,2010-01-08,-2.00,59.00,47.00,1.00,110.00,11.00,-5.00,-3.00,294.00,31.00
1923,2010-01-09,27.00,10.00,46.00,-6.00,30.00,0.00,5.00,-3.00,3.00,-2.00
67,2010-01-09,27.00,10.00,46.00,-6.00,30.00,0.00,5.00,-3.00,3.00,-2.00
1923,2010-01-10,-1.00,-4.00,-5.00,-9.00,2.00,30.00,-5.00,-4.00,-6.00,-4.00
67,2010-01-10,-1.00,-4.00,-5.00,-9.00,2.00,30.00,-5.00,-4.00,-6.00,-4.00
1927,2010-01-10,-1.00,-4.00,-5.00,-9.00,2.00,30.00,-5.00,-4.00,-6.00,-4.00
1923,2010-01-11,-5.00,10.00,-1.00,-4.00,-8.00,5.00,-5.00,-6.00,-13.00,-1.00
67,2010-01-11,-5.00,10.00,-1.00,-4.00,-8.00,5.00,-5.00,-6.00,-13.00,-1.00
1927,2010-01-11,-5.00,10.00,-1.00,-4.00,-8.00,5.00,-5.00,-6.00,-13.00,-1.00
1923,2010-01-12,14.00,11.00,-4.00,-3.00,10.00,9.00,-4.00,-13.00,-9.00,-5.00
67,2010-01-12,14.00,11.00,-4.00,-3.00,10.00,9.00,-4.00,-13.00,-9.00,-5.00
1927,2010-01-12,14.00,11.00,-4.00,-3.00,10.00,9.00,-4.00,-13.00,-9.00,-5.00
1923,2010-01-13,-1.00,0.00,-5.00,5.00,-11.00,-2.00,-12.00,-5.00,-3.00,-3.00
67,2010-01-13,-1.00,0.00,-5.00,5.00,-11.00,-2.00,-12.00,-5.00,-3.00,-3.00
1927,2010-01-13,-1.00,0.00,-5.00,5.00,-11.00,-2.00,-12.00,-5.00,-3.00,-3.00
1923,2010-01-14,-1.00,-1.00,-9.00,-9.00,0.00,-4.00,-6.00,-3.00,-4.00,-5.00
67,2010-01-14,-1.00,-1.00,-9.00,-9.00,0.00,-4.00,-6.00,-3.00,-4.00,-5.00
1927,2010-01-14,-1.00,-1.00,-9.00,-9.00,0.00,-4.00,-6.00,-3.00,-4.00,-5.00
1923,2010-01-15,1.00,0.00,-3.00,3.00,-1.00,22.00,-2.00,-1.00,-3.00,1.00
67,2010-01-15,1.00,0.00,-3.00,3.00,-1.00,22.00,-2.00,-1.00,-3.00,1.00
1927,2010-01-15,1.00,0.00,-3.00,3.00,-1.00,22.00,-2.00,-1.00,-3.00,1.00
1923,2010-01-16,-14.00,-4.00,0.00,-5.00,-8.00,15.00,-5.00,1.00,-6.00,-6.00
67,2010-01-16,-14.00,-4.00,0.00,-5.00,-8.00,15.00,-5.00,1.00,-6.00,-6.00
1923,2010-01-17,7.00,-2.00,-8.00,-5.00,-5.00,2.00,-2.00,-3.00,4.00,119.00
67,2010-01-17,7.00,-2.00,-8.00,-5.00,-5.00,2.00,-2.00,-3.00,4.00,119.00
1927,2010-01-17,7.00,-2.00,-8.00,-5.00,-5.00,2.00,-2.00,-3.00,4.00,119.00
1923,2010-01-18,-5.00,-2.00,0.00,-4.00,-4.00,1.00,-1.00,-4.00,0.00,2.00
67,2010-01-18,-5.00,-2.00,0.00,-4.00,-4.00,1.00,-1.00,-4.00,0.00,2.00
1927,2010-01-18,-5.00,-2.00,0.00,-4.00,-4.00,1.00,-1.00,-4.00,0.00,2.00
1923,2010-01-19,-1.00,-4.00,0.00,-10.00,-9.00,-1.00,3.00,-4.00,-7.00,1440
67,2010-01-19,-1.00,-4.00,0.00,-10.00,-9.00,-1.00,3.00,-4.00,-7.00,1440
1927,2010-01-19,-1.00,-4.00,0.00,-10.00,-9.00,-1.00,3.00,-4.00,-7.00,1440
1923,2010-01-20,-1.00,-5.00,-4.00,8.00,11.00,-6.00,-3.00,-7.00,-10.00,-4.00
67,2010-01-20,-1.00,-5.00,-4.00,8.00,11.00,-6.00,-3.00,-7.00,-10.00,-4.00
1927,2010-01-20,-1.00,-5.00,-4.00,8.00,11.00,-6.00,-3.00,-7.00,-10.00,-4.00
1923,2010-01-21,0.00,-2.00,1440,-1.00,9.00,21.00,1020.00,5.00,-10.00,-10.00
67,2010-01-21,0.00,-2.00,1440,-1.00,9.00,21.00,1020.00,5.00,-10.00,-10.00
1927,2010-01-21,0.00,-2.00,1440,-1.00,9.00,21.00,1020.00,5.00,-10.00,-10.00
1923,2010-01-22,0.00,39.00,-6.00,-5.00,15.00,-1.00,-4.00,-8.00,-2.00,2.00
67,2010-01-22,0.00,39.00,-6.00,-5.00,15.00,-1.00,-4.00,-8.00,-2.00,2.00
1927,2010-01-22,0.00,39.00,-6.00,-5.00,15.00,-1.00,-4.00,-8.00,-2.00,2.00
1923,2010-01-23,-9.00,-6.00,0.00,-6.00,11.00,13.00,7.00,-7.00,0.00,-3.00
67,2010-01-23,-9.00,-6.00,0.00,-6.00,11.00,13.00,7.00,-7.00,0.00,-3.00
1923,2010-01-24,25.00,1440,63.00,1440,1440,12.00,2.00,-2.00,-2.00,22.00
67,2010-01-24,25.00,1440,63.00,1440,1440,12.00,2.00,-2.00,-2.00,22.00
1927,2010-01-24,25.00,1440,63.00,1440,1440,12.00,2.00,-2.00,-2.00,22.00
1923,2010-01-25,-6.00,0.00,140.00,-7.00,-4.00,0.00,-4.00,1.00,0.00,39.00
67,2010-01-25,-6.00,0.00,140.00,-7.00,-4.00,0.00,-4.00,1.00,0.00,39.00
1927,2010-01-25,-6.00,0.00,140.00,-7.00,-4.00,0.00,-4.00,1.00,0.00,39.00
1923,2010-01-26,-6.00,-2.00,-7.00,-1.00,7.00,-4.00,1.00,-1.00,-9.00,-3.00
67,2010-01-26,-6.00,-2.00,-7.00,-1.00,7.00,-4.00,1.00,-1.00,-9.00,-3.00
1927,2010-01-26,-6.00,-2.00,-7.00,-1.00,7.00,-4.00,1.00,-1.00,-9.00,-3.00
1923,2010-01-27,-3.00,-2.00,-5.00,-2.00,-14.00,-6.00,-5.00,0.00,-6.00,15.00
67,2010-01-27,-3.00,-2.00,-5.00,-2.00,-14.00,-6.00,-5.00,0.00,-6.00,15.00
1927,2010-01-27,-3.00,-2.00,-5.00,-2.00,-14.00,-6.00,-5.00,0.00,-6.00,15.00
1923,2010-01-28,66.00,-2.00,92.00,-7.00,0.00,-4.00,10.00,44.00,7.00,-12.00
67,2010-01-28,66.00,-2.00,92.00,-7.00,0.00,-4.00,10.00,44.00,7.00,-12.00
1927,2010-01-28,66.00,-2.00,92.00,-7.00,0.00,-4.00,10.00,44.00,7.00,-12.00
1923,2010-01-29,-3.00,19.00,-3.00,-3.00,-3.00,9.00,-2.00,29.00,129.00,8.00
67,2010-01-29,-3.00,19.00,-3.00,-3.00,-3.00,9.00,-2.00,29.00,129.00,8.00
1927,2010-01-29,-3.00,19.00,-3.00,-3.00,-3.00,9.00,-2.00,29.00,129.00,8.00
1923,2010-01-30,-10.00,-3.00,1440,313.00,39.00,6.00,-1.00,-3.00,16.00,-7.00
67,2010-01-30,-10.00,-3.00,1440,313.00,39.00,6.00,-1.00,-3.00,16.00,-7.00
1923,2010-01-31,-5.00,-2.00,1.00,2.00,4.00,1.00,-2.00,6.00,0.00,-1.00
67,2010-01-31,-5.00,-2.00,1.00,2.00,4.00,1.00,-2.00,6.00,0.00,-1.00
1927,2010-01-31,-5.00,-2.00,1.00,2.00,4.00,1.00,-2.00,6.00,0.00,-1.00
1923,2010-02-01,-3.00,-4.00,-7.00,-7.00,26.00,64.00,-2.00,-7.00,-7.00,3.00
67,2010-02-01,-3.00,-4.00,-7.00,-7.00,26.00,64.00,-2.00,-7.00,-7.00,3.00
1927,2010-02-01,-3.00,-4.00,-7.00,-7.00,26.00,64.00,-2.00,-7.00,-7.00,3.00
1923,2010-02-02,-4.00,-1.00,-5.00,-5.00,-4.00,19.00,0.00,-6.00,-4.00,12.00
67,2010-02-02,-4.00,-1.00,-5.00,-5.00,-4.00,19.00,0.00,-6.00,-4.00,12.00
1927,2010-02-02,-4.00,-1.00,-5.00,-5.00,-4.00,19.00,0.00,-6.00,-4.00,12.00
1923,2010-02-03,2.00,2.00,-3.00,0.00,-3.00,7.00,-5.00,-10.00,-13.00,-5.00
67,2010-02-03,2.00,2.00,-3.00,0.00,-3.00,7.00,-5.00,-10.00,-13.00,-5.00
1927,2010-02-03,2.00,2.00,-3.00,0.00,-3.00,7.00,-5.00,-10.00,-13.00,-5.00
1923,2010-02-04,27.00,25.00,-1.00,-2.00,4.00,21.00,1.00,-2.00,-10.00,-6.00
67,2010-02-04,27.00,25.00,-1.00,-2.00,4.00,21.00,1.00,-2.00,-10.00,-6.00
1927,2010-02-04,27.00,25.00,-1.00,-2.00,4.00,21.00,1.00,-2.00,-10.00,-6.00
1923,2010-02-05,0.00,3.00,13.00,1440,28.00,15.00,26.00,1.00,-8.00,-6.00
67,2010-02-05,0.00,3.00,13.00,1440,28.00,15.00,26.00,1.00,-8.00,-6.00
1927,2010-02-05,0.00,3.00,13.00,1440,28.00,15.00,26.00,1.00,-8.00,-6.00
1923,2010-02-06,-1.00,-1.00,-6.00,1440,-2.00,0.00,5.00,-6.00,2.00,0.00
67,2010-02-06,-1.00,-1.00,-6.00,1440,-2.00,0.00,5.00,-6.00,2.00,0.00
1923,2010-02-07,-5.00,-3.00,-3.00,1440,2.00,7.00,-7.00,5.00,-2.00,22.00
67,2010-02-07,-5.00,-3.00,-3.00,1440,2.00,7.00,-7.00,5.00,-2.00,22.00
1927,2010-02-07,-5.00,-3.00,-3.00,1440,2.00,7.00,-7.00,5.00,-2.00,22.00
1923,2010-02-08,-6.00,-5.00,-7.00,1440,-1.00,3.00,3.00,29.00,89.00,100.00
67,2010-02-08,-6.00,-5.00,-7.00,1440,-1.00,3.00,3.00,29.00,89.00,100.00
1927,2010-02-08,-6.00,-5.00,-7.00,1440,-1.00,3.00,3.00,29.00,89.00,100.00
1923,2010-02-09,-7.00,4.00,0.00,-8.00,2.00,30.00,27.00,-6.00,-3.00,35.00
67,2010-02-09,-7.00,4.00,0.00,-8.00,2.00,30.00,27.00,-6.00,-3.00,35.00
1927,2010-02-09,-7.00,4.00,0.00,-8.00,2.00,30.00,27.00,-6.00,-3.00,35.00
1923,2010-02-10,-5.00,29.00,1440,1440,3.00,-4.00,-2.00,-7.00,-2.00,9.00
67,2010-02-10,-5.00,29.00,1440,1440,3.00,-4.00,-2.00,-7.00,-2.00,9.00
1927,2010-02-10,-5.00,29.00,1440,1440,3.00,-4.00,-2.00,-7.00,-2.00,9.00
1923,2010-02-11,8.00,26.00,14.00,12.00,18.00,-1.00,-5.00,2.00,-3.00,-8.00
67,2010-02-11,8.00,26.00,14.00,12.00,18.00,-1.00,-5.00,2.00,-3.00,-8.00
1927,2010-02-11,8.00,26.00,14.00,12.00,18.00,-1.00,-5.00,2.00,-3.00,-8.00
1923,2010-02-12,0.00,1440,-6.00,1440,1440,1440,0.00,2.00,9.00,9.00
67,2010-02-12,0.00,1440,-6.00,1440,1440,1440,0.00,2.00,9.00,9.00
1927,2010-02-12,0.00,1440,-6.00,1440,1440,1440,0.00,2.00,9.00,9.00
1923,2010-02-13,18.00,154.00,-6.00,1.00,-2.00,7.00,3.00,3.00,48.00,-9.00
67,2010-02-13,18.00,154.00,-6.00,1.00,-2.00,7.00,3.00,3.00,48.00,-9.00
1923,2010-02-14,4.00,2.00,-4.00,11.00,-4.00,0.00,-3.00,1.00,5.00,-4.00
67,2010-02-14,4.00,2.00,-4.00,11.00,-4.00,0.00,-3.00,1.00,5.00,-4.00
1923,2010-02-15,0.00,0.00,62.00,-3.00,4.00,-2.00,-9.00,0.00,-1.00,14.00
67,2010-02-15,0.00,0.00,62.00,-3.00,4.00,-2.00,-9.00,0.00,-1.00,14.00
1927,2010-02-15,0.00,0.00,62.00,-3.00,4.00,-2.00,-9.00,0.00,-1.00,14.00
1923,2010-02-16,70.00,-1.00,-6.00,-4.00,9.00,-7.00,-3.00,-2.00,22.00,23.00
67,2010-02-16,70.00,-1.00,-6.00,-4.00,9.00,-7.00,-3.00,-2.00,22.00,23.00
1927,2010-02-16,70.00,-1.00,-6.00,-4.00,9.00,-7.00,-3.00,-2.00,22.00,23.00
1923,2010-02-17,0.00,-2.00,-3.00,-4.00,49.00,-5.00,12.00,0.00,3.00,11.00
67,2010-02-17,0.00,-2.00,-3.00,-4.00,49.00,-5.00,12.00,0.00,3.00,11.00
1927,2010-02-17,0.00,-2.00,-3.00,-4.00,49.00,-5.00,12.00,0.00,3.00,11.00
1923,2010-02-18,-3.00,2.00,0.00,-4.00,3.00,1.00,-2.00,-4.00,-1.00,0.00
67,2010-02-18,-3.00,2.00,0.00,-4.00,3.00,1.00,-2.00,-4.00,-1.00,0.00
1927,2010-02-18,-3.00,2.00,0.00,-4.00,3.00,1.00,-2.00,-4.00,-1.00,0.00
1923,2010-02-19,-3.00,5.00,0.00,-2.00,4.00,-9.00,-2.00,-3.00,-6.00,-3.00
67,2010-02-19,-3.00,5.00,0.00,-2.00,4.00,-9.00,-2.00,-3.00,-6.00,-3.00
1927,2010-02-19,-3.00,5.00,0.00,-2.00,4.00,-9.00,-2.00,-3.00,-6.00,-3.00
1923,2010-02-20,-2.00,1440,9.00,2.00,11.00,-5.00,-7.00,-1.00,19.00,5.00
67,2010-02-20,-2.00,1440,9.00,2.00,11.00,-5.00,-7.00,-1.00,19.00,5.00
1923,2010-02-21,4.00,5.00,9.00,-2.00,-5.00,-3.00,-3.00,0.00,20.00,0.00
67,2010-02-21,4.00,5.00,9.00,-2.00,-5.00,-3.00,-3.00,0.00,20.00,0.00
1927,2010-02-21,4.00,5.00,9.00,-2.00,-5.00,-3.00,-3.00,0.00,20.00,0.00
1923,2010-02-22,9.00,6.00,14.00,-2.00,44.00,9.00,-2.00,77.00,32.00,50.00
67,2010-02-22,9.00,6.00,14.00,-2.00,44.00,9.00,-2.00,77.00,32.00,50.00
1927,2010-02-22,9.00,6.00,14.00,-2.00,44.00,9.00,-2.00,77.00,32.00,50.00
1923,2010-02-23,29.00,-5.00,-3.00,-4.00,12.00,-1.00,-4.00,-3.00,14.00,25.00
67,2010-02-23,29.00,-5.00,-3.00,-4.00,12.00,-1.00,-4.00,-3.00,14.00,25.00
1927,2010-02-23,29.00,-5.00,-3.00,-4.00,12.00,-1.00,-4.00,-3.00,14.00,25.00
1923,2010-02-24,187.00,161.00,70.00,181.00,95.00,56.00,0.00,-5.00,114.00,19.00
67,2010-02-24,187.00,161.00,70.00,181.00,95.00,56.00,0.00,-5.00,114.00,19.00
1927,2010-02-24,187.00,161.00,70.00,181.00,95.00,56.00,0.00,-5.00,114.00,19.00
1923,2010-02-25,209.00,14.00,-1.00,-1.00,-3.00,4.00,-2.00,-2.00,15.00,4.00
67,2010-02-25,209.00,14.00,-1.00,-1.00,-3.00,4.00,-2.00,-2.00,15.00,4.00
1927,2010-02-25,209.00,14.00,-1.00,-1.00,-3.00,4.00,-2.00,-2.00,15.00,4.00
1923,2010-02-26,64.00,232.00,-5.00,-5.00,16.00,83.00,-5.00,8.00,-2.00,1.00
67,2010-02-26,64.00,232.00,-5.00,-5.00,16.00,83.00,-5.00,8.00,-2.00,1.00
1927,2010-02-26,64.00,232.00,-5.00,-5.00,16.00,83.00,-5.00,8.00,-2.00,1.00
1923,2010-02-27,-4.00,-13.00,-3.00,-1.00,98.00,2.00,-3.00,-3.00,11.00,-6.00
67,2010-02-27,-4.00,-13.00,-3.00,-1.00,98.00,2.00,-3.00,-3.00,11.00,-6.00
1923,2010-02-28,4.00,1.00,-5.00,8.00,-6.00,-2.00,0.00,-6.00,10.00,0.00
67,2010-02-28,4.00,1.00,-5.00,8.00,-6.00,-2.00,0.00,-6.00,10.00,0.00
1927,2010-02-28,4.00,1.00,-5.00,8.00,-6.00,-2.00,0.00,-6.00,10.00,0.00
1923,2010-03-01,-7.00,8.00,-6.00,-3.00,-1.00,-5.00,2.00,26.00,-5.00,12.00
67,2010-03-01,-7.00,8.00,-6.00,-3.00,-1.00,-5.00,2.00,26.00,-5.00,12.00
1927,2010-03-01,-7.00,8.00,-6.00,-3.00,-1.00,-5.00,2.00,26.00,-5.00,12.00
1923,2010-03-02,1440,1.00,1440,1440,1440,1440,-6.00,-3.00,11.00,14.00
67,2010-03-02,1440,1.00,1440,1440,1440,1440,-6.00,-3.00,11.00,14.00
1927,2010-03-02,1440,1.00,1440,1440,1440,1440,-6.00,-3.00,11.00,14.00
1923,2010-03-03,-1.00,-6.00,3.00,3.00,-1.00,-1.00,14.00,10.00,3.00,0.00
67,2010-03-03,-1.00,-6.00,3.00,3.00,-1.00,-1.00,14.00,10.00,3.00,0.00
1927,2010-03-03,-1.00,-6.00,3.00,3.00,-1.00,-1.00,14.00,10.00,3.00,0.00
1923,2010-03-04,-3.00,0.00,2.00,30.00,-4.00,-2.00,-1.00,-10.00,-7.00,-7.00
67,2010-03-04,-3.00,0.00,2.00,30.00,-4.00,-2.00,-1.00,-10.00,-7.00,-7.00
1927,2010-03-04,-3.00,0.00,2.00,30.00,-4.00,-2.00,-1.00,-10.00,-7.00,-7.00
1923,2010-03-05,5.00,8.00,1.00,-1.00,-1.00,3.00,0.00,-2.00,-7.00,21.00
67,2010-03-05,5.00,8.00,1.00,-1.00,-1.00,3.00,0.00,-2.00,-7.00,21.00
1927,2010-03-05,5.00,8.00,1.00,-1.00,-1.00,3.00,0.00,-2.00,-7.00,21.00
1923,2010-03-06,-5.00,-11.00,-6.00,7.00,-6.00,-3.00,-4.00,3.00,23.00,-4.00
67,2010-03-06,-5.00,-11.00,-6.00,7.00,-6.00,-3.00,-4.00,3.00,23.00,-4.00
1923,2010-03-07,4.00,30.00,4.00,-7.00,-2.00,8.00,4.00,-3.00,-5.00,-3.00
67,2010-03-07,4.00,30.00,4.00,-7.00,-2.00,8.00,4.00,-3.00,-5.00,-3.00
1927,2010-03-07,4.00,30.00,4.00,-7.00,-2.00,8.00,4.00,-3.00,-5.00,-3.00
1923,2010-03-08,-3.00,1.00,-3.00,-3.00,-1.00,7.00,0.00,-4.00,-2.00,-4.00
67,2010-03-08,-3.00,1.00,-3.00,-3.00,-1.00,7.00,0.00,-4.00,-2.00,-4.00
1927,2010-03-08,-3.00,1.00,-3.00,-3.00,-1.00,7.00,0.00,-4.00,-2.00,-4.00
1923,2010-03-09,-2.00,-6.00,-2.00,-1.00,-4.00,-6.00,13.00,-5.00,14.00,0.00
67,2010-03-09,-2.00,-6.00,-2.00,-1.00,-4.00,-6.00,13.00,-5.00,14.00,0.00
1927,2010-03-09,-2.00,-6.00,-2.00,-1.00,-4.00,-6.00,13.00,-5.00,14.00,0.00
1923,2010-03-10,27.00,26.00,56.00,41.00,44.00,38.00,-11.00,-8.00,17.00,0.00
67,2010-03-10,27.00,26.00,56.00,41.00,44.00,38.00,-11.00,-8.00,17.00,0.00
1927,2010-03-10,27.00,26.00,56.00,41.00,44.00,38.00,-11.00,-8.00,17.00,0.00
1923,2010-03-11,83.00,55.00,4.00,18.00,75.00,103.00,29.00,9.00,-2.00,46.00
67,2010-03-11,83.00,55.00,4.00,18.00,75.00,103.00,29.00,9.00,-2.00,46.00
1927,2010-03-11,83.00,55.00,4.00,18.00,75.00,103.00,29.00,9.00,-2.00,46.00
1923,2010-03-12,1440,280.00,154.00,111.00,0.00,136.00,-7.00,-2.00,-7.00,-1.00
67,2010-03-12,1440,280.00,154.00,111.00,0.00,136.00,-7.00,-2.00,-7.00,-1.00
1927,2010-03-12,1440,280.00,154.00,111.00,0.00,136.00,-7.00,-2.00,-7.00,-1.00
1923,2010-03-13,-1.00,8.00,-1.00,10.00,12.00,-3.00,-3.00,21.00,1.00,0.00
67,2010-03-13,-1.00,8.00,-1.00,10.00,12.00,-3.00,-3.00,21.00,1.00,0.00
1923,2010-03-14,93.00,31.00,-4.00,1.00,3.00,89.00,9.00,-5.00,-6.00,6.00
1263,2010-03-14,93.00,31.00,-4.00,1.00,3.00,89.00,9.00,-5.00,-6.00,6.00
1927,2010-03-14,93.00,31.00,-4.00,1.00,3.00,89.00,9.00,-5.00,-6.00,6.00
1923,2010-03-15,0.00,-4.00,-3.00,-4.00,6.00,-2.00,-5.00,-8.00,39.00,94.00
67,2010-03-15,0.00,-4.00,-3.00,-4.00,6.00,-2.00,-5.00,-8.00,39.00,94.00
1927,2010-03-15,0.00,-4.00,-3.00,-4.00,6.00,-2.00,-5.00,-8.00,39.00,94.00
1923,2010-03-16,-5.00,4.00,-3.00,-4.00,-4.00,-11.00,0.00,-6.00,3.00,30.00
67,2010-03-16,-5.00,4.00,-3.00,-4.00,-4.00,-11.00,0.00,-6.00,3.00,30.00
1927,2010-03-16,-5.00,4.00,-3.00,-4.00,-4.00,-11.00,0.00,-6.00,3.00,30.00
1923,2010-03-17,-9.00,0.00,-1.00,-1.00,-4.00,3.00,4.00,-5.00,52.00,-6.00
67,2010-03-17,-9.00,0.00,-1.00,-1.00,-4.00,3.00,4.00,-5.00,52.00,-6.00
1927,2010-03-17,-9.00,0.00,-1.00,-1.00,-4.00,3.00,4.00,-5.00,52.00,-6.00
1923,2010-03-18,-4.00,1.00,-3.00,2.00,-2.00,-1.00,-7.00,10.00,-1.00,3.00
67,2010-03-18,-4.00,1.00,-3.00,2.00,-2.00,-1.00,-7.00,10.00,-1.00,3.00
1927,2010-03-18,-4.00,1.00,-3.00,2.00,-2.00,-1.00,-7.00,10.00,-1.00,3.00
1923,2010-03-19,-1.00,-1.00,0.00,-3.00,10.00,-5.00,-2.00,-1.00,5.00,-6.00
67,2010-03-19,-1.00,-1.00,0.00,-3.00,10.00,-5.00,-2.00,-1.00,5.00,-6.00
1927,2010-03-19,-1.00,-1.00,0.00,-3.00,10.00,-5.00,-2.00,-1.00,5.00,-6.00
1923,2010-03-20,-4.00,-3.00,-5.00,-7.00,-3.00,9.00,0.00,1.00,36.00,39.00
67,2010-03-20,-4.00,-3.00,-5.00,-7.00,-3.00,9.00,0.00,1.00,36.00,39.00
1923,2010-03-21,-5.00,54.00,2.00,0.00,41.00,-13.00,-6.00,-8.00,0.00,2.00
67,2010-03-21,-5.00,54.00,2.00,0.00,41.00,-13.00,-6.00,-8.00,0.00,2.00
1927,2010-03-21,-5.00,54.00,2.00,0.00,41.00,-13.00,-6.00,-8.00,0.00,2.00
1923,2010-03-22,36.00,1.00,11.00,6.00,-4.00,-1.00,21.00,-1.00,19.00,-1.00
67,2010-03-22,36.00,1.00,11.00,6.00,-4.00,-1.00,21.00,-1.00,19.00,-1.00
1927,2010-03-22,36.00,1.00,11.00,6.00,-4.00,-1.00,21.00,-1.00,19.00,-1.00
1923,2010-03-23,-4.00,7.00,-6.00,0.00,10.00,-3.00,3.00,5.00,-4.00,7.00
67,2010-03-23,-4.00,7.00,-6.00,0.00,10.00,-3.00,3.00,5.00,-4.00,7.00
1927,2010-03-23,-4.00,7.00,-6.00,0.00,10.00,-3.00,3.00,5.00,-4.00,7.00
1923,2010-03-24,2.00,-8.00,-7.00,-3.00,-6.00,0.00,4.00,-5.00,5.00,9.00
67,2010-03-24,2.00,-8.00,-7.00,-3.00,-6.00,0.00,4.00,-5.00,5.00,9.00
1927,2010-03-24,2.00,-8.00,-7.00,-3.00,-6.00,0.00,4.00,-5.00,5.00,9.00
1923,2010-03-25,-4.00,-1.00,-1.00,4.00,-3.00,-4.00,0.00,-3.00,2.00,16.00
67,2010-03-25,-4.00,-1.00,-1.00,4.00,-3.00,-4.00,0.00,-3.00,2.00,16.00
1927,2010-03-25,-4.00,-1.00,-1.00,4.00,-3.00,-4.00,0.00,-3.00,2.00,16.00
1923,2010-03-26,1.00,4.00,14.00,-2.00,2.00,0.00,0.00,-5.00,-4.00,12.00
67,2010-03-26,1.00,4.00,14.00,-2.00,2.00,0.00,0.00,-5.00,-4.00,12.00
1927,2010-03-26,1.00,4.00,14.00,-2.00,2.00,0.00,0.00,-5.00,-4.00,12.00
1923,2010-03-27,0.00,-4.00,-7.00,-5.00,-4.00,-6.00,-5.00,1.00,-1.00,3.00
67,2010-03-27,0.00,-4.00,-7.00,-5.00,-4.00,-6.00,-5.00,1.00,-1.00,3.00
1923,2010-03-28,-3.00,24.00,12.00,-4.00,1.00,19.00,46.00,-3.00,32.00,30.00
67,2010-03-28,-3.00,24.00,12.00,-4.00,1.00,19.00,46.00,-3.00,32.00,30.00
1927,2010-03-28,-3.00,24.00,12.00,-4.00,1.00,19.00,46.00,-3.00,32.00,30.00
1923,2010-03-29,0.00,-2.00,-4.00,-3.00,-5.00,0.00,-8.00,-4.00,9.00,-1.00
67,2010-03-29,0.00,-2.00,-4.00,-3.00,-5.00,0.00,-8.00,-4.00,9.00,-1.00
1927,2010-03-29,0.00,-2.00,-4.00,-3.00,-5.00,0.00,-8.00,-4.00,9.00,-1.00
1923,2010-03-30,37.00,-2.00,-5.00,-6.00,2.00,-4.00,56.00,-7.00,1.00,3.00
67,2010-03-30,37.00,-2.00,-5.00,-6.00,2.00,-4.00,56.00,-7.00,1.00,3.00
1927,2010-03-30,37.00,-2.00,-5.00,-6.00,2.00,-4.00,56.00,-7.00,1.00,3.00
1923,2010-03-31,15.00,1.00,-7.00,15.00,1.00,-5.00,27.00,0.00,-3.00,9.00
67,2010-03-31,15.00,1.00,-7.00,15.00,1.00,-5.00,27.00,0.00,-3.00,9.00
1927,2010-03-31,15.00,1.00,-7.00,15.00,1.00,-5.00,27.00,0.00,-3.00,9.00
1923,2010-04-01,-2.00,0.00,-4.00,27.00,-3.00,-2.00,4.00,-3.00,-1.00,0.00
67,2010-04-01,-2.00,0.00,-4.00,27.00,-3.00,-2.00,4.00,-3.00,-1.00,0.00
1927,2010-04-01,-2.00,0.00,-4.00,27.00,-3.00,-2.00,4.00,-3.00,-1.00,0.00
