FlightNum,FlightDate,Origin_CLT_Del1,Origin_CLT_Del2,Origin_CLT_Del3,Origin_CLT_Del4,Origin_CLT_Del5,Origin_SAV_Del1,Origin_SAV_Del2,Origin_SAV_Del3,Origin_SAV_Del4,Origin_SAV_Del5,Origin_BNA_Del1,Origin_BNA_Del2,Origin_BNA_Del3,Origin_BNA_Del4,Origin_BNA_Del5
67,2010-03-07,-15.00,-3.00,-6.00,41.00,1.00,-18.00,0.00,-10.00,-9.00,-21.00,-10.00,-7.00,13.00,30.00,25.00
1927,2010-03-07,-15.00,-3.00,-6.00,41.00,1.00,-18.00,0.00,-10.00,-9.00,-21.00,-10.00,-7.00,13.00,30.00,25.00
1923,2010-03-08,-2.00,38.00,-2.00,-5.00,8.00,-7.00,-3.00,-8.00,-11.00,-10.00,19.00,11.00,-1.00,-8.00,0.00
67,2010-03-08,-2.00,38.00,-2.00,-5.00,8.00,-7.00,-3.00,-8.00,-11.00,-10.00,19.00,11.00,-1.00,-8.00,0.00
1927,2010-03-08,-2.00,38.00,-2.00,-5.00,8.00,-7.00,-3.00,-8.00,-11.00,-10.00,19.00,11.00,-1.00,-8.00,0.00
1923,2010-03-09,-1.00,26.00,-1.00,-4.00,1.00,-3.00,-10.00,-6.00,1440,-10.00,21.00,-5.00,12.00,-8.00,-6.00
67,2010-03-09,-1.00,26.00,-1.00,-4.00,1.00,-3.00,-10.00,-6.00,1440,-10.00,21.00,-5.00,12.00,-8.00,-6.00
1927,2010-03-09,-1.00,26.00,-1.00,-4.00,1.00,-3.00,-10.00,-6.00,1440,-10.00,21.00,-5.00,12.00,-8.00,-6.00
1923,2010-03-10,-1.00,-2.00,-2.00,-8.00,10.00,-6.00,-5.00,-1.00,81.00,0.00,-7.00,1440,94.00,60.00,61.00
67,2010-03-10,-1.00,-2.00,-2.00,-8.00,10.00,-6.00,-5.00,-1.00,81.00,0.00,-7.00,1440,94.00,60.00,61.00
1927,2010-03-10,-1.00,-2.00,-2.00,-8.00,10.00,-6.00,-5.00,-1.00,81.00,0.00,-7.00,1440,94.00,60.00,61.00
1923,2010-03-11,-1.00,82.00,30.00,76.00,20.00,1.00,-7.00,3.00,48.00,63.00,0.00,30.00,8.00,-10.00,36.00
67,2010-03-11,-1.00,82.00,30.00,76.00,20.00,1.00,-7.00,3.00,48.00,63.00,0.00,30.00,8.00,-10.00,36.00
1927,2010-03-11,-1.00,82.00,30.00,76.00,20.00,1.00,-7.00,3.00,48.00,63.00,0.00,30.00,8.00,-10.00,36.00
1923,2010-03-12,3.00,-4.00,56.00,172.00,2.00,16.00,52.00,10.00,5.00,58.00,13.00,38.00,11.00,-10.00,227.00
67,2010-03-12,3.00,-4.00,56.00,172.00,2.00,16.00,52.00,10.00,5.00,58.00,13.00,38.00,11.00,-10.00,227.00
1927,2010-03-12,3.00,-4.00,56.00,172.00,2.00,16.00,52.00,10.00,5.00,58.00,13.00,38.00,11.00,-10.00,227.00
1923,2010-03-13,1440,141.00,-4.00,-6.00,2.00,27.00,3.00,1440,287.00,9.00,7.00,75.00,35.00,0.00,-5.00
67,2010-03-13,1440,141.00,-4.00,-6.00,2.00,27.00,3.00,1440,287.00,9.00,7.00,75.00,35.00,0.00,-5.00
1923,2010-03-14,-8.00,106.00,-2.00,9.00,0.00,15.00,120.00,8.00,1440,8.00,-2.00,32.00,-10.00,1.00,13.00
1263,2010-03-14,-8.00,106.00,-2.00,9.00,0.00,15.00,120.00,8.00,1440,8.00,-2.00,32.00,-10.00,1.00,13.00
1927,2010-03-14,-8.00,106.00,-2.00,9.00,0.00,15.00,120.00,8.00,1440,8.00,-2.00,32.00,-10.00,1.00,13.00
1923,2010-03-15,-8.00,194.00,146.00,23.00,-2.00,-4.00,-6.00,-1.00,-6.00,58.00,-7.00,-6.00,-6.00,-4.00,8.00
67,2010-03-15,-8.00,194.00,146.00,23.00,-2.00,-4.00,-6.00,-1.00,-6.00,58.00,-7.00,-6.00,-6.00,-4.00,8.00
1927,2010-03-15,-8.00,194.00,146.00,23.00,-2.00,-4.00,-6.00,-1.00,-6.00,58.00,-7.00,-6.00,-6.00,-4.00,8.00
1923,2010-03-16,-4.00,4.00,-1.00,-2.00,10.00,-1.00,-6.00,-6.00,-10.00,1440,407.00,-7.00,-8.00,-2.00,6.00
67,2010-03-16,-4.00,4.00,-1.00,-2.00,10.00,-1.00,-6.00,-6.00,-10.00,1440,407.00,-7.00,-8.00,-2.00,6.00
1927,2010-03-16,-4.00,4.00,-1.00,-2.00,10.00,-1.00,-6.00,-6.00,-10.00,1440,407.00,-7.00,-8.00,-2.00,6.00
1923,2010-03-17,15.00,54.00,-5.00,-3.00,-5.00,-9.00,-5.00,-6.00,-6.00,-2.00,6.00,3.00,-5.00,-1.00,2.00
67,2010-03-17,15.00,54.00,-5.00,-3.00,-5.00,-9.00,-5.00,-6.00,-6.00,-2.00,6.00,3.00,-5.00,-1.00,2.00
1927,2010-03-17,15.00,54.00,-5.00,-3.00,-5.00,-9.00,-5.00,-6.00,-6.00,-2.00,6.00,3.00,-5.00,-1.00,2.00
1923,2010-03-18,-8.00,17.00,-3.00,6.00,5.00,-10.00,22.00,-6.00,-1.00,0.00,12.00,-4.00,20.00,38.00,42.00
67,2010-03-18,-8.00,17.00,-3.00,6.00,5.00,-10.00,22.00,-6.00,-1.00,0.00,12.00,-4.00,20.00,38.00,42.00
1927,2010-03-18,-8.00,17.00,-3.00,6.00,5.00,-10.00,22.00,-6.00,-1.00,0.00,12.00,-4.00,20.00,38.00,42.00
1923,2010-03-19,-3.00,1.00,-6.00,-4.00,37.00,-3.00,5.00,-6.00,-6.00,-2.00,-1.00,0.00,-10.00,0.00,0.00
67,2010-03-19,-3.00,1.00,-6.00,-4.00,37.00,-3.00,5.00,-6.00,-6.00,-2.00,-1.00,0.00,-10.00,0.00,0.00
1927,2010-03-19,-3.00,1.00,-6.00,-4.00,37.00,-3.00,5.00,-6.00,-6.00,-2.00,-1.00,0.00,-10.00,0.00,0.00
1923,2010-03-20,-2.00,48.00,55.00,0.00,-6.00,18.00,7.00,0.00,18.00,-3.00,13.00,6.00,80.00,0.00,4.00
67,2010-03-20,-2.00,48.00,55.00,0.00,-6.00,18.00,7.00,0.00,18.00,-3.00,13.00,6.00,80.00,0.00,4.00
1923,2010-03-21,5.00,-3.00,4.00,-4.00,0.00,20.00,0.00,118.00,34.00,-5.00,8.00,26.00,-10.00,0.00,-5.00
67,2010-03-21,5.00,-3.00,4.00,-4.00,0.00,20.00,0.00,118.00,34.00,-5.00,8.00,26.00,-10.00,0.00,-5.00
1927,2010-03-21,5.00,-3.00,4.00,-4.00,0.00,20.00,0.00,118.00,34.00,-5.00,8.00,26.00,-10.00,0.00,-5.00
1923,2010-03-22,-9.00,95.00,-6.00,109.00,-1.00,1.00,-6.00,30.00,1440,4.00,7.00,11.00,-5.00,1.00,12.00
67,2010-03-22,-9.00,95.00,-6.00,109.00,-1.00,1.00,-6.00,30.00,1440,4.00,7.00,11.00,-5.00,1.00,12.00
1927,2010-03-22,-9.00,95.00,-6.00,109.00,-1.00,1.00,-6.00,30.00,1440,4.00,7.00,11.00,-5.00,1.00,12.00
1923,2010-03-23,-6.00,75.00,13.00,0.00,3.00,11.00,-6.00,22.00,-16.00,14.00,-2.00,217.00,-9.00,-7.00,12.00
67,2010-03-23,-6.00,75.00,13.00,0.00,3.00,11.00,-6.00,22.00,-16.00,14.00,-2.00,217.00,-9.00,-7.00,12.00
1927,2010-03-23,-6.00,75.00,13.00,0.00,3.00,11.00,-6.00,22.00,-16.00,14.00,-2.00,217.00,-9.00,-7.00,12.00
1923,2010-03-24,-6.00,22.00,32.00,28.00,-2.00,-1.00,-3.00,-3.00,-10.00,31.00,-3.00,0.00,-10.00,-4.00,15.00
67,2010-03-24,-6.00,22.00,32.00,28.00,-2.00,-1.00,-3.00,-3.00,-10.00,31.00,-3.00,0.00,-10.00,-4.00,15.00
1927,2010-03-24,-6.00,22.00,32.00,28.00,-2.00,-1.00,-3.00,-3.00,-10.00,31.00,-3.00,0.00,-10.00,-4.00,15.00
1923,2010-03-25,-7.00,98.00,2.00,3.00,3.00,312.00,0.00,-2.00,2.00,0.00,-4.00,-6.00,-5.00,-1.00,24.00
67,2010-03-25,-7.00,98.00,2.00,3.00,3.00,312.00,0.00,-2.00,2.00,0.00,-4.00,-6.00,-5.00,-1.00,24.00
1927,2010-03-25,-7.00,98.00,2.00,3.00,3.00,312.00,0.00,-2.00,2.00,0.00,-4.00,-6.00,-5.00,-1.00,24.00
1923,2010-03-26,-10.00,43.00,1.00,25.00,1.00,3.00,0.00,0.00,-1.00,33.00,-2.00,-9.00,20.00,30.00,22.00
67,2010-03-26,-10.00,43.00,1.00,25.00,1.00,3.00,0.00,0.00,-1.00,33.00,-2.00,-9.00,20.00,30.00,22.00
1927,2010-03-26,-10.00,43.00,1.00,25.00,1.00,3.00,0.00,0.00,-1.00,33.00,-2.00,-9.00,20.00,30.00,22.00
1923,2010-03-27,-5.00,-2.00,1.00,42.00,30.00,-8.00,17.00,-9.00,-2.00,-2.00,-4.00,32.00,0.00,25.00,0.00
67,2010-03-27,-5.00,-2.00,1.00,42.00,30.00,-8.00,17.00,-9.00,-2.00,-2.00,-4.00,32.00,0.00,25.00,0.00
1923,2010-03-28,-3.00,34.00,6.00,0.00,29.00,-2.00,-6.00,-10.00,-1.00,1.00,-3.00,7.00,6.00,-6.00,-5.00
67,2010-03-28,-3.00,34.00,6.00,0.00,29.00,-2.00,-6.00,-10.00,-1.00,1.00,-3.00,7.00,6.00,-6.00,-5.00
1927,2010-03-28,-3.00,34.00,6.00,0.00,29.00,-2.00,-6.00,-10.00,-1.00,1.00,-3.00,7.00,6.00,-6.00,-5.00
1923,2010-03-29,-9.00,-4.00,55.00,-1.00,-3.00,19.00,-4.00,11.00,-6.00,-2.00,-1.00,-4.00,4.00,-5.00,6.00
67,2010-03-29,-9.00,-4.00,55.00,-1.00,-3.00,19.00,-4.00,11.00,-6.00,-2.00,-1.00,-4.00,4.00,-5.00,6.00
1927,2010-03-29,-9.00,-4.00,55.00,-1.00,-3.00,19.00,-4.00,11.00,-6.00,-2.00,-1.00,-4.00,4.00,-5.00,6.00
1923,2010-03-30,-6.00,154.00,0.00,-2.00,-2.00,-4.00,-8.00,-2.00,-10.00,33.00,-1.00,-6.00,-8.00,-11.00,70.00
67,2010-03-30,-6.00,154.00,0.00,-2.00,-2.00,-4.00,-8.00,-2.00,-10.00,33.00,-1.00,-6.00,-8.00,-11.00,70.00
1927,2010-03-30,-6.00,154.00,0.00,-2.00,-2.00,-4.00,-8.00,-2.00,-10.00,33.00,-1.00,-6.00,-8.00,-11.00,70.00
1923,2010-03-31,-7.00,28.00,-2.00,0.00,-1.00,-5.00,-10.00,11.00,-2.00,53.00,-4.00,-11.00,-5.00,-2.00,-2.00
67,2010-03-31,-7.00,28.00,-2.00,0.00,-1.00,-5.00,-10.00,11.00,-2.00,53.00,-4.00,-11.00,-5.00,-2.00,-2.00
1927,2010-03-31,-7.00,28.00,-2.00,0.00,-1.00,-5.00,-10.00,11.00,-2.00,53.00,-4.00,-11.00,-5.00,-2.00,-2.00
1923,2010-04-01,-5.00,4.00,4.00,-9.00,5.00,-11.00,16.00,-9.00,-5.00,0.00,-2.00,0.00,20.00,0.00,1.00
67,2010-04-01,-5.00,4.00,4.00,-9.00,5.00,-11.00,16.00,-9.00,-5.00,0.00,-2.00,0.00,20.00,0.00,1.00
1927,2010-04-01,-5.00,4.00,4.00,-9.00,5.00,-11.00,16.00,-9.00,-5.00,0.00,-2.00,0.00,20.00,0.00,1.00
1923,2010-04-02,-4.00,0.00,63.00,0.00,0.00,-4.00,0.00,0.00,2.00,-2.00,8.00,18.00,-1.00,0.00,13.00
67,2010-04-02,-4.00,0.00,63.00,0.00,0.00,-4.00,0.00,0.00,2.00,-2.00,8.00,18.00,-1.00,0.00,13.00
1927,2010-04-02,-4.00,0.00,63.00,0.00,0.00,-4.00,0.00,0.00,2.00,-2.00,8.00,18.00,-1.00,0.00,13.00
1923,2010-04-03,-7.00,-5.00,46.00,-5.00,1.00,14.00,30.00,3.00,0.00,-5.00,1.00,9.00,18.00,-9.00,-2.00
67,2010-04-03,-7.00,-5.00,46.00,-5.00,1.00,14.00,30.00,3.00,0.00,-5.00,1.00,9.00,18.00,-9.00,-2.00
1923,2010-04-04,-7.00,-4.00,-1.00,-7.00,-3.00,-6.00,-8.00,-4.00,-10.00,-5.00,-7.00,-6.00,-5.00,0.00,-1.00
67,2010-04-04,-7.00,-4.00,-1.00,-7.00,-3.00,-6.00,-8.00,-4.00,-10.00,-5.00,-7.00,-6.00,-5.00,0.00,-1.00
1927,2010-04-04,-7.00,-4.00,-1.00,-7.00,-3.00,-6.00,-8.00,-4.00,-10.00,-5.00,-7.00,-6.00,-5.00,0.00,-1.00
1923,2010-04-05,-3.00,0.00,1.00,-5.00,-1.00,-4.00,-5.00,-4.00,-2.00,620.00,-2.00,-6.00,1.00,-5.00,35.00
67,2010-04-05,-3.00,0.00,1.00,-5.00,-1.00,-4.00,-5.00,-4.00,-2.00,620.00,-2.00,-6.00,1.00,-5.00,35.00
1927,2010-04-05,-3.00,0.00,1.00,-5.00,-1.00,-4.00,-5.00,-4.00,-2.00,620.00,-2.00,-6.00,1.00,-5.00,35.00
1923,2010-04-06,29.00,0.00,-1.00,0.00,10.00,43.00,-7.00,-4.00,-9.00,-4.00,-2.00,-3.00,-5.00,-5.00,22.00
67,2010-04-06,29.00,0.00,-1.00,0.00,10.00,43.00,-7.00,-4.00,-9.00,-4.00,-2.00,-3.00,-5.00,-5.00,22.00
1265,2010-04-06,29.00,0.00,-1.00,0.00,10.00,43.00,-7.00,-4.00,-9.00,-4.00,-2.00,-3.00,-5.00,-5.00,22.00
1923,2010-04-07,1.00,1.00,92.00,56.00,11.00,42.00,-10.00,61.00,-5.00,0.00,-7.00,-5.00,-6.00,-10.00,17.00
67,2010-04-07,1.00,1.00,92.00,56.00,11.00,42.00,-10.00,61.00,-5.00,0.00,-7.00,-5.00,-6.00,-10.00,17.00
1265,2010-04-07,1.00,1.00,92.00,56.00,11.00,42.00,-10.00,61.00,-5.00,0.00,-7.00,-5.00,-6.00,-10.00,17.00
1923,2010-04-08,15.00,25.00,14.00,0.00,3.00,23.00,-7.00,1440,-5.00,8.00,38.00,0.00,43.00,-3.00,6.00
67,2010-04-08,15.00,25.00,14.00,0.00,3.00,23.00,-7.00,1440,-5.00,8.00,38.00,0.00,43.00,-3.00,6.00
1265,2010-04-08,15.00,25.00,14.00,0.00,3.00,23.00,-7.00,1440,-5.00,8.00,38.00,0.00,43.00,-3.00,6.00
1923,2010-04-09,8.00,36.00,-4.00,-3.00,-1.00,34.00,0.00,11.00,-2.00,7.00,-8.00,0.00,11.00,-5.00,1.00
67,2010-04-09,8.00,36.00,-4.00,-3.00,-1.00,34.00,0.00,11.00,-2.00,7.00,-8.00,0.00,11.00,-5.00,1.00
1265,2010-04-09,8.00,36.00,-4.00,-3.00,-1.00,34.00,0.00,11.00,-2.00,7.00,-8.00,0.00,11.00,-5.00,1.00
1923,2010-04-10,-10.00,-4.00,-5.00,80.00,-7.00,-8.00,-3.00,-3.00,-3.00,-5.00,2.00,15.00,-5.00,0.00,1.00
67,2010-04-10,-10.00,-4.00,-5.00,80.00,-7.00,-8.00,-3.00,-3.00,-3.00,-5.00,2.00,15.00,-5.00,0.00,1.00
1923,2010-04-11,-4.00,-7.00,1.00,6.00,-3.00,-7.00,-7.00,-4.00,288.00,13.00,2.00,123.00,4.00,-5.00,3.00
67,2010-04-11,-4.00,-7.00,1.00,6.00,-3.00,-7.00,-7.00,-4.00,288.00,13.00,2.00,123.00,4.00,-5.00,3.00
1265,2010-04-11,-4.00,-7.00,1.00,6.00,-3.00,-7.00,-7.00,-4.00,288.00,13.00,2.00,123.00,4.00,-5.00,3.00
1923,2010-04-12,28.00,-3.00,39.00,-5.00,6.00,42.00,-11.00,79.00,-2.00,6.00,153.00,-7.00,-2.00,-5.00,27.00
67,2010-04-12,28.00,-3.00,39.00,-5.00,6.00,42.00,-11.00,79.00,-2.00,6.00,153.00,-7.00,-2.00,-5.00,27.00
1265,2010-04-12,28.00,-3.00,39.00,-5.00,6.00,42.00,-11.00,79.00,-2.00,6.00,153.00,-7.00,-2.00,-5.00,27.00
1923,2010-04-13,4.00,-7.00,-6.00,70.00,8.00,-8.00,18.00,-2.00,70.00,0.00,-1.00,0.00,-2.00,-10.00,3.00
67,2010-04-13,4.00,-7.00,-6.00,70.00,8.00,-8.00,18.00,-2.00,70.00,0.00,-1.00,0.00,-2.00,-10.00,3.00
1265,2010-04-13,4.00,-7.00,-6.00,70.00,8.00,-8.00,18.00,-2.00,70.00,0.00,-1.00,0.00,-2.00,-10.00,3.00
1923,2010-04-14,32.00,-8.00,19.00,10.00,1.00,-3.00,-4.00,-3.00,11.00,21.00,-4.00,8.00,-7.00,-5.00,2.00
67,2010-04-14,32.00,-8.00,19.00,10.00,1.00,-3.00,-4.00,-3.00,11.00,21.00,-4.00,8.00,-7.00,-5.00,2.00
1265,2010-04-14,32.00,-8.00,19.00,10.00,1.00,-3.00,-4.00,-3.00,11.00,21.00,-4.00,8.00,-7.00,-5.00,2.00
1923,2010-04-15,22.00,0.00,192.00,-3.00,-3.00,-5.00,-9.00,5.00,-5.00,-1.00,-1.00,-5.00,3.00,-6.00,8.00
67,2010-04-15,22.00,0.00,192.00,-3.00,-3.00,-5.00,-9.00,5.00,-5.00,-1.00,-1.00,-5.00,3.00,-6.00,8.00
1265,2010-04-15,22.00,0.00,192.00,-3.00,-3.00,-5.00,-9.00,5.00,-5.00,-1.00,-1.00,-5.00,3.00,-6.00,8.00
1923,2010-04-16,-1.00,-5.00,-5.00,-3.00,-1.00,31.00,-3.00,-5.00,-1.00,9.00,4.00,0.00,8.00,-5.00,2.00
67,2010-04-16,-1.00,-5.00,-5.00,-3.00,-1.00,31.00,-3.00,-5.00,-1.00,9.00,4.00,0.00,8.00,-5.00,2.00
1265,2010-04-16,-1.00,-5.00,-5.00,-3.00,-1.00,31.00,-3.00,-5.00,-1.00,9.00,4.00,0.00,8.00,-5.00,2.00
1923,2010-04-17,-10.00,-1.00,10.00,-3.00,-5.00,-6.00,14.00,-2.00,-7.00,-2.00,-6.00,1.00,5.00,0.00,4.00
67,2010-04-17,-10.00,-1.00,10.00,-3.00,-5.00,-6.00,14.00,-2.00,-7.00,-2.00,-6.00,1.00,5.00,0.00,4.00
1923,2010-04-18,98.00,-6.00,0.00,-3.00,-3.00,-2.00,-5.00,20.00,7.00,0.00,1.00,-10.00,12.00,-10.00,12.00
67,2010-04-18,98.00,-6.00,0.00,-3.00,-3.00,-2.00,-5.00,20.00,7.00,0.00,1.00,-10.00,12.00,-10.00,12.00
1265,2010-04-18,98.00,-6.00,0.00,-3.00,-3.00,-2.00,-5.00,20.00,7.00,0.00,1.00,-10.00,12.00,-10.00,12.00
1923,2010-04-19,-4.00,-6.00,-5.00,-5.00,-4.00,-4.00,-6.00,-1.00,11.00,-7.00,-1.00,0.00,-1.00,-10.00,32.00
67,2010-04-19,-4.00,-6.00,-5.00,-5.00,-4.00,-4.00,-6.00,-1.00,11.00,-7.00,-1.00,0.00,-1.00,-10.00,32.00
1265,2010-04-19,-4.00,-6.00,-5.00,-5.00,-4.00,-4.00,-6.00,-1.00,11.00,-7.00,-1.00,0.00,-1.00,-10.00,32.00
1923,2010-04-20,3.00,-7.00,0.00,-10.00,-3.00,-9.00,-3.00,-1.00,17.00,-4.00,10.00,0.00,3.00,-5.00,10.00
67,2010-04-20,3.00,-7.00,0.00,-10.00,-3.00,-9.00,-3.00,-1.00,17.00,-4.00,10.00,0.00,3.00,-5.00,10.00
1265,2010-04-20,3.00,-7.00,0.00,-10.00,-3.00,-9.00,-3.00,-1.00,17.00,-4.00,10.00,0.00,3.00,-5.00,10.00
1923,2010-04-21,1440,-2.00,11.00,-7.00,0.00,-5.00,0.00,1.00,-4.00,-4.00,-9.00,0.00,1.00,-10.00,0.00
67,2010-04-21,1440,-2.00,11.00,-7.00,0.00,-5.00,0.00,1.00,-4.00,-4.00,-9.00,0.00,1.00,-10.00,0.00
1265,2010-04-21,1440,-2.00,11.00,-7.00,0.00,-5.00,0.00,1.00,-4.00,-4.00,-9.00,0.00,1.00,-10.00,0.00
1923,2010-04-22,5.00,5.00,6.00,-6.00,5.00,-8.00,30.00,6.00,-2.00,-8.00,-4.00,0.00,-3.00,15.00,8.00
67,2010-04-22,5.00,5.00,6.00,-6.00,5.00,-8.00,30.00,6.00,-2.00,-8.00,-4.00,0.00,-3.00,15.00,8.00
1265,2010-04-22,5.00,5.00,6.00,-6.00,5.00,-8.00,30.00,6.00,-2.00,-8.00,-4.00,0.00,-3.00,15.00,8.00
1923,2010-04-23,-1.00,-9.00,4.00,-2.00,-6.00,-3.00,-10.00,1.00,-5.00,0.00,10.00,50.00,-8.00,-5.00,24.00
67,2010-04-23,-1.00,-9.00,4.00,-2.00,-6.00,-3.00,-10.00,1.00,-5.00,0.00,10.00,50.00,-8.00,-5.00,24.00
1265,2010-04-23,-1.00,-9.00,4.00,-2.00,-6.00,-3.00,-10.00,1.00,-5.00,0.00,10.00,50.00,-8.00,-5.00,24.00
1923,2010-04-24,-11.00,-3.00,-3.00,0.00,-7.00,-5.00,0.00,148.00,1.00,50.00,78.00,8.00,4.00,0.00,33.00
67,2010-04-24,-11.00,-3.00,-3.00,0.00,-7.00,-5.00,0.00,148.00,1.00,50.00,78.00,8.00,4.00,0.00,33.00
1923,2010-04-25,51.00,2.00,-6.00,15.00,6.00,51.00,-4.00,2.00,-11.00,25.00,-3.00,0.00,12.00,-3.00,1.00
67,2010-04-25,51.00,2.00,-6.00,15.00,6.00,51.00,-4.00,2.00,-11.00,25.00,-3.00,0.00,12.00,-3.00,1.00
1265,2010-04-25,51.00,2.00,-6.00,15.00,6.00,51.00,-4.00,2.00,-11.00,25.00,-3.00,0.00,12.00,-3.00,1.00
1923,2010-04-26,83.00,1.00,64.00,5.00,-2.00,74.00,-2.00,8.00,-3.00,1.00,1.00,0.00,-5.00,-3.00,26.00
67,2010-04-26,83.00,1.00,64.00,5.00,-2.00,74.00,-2.00,8.00,-3.00,1.00,1.00,0.00,-5.00,-3.00,26.00
1265,2010-04-26,83.00,1.00,64.00,5.00,-2.00,74.00,-2.00,8.00,-3.00,1.00,1.00,0.00,-5.00,-3.00,26.00
1923,2010-04-27,15.00,-6.00,12.00,-3.00,-5.00,3.00,0.00,-4.00,-4.00,0.00,-4.00,-4.00,12.00,0.00,1.00
67,2010-04-27,15.00,-6.00,12.00,-3.00,-5.00,3.00,0.00,-4.00,-4.00,0.00,-4.00,-4.00,12.00,0.00,1.00
1265,2010-04-27,15.00,-6.00,12.00,-3.00,-5.00,3.00,0.00,-4.00,-4.00,0.00,-4.00,-4.00,12.00,0.00,1.00
1923,2010-04-28,14.00,-8.00,1.00,-4.00,-1.00,23.00,-9.00,-7.00,-5.00,-5.00,-4.00,0.00,13.00,0.00,13.00
67,2010-04-28,14.00,-8.00,1.00,-4.00,-1.00,23.00,-9.00,-7.00,-5.00,-5.00,-4.00,0.00,13.00,0.00,13.00
1265,2010-04-28,14.00,-8.00,1.00,-4.00,-1.00,23.00,-9.00,-7.00,-5.00,-5.00,-4.00,0.00,13.00,0.00,13.00
1923,2010-04-29,8.00,-5.00,0.00,-5.00,2.00,8.00,-11.00,27.00,2.00,-8.00,-6.00,0.00,-8.00,0.00,14.00
67,2010-04-29,8.00,-5.00,0.00,-5.00,2.00,8.00,-11.00,27.00,2.00,-8.00,-6.00,0.00,-8.00,0.00,14.00
1265,2010-04-29,8.00,-5.00,0.00,-5.00,2.00,8.00,-11.00,27.00,2.00,-8.00,-6.00,0.00,-8.00,0.00,14.00
1923,2010-04-30,-1.00,-9.00,0.00,3.00,-7.00,-9.00,-3.00,3.00,0.00,3.00,-10.00,0.00,22.00,-9.00,47.00
67,2010-04-30,-1.00,-9.00,0.00,3.00,-7.00,-9.00,-3.00,3.00,0.00,3.00,-10.00,0.00,22.00,-9.00,47.00
1265,2010-04-30,-1.00,-9.00,0.00,3.00,-7.00,-9.00,-3.00,3.00,0.00,3.00,-10.00,0.00,22.00,-9.00,47.00
2111,2010-05-01,58.00,-4.00,10.00,-4.00,41.00,-3.00,-4.00,-4.00,1.00,12.00,169.00,199.00,178.00,117.00,21.00
2011,2010-05-01,58.00,-4.00,10.00,-4.00,41.00,-3.00,-4.00,-4.00,1.00,12.00,169.00,199.00,178.00,117.00,21.00
2111,2010-05-02,-5.00,-9.00,-6.00,29.00,-1.00,-1.00,5.00,-9.00,-5.00,9.00,1440,49.00,145.00,1440,20.00
2011,2010-05-02,-5.00,-9.00,-6.00,29.00,-1.00,-1.00,5.00,-9.00,-5.00,9.00,1440,49.00,145.00,1440,20.00
1911,2010-05-02,-5.00,-9.00,-6.00,29.00,-1.00,-1.00,5.00,-9.00,-5.00,9.00,1440,49.00,145.00,1440,20.00
2111,2010-05-03,12.00,17.00,-6.00,11.00,8.00,134.00,12.00,285.00,-8.00,75.00,-6.00,71.00,-6.00,19.00,-1.00
2011,2010-05-03,12.00,17.00,-6.00,11.00,8.00,134.00,12.00,285.00,-8.00,75.00,-6.00,71.00,-6.00,19.00,-1.00
1911,2010-05-03,12.00,17.00,-6.00,11.00,8.00,134.00,12.00,285.00,-8.00,75.00,-6.00,71.00,-6.00,19.00,-1.00
2111,2010-05-04,25.00,-4.00,-10.00,-2.00,-4.00,110.00,22.00,4.00,-2.00,36.00,3.00,1.00,-5.00,8.00,-3.00
2011,2010-05-04,25.00,-4.00,-10.00,-2.00,-4.00,110.00,22.00,4.00,-2.00,36.00,3.00,1.00,-5.00,8.00,-3.00
1911,2010-05-04,25.00,-4.00,-10.00,-2.00,-4.00,110.00,22.00,4.00,-2.00,36.00,3.00,1.00,-5.00,8.00,-3.00
2111,2010-05-05,6.00,-4.00,-5.00,0.00,-1.00,5.00,-2.00,-2.00,-5.00,-5.00,-2.00,-5.00,-5.00,1.00,-7.00
2011,2010-05-05,6.00,-4.00,-5.00,0.00,-1.00,5.00,-2.00,-2.00,-5.00,-5.00,-2.00,-5.00,-5.00,1.00,-7.00
1911,2010-05-05,6.00,-4.00,-5.00,0.00,-1.00,5.00,-2.00,-2.00,-5.00,-5.00,-2.00,-5.00,-5.00,1.00,-7.00
2111,2010-05-06,0.00,2.00,-7.00,-1.00,-6.00,25.00,-7.00,1.00,-3.00,-7.00,-4.00,70.00,0.00,2.00,-12.00
2011,2010-05-06,0.00,2.00,-7.00,-1.00,-6.00,25.00,-7.00,1.00,-3.00,-7.00,-4.00,70.00,0.00,2.00,-12.00
1911,2010-05-06,0.00,2.00,-7.00,-1.00,-6.00,25.00,-7.00,1.00,-3.00,-7.00,-4.00,70.00,0.00,2.00,-12.00
2111,2010-05-07,-3.00,2.00,-4.00,0.00,-4.00,0.00,14.00,15.00,-6.00,13.00,11.00,0.00,-5.00,109.00,36.00
2011,2010-05-07,-3.00,2.00,-4.00,0.00,-4.00,0.00,14.00,15.00,-6.00,13.00,11.00,0.00,-5.00,109.00,36.00
1911,2010-05-07,-3.00,2.00,-4.00,0.00,-4.00,0.00,14.00,15.00,-6.00,13.00,11.00,0.00,-5.00,109.00,36.00
2111,2010-05-08,9.00,4.00,-7.00,-4.00,-3.00,96.00,-4.00,-4.00,7.00,213.00,38.00,11.00,18.00,82.00,11.00
2011,2010-05-08,9.00,4.00,-7.00,-4.00,-3.00,96.00,-4.00,-4.00,7.00,213.00,38.00,11.00,18.00,82.00,11.00
