FlightNum,FlightDate,Dest_Del1,Dest_Del2,Dest_Del3,Dest_Del4,Dest_Del5,Dest_Del6,Dest_Del7,Dest_Del8,Dest_Del9,Dest_Del10,Dest_Del11,Dest_Del12,Dest_Del13,Dest_Del14,Dest_Del15
177,2015-05-03,-19.00,-25.00,-6.00,-18.00,-33.00,-21.00,-19.00,-23.00,-13.00,-6.00,-17.00,-12.00,-21.00,0.00,-8.00
1553,2015-05-04,-23.00,-22.00,-22.00,-20.00,-43.00,-7.00,273.00,-10.00,19.00,-12.00,-21.00,-5.00,1440,212.00,-12.00
1810,2015-05-04,-23.00,-22.00,-22.00,-20.00,-43.00,-7.00,273.00,-10.00,19.00,-12.00,-21.00,-5.00,1440,212.00,-12.00
177,2015-05-04,-23.00,-22.00,-22.00,-20.00,-43.00,-7.00,273.00,-10.00,19.00,-12.00,-21.00,-5.00,1440,212.00,-12.00
1553,2015-05-05,-18.00,-27.00,-23.00,0.00,-24.00,-29.00,189.00,-7.00,-4.00,-7.00,6.00,-4.00,-5.00,-10.00,-2.00
1810,2015-05-05,-18.00,-27.00,-23.00,0.00,-24.00,-29.00,189.00,-7.00,-4.00,-7.00,6.00,-4.00,-5.00,-10.00,-2.00
177,2015-05-05,-18.00,-27.00,-23.00,0.00,-24.00,-29.00,189.00,-7.00,-4.00,-7.00,6.00,-4.00,-5.00,-10.00,-2.00
1553,2015-05-06,-6.00,-14.00,-14.00,-8.00,-6.00,9.00,-16.00,-9.00,7.00,1.00,-8.00,9.00,-16.00,-7.00,-7.00
1810,2015-05-06,-6.00,-14.00,-14.00,-8.00,-6.00,9.00,-16.00,-9.00,7.00,1.00,-8.00,9.00,-16.00,-7.00,-7.00
177,2015-05-06,-6.00,-14.00,-14.00,-8.00,-6.00,9.00,-16.00,-9.00,7.00,1.00,-8.00,9.00,-16.00,-7.00,-7.00
1553,2015-05-07,-19.00,8.00,-14.00,-20.00,-7.00,0.00,-8.00,28.00,-6.00,-7.00,-5.00,8.00,-1.00,-7.00,24.00
1810,2015-05-07,-19.00,8.00,-14.00,-20.00,-7.00,0.00,-8.00,28.00,-6.00,-7.00,-5.00,8.00,-1.00,-7.00,24.00
177,2015-05-07,-19.00,8.00,-14.00,-20.00,-7.00,0.00,-8.00,28.00,-6.00,-7.00,-5.00,8.00,-1.00,-7.00,24.00
1553,2015-05-08,-26.00,-2.00,-24.00,44.00,-26.00,7.00,14.00,-9.00,13.00,2.00,8.00,-15.00,86.00,-7.00,1.00
1810,2015-05-08,-26.00,-2.00,-24.00,44.00,-26.00,7.00,14.00,-9.00,13.00,2.00,8.00,-15.00,86.00,-7.00,1.00
177,2015-05-08,-26.00,-2.00,-24.00,44.00,-26.00,7.00,14.00,-9.00,13.00,2.00,8.00,-15.00,86.00,-7.00,1.00
1553,2015-05-09,17.00,1440,,170.00,-10.00,-4.00,1440,0.00,111.00,-9.00,559.00,19.00,1440,280.00,136.00
177,2015-05-09,17.00,1440,,170.00,-10.00,-4.00,1440,0.00,111.00,-9.00,559.00,19.00,1440,280.00,136.00
1553,2015-05-10,114.00,1440,268.00,1440,105.00,1440,111.00,151.00,62.00,1440,1440,182.00,1440,243.00,142.00
1810,2015-05-10,114.00,1440,268.00,1440,105.00,1440,111.00,151.00,62.00,1440,1440,182.00,1440,243.00,142.00
177,2015-05-10,114.00,1440,268.00,1440,105.00,1440,111.00,151.00,62.00,1440,1440,182.00,1440,243.00,142.00
1553,2015-05-11,-19.00,10.00,-7.00,23.00,1440,-16.00,1440,47.00,18.00,32.00,29.00,4.00,42.00,-8.00,-3.00
1810,2015-05-11,-19.00,10.00,-7.00,23.00,1440,-16.00,1440,47.00,18.00,32.00,29.00,4.00,42.00,-8.00,-3.00
177,2015-05-11,-19.00,10.00,-7.00,23.00,1440,-16.00,1440,47.00,18.00,32.00,29.00,4.00,42.00,-8.00,-3.00
1553,2015-05-12,-16.00,13.00,23.00,-15.00,48.00,16.00,1440,14.00,-8.00,23.00,7.00,-2.00,36.00,-10.00,-1.00
1810,2015-05-12,-16.00,13.00,23.00,-15.00,48.00,16.00,1440,14.00,-8.00,23.00,7.00,-2.00,36.00,-10.00,-1.00
177,2015-05-12,-16.00,13.00,23.00,-15.00,48.00,16.00,1440,14.00,-8.00,23.00,7.00,-2.00,36.00,-10.00,-1.00
1553,2015-05-13,-13.00,76.00,-20.00,2.00,-5.00,-13.00,11.00,64.00,1.00,0.00,50.00,5.00,-9.00,20.00,10.00
1810,2015-05-13,-13.00,76.00,-20.00,2.00,-5.00,-13.00,11.00,64.00,1.00,0.00,50.00,5.00,-9.00,20.00,10.00
177,2015-05-13,-13.00,76.00,-20.00,2.00,-5.00,-13.00,11.00,64.00,1.00,0.00,50.00,5.00,-9.00,20.00,10.00
1553,2015-05-14,9.00,-10.00,-26.00,-17.00,-28.00,-15.00,14.00,-1.00,-12.00,-14.00,-4.00,-17.00,-12.00,-8.00,4.00
1810,2015-05-14,9.00,-10.00,-26.00,-17.00,-28.00,-15.00,14.00,-1.00,-12.00,-14.00,-4.00,-17.00,-12.00,-8.00,4.00
177,2015-05-14,9.00,-10.00,-26.00,-17.00,-28.00,-15.00,14.00,-1.00,-12.00,-14.00,-4.00,-17.00,-12.00,-8.00,4.00
1553,2015-05-15,3.00,-15.00,-27.00,14.00,-18.00,-12.00,33.00,-6.00,-4.00,-10.00,-12.00,-6.00,6.00,-10.00,-7.00
1810,2015-05-15,3.00,-15.00,-27.00,14.00,-18.00,-12.00,33.00,-6.00,-4.00,-10.00,-12.00,-6.00,6.00,-10.00,-7.00
177,2015-05-15,3.00,-15.00,-27.00,14.00,-18.00,-12.00,33.00,-6.00,-4.00,-10.00,-12.00,-6.00,6.00,-10.00,-7.00
1553,2015-05-16,-34.00,-14.00,-26.00,-10.00,-12.00,10.00,-16.00,10.00,-20.00,-26.00,68.00,-12.00,25.00,-3.00,-4.00
177,2015-05-16,-34.00,-14.00,-26.00,-10.00,-12.00,10.00,-16.00,10.00,-20.00,-26.00,68.00,-12.00,25.00,-3.00,-4.00
1553,2015-05-17,-26.00,5.00,27.00,8.00,4.00,-10.00,-3.00,212.00,45.00,56.00,10.00,123.00,20.00,1.00,-1.00
1810,2015-05-17,-26.00,5.00,27.00,8.00,4.00,-10.00,-3.00,212.00,45.00,56.00,10.00,123.00,20.00,1.00,-1.00
177,2015-05-17,-26.00,5.00,27.00,8.00,4.00,-10.00,-3.00,212.00,45.00,56.00,10.00,123.00,20.00,1.00,-1.00
1553,2015-05-18,-27.00,-8.00,17.00,30.00,39.00,-20.00,10.00,47.00,-11.00,-7.00,14.00,-23.00,40.00,-17.00,-2.00
1810,2015-05-18,-27.00,-8.00,17.00,30.00,39.00,-20.00,10.00,47.00,-11.00,-7.00,14.00,-23.00,40.00,-17.00,-2.00
177,2015-05-18,-27.00,-8.00,17.00,30.00,39.00,-20.00,10.00,47.00,-11.00,-7.00,14.00,-23.00,40.00,-17.00,-2.00
1553,2015-05-19,-27.00,14.00,-24.00,8.00,-19.00,-11.00,58.00,71.00,5.00,33.00,3.00,-17.00,5.00,-12.00,-7.00
1810,2015-05-19,-27.00,14.00,-24.00,8.00,-19.00,-11.00,58.00,71.00,5.00,33.00,3.00,-17.00,5.00,-12.00,-7.00
177,2015-05-19,-27.00,14.00,-24.00,8.00,-19.00,-11.00,58.00,71.00,5.00,33.00,3.00,-17.00,5.00,-12.00,-7.00
1553,2015-05-20,-26.00,76.00,-34.00,-15.00,-17.00,-10.00,44.00,6.00,-3.00,3.00,2.00,-22.00,-10.00,-19.00,-2.00
1810,2015-05-20,-26.00,76.00,-34.00,-15.00,-17.00,-10.00,44.00,6.00,-3.00,3.00,2.00,-22.00,-10.00,-19.00,-2.00
177,2015-05-20,-26.00,76.00,-34.00,-15.00,-17.00,-10.00,44.00,6.00,-3.00,3.00,2.00,-22.00,-10.00,-19.00,-2.00
1553,2015-05-21,-20.00,16.00,54.00,25.00,-4.00,3.00,71.00,22.00,1.00,1440,36.00,-19.00,20.00,-1.00,-8.00
1810,2015-05-21,-20.00,16.00,54.00,25.00,-4.00,3.00,71.00,22.00,1.00,1440,36.00,-19.00,20.00,-1.00,-8.00
177,2015-05-21,-20.00,16.00,54.00,25.00,-4.00,3.00,71.00,22.00,1.00,1440,36.00,-19.00,20.00,-1.00,-8.00
1553,2015-05-22,-9.00,72.00,-11.00,11.00,-9.00,-7.00,5.00,-7.00,-3.00,-8.00,-5.00,-19.00,19.00,-6.00,-1.00
1810,2015-05-22,-9.00,72.00,-11.00,11.00,-9.00,-7.00,5.00,-7.00,-3.00,-8.00,-5.00,-19.00,19.00,-6.00,-1.00
177,2015-05-22,-9.00,72.00,-11.00,11.00,-9.00,-7.00,5.00,-7.00,-3.00,-8.00,-5.00,-19.00,19.00,-6.00,-1.00
1553,2015-05-23,-22.00,-6.00,-22.00,-14.00,-2.00,-5.00,7.00,4.00,19.00,7.00,3.00,10.00,-6.00,1440,0.00
177,2015-05-23,-22.00,-6.00,-22.00,-14.00,-2.00,-5.00,7.00,4.00,19.00,7.00,3.00,10.00,-6.00,1440,0.00
1553,2015-05-24,-22.00,4.00,-13.00,17.00,-7.00,-19.00,-25.00,-5.00,0.00,48.00,-14.00,5.00,-15.00,0.00,-13.00
177,2015-05-24,-22.00,4.00,-13.00,17.00,-7.00,-19.00,-25.00,-5.00,0.00,48.00,-14.00,5.00,-15.00,0.00,-13.00
1553,2015-05-25,-4.00,285.00,-15.00,,-16.00,1.00,,0.00,319.00,110.00,331.00,1440,,3.00,1440
1810,2015-05-25,-4.00,285.00,-15.00,,-16.00,1.00,,0.00,319.00,110.00,331.00,1440,,3.00,1440
177,2015-05-25,-4.00,285.00,-15.00,,-16.00,1.00,,0.00,319.00,110.00,331.00,1440,,3.00,1440
1553,2015-05-26,9.00,20.00,21.00,43.00,2.00,-14.00,-2.00,-9.00,23.00,5.00,-2.00,36.00,63.00,-5.00,-4.00
1810,2015-05-26,9.00,20.00,21.00,43.00,2.00,-14.00,-2.00,-9.00,23.00,5.00,-2.00,36.00,63.00,-5.00,-4.00
177,2015-05-26,9.00,20.00,21.00,43.00,2.00,-14.00,-2.00,-9.00,23.00,5.00,-2.00,36.00,63.00,-5.00,-4.00
1553,2015-05-27,50.00,56.00,-27.00,12.00,14.00,-7.00,41.00,225.00,150.00,0.00,-8.00,-7.00,16.00,-1.00,42.00
1810,2015-05-27,50.00,56.00,-27.00,12.00,14.00,-7.00,41.00,225.00,150.00,0.00,-8.00,-7.00,16.00,-1.00,42.00
177,2015-05-27,50.00,56.00,-27.00,12.00,14.00,-7.00,41.00,225.00,150.00,0.00,-8.00,-7.00,16.00,-1.00,42.00
1553,2015-05-28,-12.00,43.00,-8.00,3.00,-30.00,-9.00,76.00,-12.00,-9.00,6.00,7.00,0.00,17.00,1.00,3.00
1810,2015-05-28,-12.00,43.00,-8.00,3.00,-30.00,-9.00,76.00,-12.00,-9.00,6.00,7.00,0.00,17.00,1.00,3.00
177,2015-05-28,-12.00,43.00,-8.00,3.00,-30.00,-9.00,76.00,-12.00,-9.00,6.00,7.00,0.00,17.00,1.00,3.00
1553,2015-05-29,-17.00,58.00,1440,9.00,-2.00,-9.00,108.00,34.00,16.00,-3.00,8.00,9.00,-1.00,-10.00,6.00
1810,2015-05-29,-17.00,58.00,1440,9.00,-2.00,-9.00,108.00,34.00,16.00,-3.00,8.00,9.00,-1.00,-10.00,6.00
177,2015-05-29,-17.00,58.00,1440,9.00,-2.00,-9.00,108.00,34.00,16.00,-3.00,8.00,9.00,-1.00,-10.00,6.00
1553,2015-05-30,-28.00,8.00,62.00,76.00,40.00,33.00,-14.00,7.00,-16.00,-7.00,46.00,64.00,-6.00,31.00,29.00
177,2015-05-30,-28.00,8.00,62.00,76.00,40.00,33.00,-14.00,7.00,-16.00,-7.00,46.00,64.00,-6.00,31.00,29.00
1553,2015-05-31,-32.00,-6.00,-17.00,-24.00,-19.00,-31.00,-21.00,29.00,152.00,-5.00,12.00,-14.00,-6.00,-9.00,-7.00
1810,2015-05-31,-32.00,-6.00,-17.00,-24.00,-19.00,-31.00,-21.00,29.00,152.00,-5.00,12.00,-14.00,-6.00,-9.00,-7.00
177,2015-05-31,-32.00,-6.00,-17.00,-24.00,-19.00,-31.00,-21.00,29.00,152.00,-5.00,12.00,-14.00,-6.00,-9.00,-7.00
1553,2015-06-01,4.00,54.00,-38.00,-6.00,-18.00,-17.00,-12.00,-14.00,-7.00,26.00,1440,-7.00,-18.00,31.00,-18.00
1810,2015-06-01,4.00,54.00,-38.00,-6.00,-18.00,-17.00,-12.00,-14.00,-7.00,26.00,1440,-7.00,-18.00,31.00,-18.00
177,2015-06-01,4.00,54.00,-38.00,-6.00,-18.00,-17.00,-12.00,-14.00,-7.00,26.00,1440,-7.00,-18.00,31.00,-18.00
1553,2015-06-02,26.00,3.00,-36.00,-28.00,-11.00,-12.00,5.00,10.00,1440,45.00,18.00,-11.00,-6.00,-8.00,-15.00
1810,2015-06-02,26.00,3.00,-36.00,-28.00,-11.00,-12.00,5.00,10.00,1440,45.00,18.00,-11.00,-6.00,-8.00,-15.00
177,2015-06-02,26.00,3.00,-36.00,-28.00,-11.00,-12.00,5.00,10.00,1440,45.00,18.00,-11.00,-6.00,-8.00,-15.00
1553,2015-06-03,19.00,1.00,-33.00,-5.00,14.00,-20.00,-15.00,-19.00,15.00,-8.00,25.00,-1.00,-17.00,-10.00,16.00
1810,2015-06-03,19.00,1.00,-33.00,-5.00,14.00,-20.00,-15.00,-19.00,15.00,-8.00,25.00,-1.00,-17.00,-10.00,16.00
177,2015-06-03,19.00,1.00,-33.00,-5.00,14.00,-20.00,-15.00,-19.00,15.00,-8.00,25.00,-1.00,-17.00,-10.00,16.00
1553,2015-06-04,-26.00,-20.00,-14.00,-7.00,-17.00,-16.00,32.00,70.00,17.00,-21.00,-9.00,1.00,-9.00,-9.00,-12.00
1810,2015-06-04,-26.00,-20.00,-14.00,-7.00,-17.00,-16.00,32.00,70.00,17.00,-21.00,-9.00,1.00,-9.00,-9.00,-12.00
177,2015-06-04,-26.00,-20.00,-14.00,-7.00,-17.00,-16.00,32.00,70.00,17.00,-21.00,-9.00,1.00,-9.00,-9.00,-12.00
1553,2015-06-05,-4.00,-19.00,-14.00,-14.00,-19.00,-18.00,-2.00,-15.00,-26.00,40.00,6.00,-14.00,-16.00,-4.00,-10.00
1810,2015-06-05,-4.00,-19.00,-14.00,-14.00,-19.00,-18.00,-2.00,-15.00,-26.00,40.00,6.00,-14.00,-16.00,-4.00,-10.00
177,2015-06-05,-4.00,-19.00,-14.00,-14.00,-19.00,-18.00,-2.00,-15.00,-26.00,40.00,6.00,-14.00,-16.00,-4.00,-10.00
1553,2015-06-06,31.00,-8.00,-14.00,159.00,-17.00,115.00,-25.00,-17.00,-9.00,-4.00,3.00,-10.00,-12.00,-13.00,94.00
177,2015-06-06,31.00,-8.00,-14.00,159.00,-17.00,115.00,-25.00,-17.00,-9.00,-4.00,3.00,-10.00,-12.00,-13.00,94.00
1553,2015-06-07,15.00,-24.00,-20.00,-14.00,-21.00,-15.00,55.00,-19.00,-4.00,-21.00,7.00,71.00,-11.00,60.00,4.00
1810,2015-06-07,15.00,-24.00,-20.00,-14.00,-21.00,-15.00,55.00,-19.00,-4.00,-21.00,7.00,71.00,-11.00,60.00,4.00
177,2015-06-07,15.00,-24.00,-20.00,-14.00,-21.00,-15.00,55.00,-19.00,-4.00,-21.00,7.00,71.00,-11.00,60.00,4.00
1553,2015-06-08,59.00,-16.00,-15.00,30.00,-6.00,-6.00,3.00,-7.00,-12.00,-11.00,94.00,-6.00,-15.00,0.00,-5.00
1810,2015-06-08,59.00,-16.00,-15.00,30.00,-6.00,-6.00,3.00,-7.00,-12.00,-11.00,94.00,-6.00,-15.00,0.00,-5.00
177,2015-06-08,59.00,-16.00,-15.00,30.00,-6.00,-6.00,3.00,-7.00,-12.00,-11.00,94.00,-6.00,-15.00,0.00,-5.00
1553,2015-06-09,12.00,-6.00,20.00,-16.00,-18.00,,65.00,-8.00,-26.00,21.00,92.00,-8.00,-1.00,-3.00,-16.00
1810,2015-06-09,12.00,-6.00,20.00,-16.00,-18.00,,65.00,-8.00,-26.00,21.00,92.00,-8.00,-1.00,-3.00,-16.00
177,2015-06-09,12.00,-6.00,20.00,-16.00,-18.00,,65.00,-8.00,-26.00,21.00,92.00,-8.00,-1.00,-3.00,-16.00
1553,2015-06-10,-15.00,-13.00,-13.00,26.00,-4.00,-3.00,12.00,-19.00,-17.00,-28.00,-5.00,300.00,12.00,-18.00,14.00
1810,2015-06-10,-15.00,-13.00,-13.00,26.00,-4.00,-3.00,12.00,-19.00,-17.00,-28.00,-5.00,300.00,12.00,-18.00,14.00
177,2015-06-10,-15.00,-13.00,-13.00,26.00,-4.00,-3.00,12.00,-19.00,-17.00,-28.00,-5.00,300.00,12.00,-18.00,14.00
1553,2015-06-11,18.00,8.00,-15.00,-25.00,28.00,-14.00,-16.00,-18.00,-22.00,6.00,8.00,6.00,-17.00,-18.00,-2.00
1810,2015-06-11,18.00,8.00,-15.00,-25.00,28.00,-14.00,-16.00,-18.00,-22.00,6.00,8.00,6.00,-17.00,-18.00,-2.00
177,2015-06-11,18.00,8.00,-15.00,-25.00,28.00,-14.00,-16.00,-18.00,-22.00,6.00,8.00,6.00,-17.00,-18.00,-2.00
1553,2015-06-12,6.00,-17.00,-24.00,-7.00,-20.00,-4.00,7.00,-17.00,-20.00,-20.00,3.00,56.00,-4.00,12.00,0.00
1810,2015-06-12,6.00,-17.00,-24.00,-7.00,-20.00,-4.00,7.00,-17.00,-20.00,-20.00,3.00,56.00,-4.00,12.00,0.00
177,2015-06-12,6.00,-17.00,-24.00,-7.00,-20.00,-4.00,7.00,-17.00,-20.00,-20.00,3.00,56.00,-4.00,12.00,0.00
1553,2015-06-13,1440,-8.00,10.00,-14.00,7.00,-5.00,46.00,88.00,8.00,28.00,1440,9.00,1.00,45.00,73.00
177,2015-06-13,1440,-8.00,10.00,-14.00,7.00,-5.00,46.00,88.00,8.00,28.00,1440,9.00,1.00,45.00,73.00
1553,2015-06-14,9.00,-1.00,-10.00,-9.00,-18.00,-13.00,-13.00,43.00,547.00,24.00,1440,8.00,-5.00,20.00,13.00
1810,2015-06-14,9.00,-1.00,-10.00,-9.00,-18.00,-13.00,-13.00,43.00,547.00,24.00,1440,8.00,-5.00,20.00,13.00
177,2015-06-14,9.00,-1.00,-10.00,-9.00,-18.00,-13.00,-13.00,43.00,547.00,24.00,1440,8.00,-5.00,20.00,13.00
1553,2015-06-15,4.00,-3.00,1.00,-20.00,242.00,-4.00,4.00,-2.00,28.00,67.00,7.00,67.00,13.00,4.00,3.00
1810,2015-06-15,4.00,-3.00,1.00,-20.00,242.00,-4.00,4.00,-2.00,28.00,67.00,7.00,67.00,13.00,4.00,3.00
177,2015-06-15,4.00,-3.00,1.00,-20.00,242.00,-4.00,4.00,-2.00,28.00,67.00,7.00,67.00,13.00,4.00,3.00
1553,2015-06-16,159.00,10.00,10.00,-13.00,6.00,1440,85.00,0.00,79.00,10.00,79.00,-1.00,32.00,-7.00,7.00
1810,2015-06-16,159.00,10.00,10.00,-13.00,6.00,1440,85.00,0.00,79.00,10.00,79.00,-1.00,32.00,-7.00,7.00
177,2015-06-16,159.00,10.00,10.00,-13.00,6.00,1440,85.00,0.00,79.00,10.00,79.00,-1.00,32.00,-7.00,7.00
1553,2015-06-17,1440,131.00,162.00,193.00,125.00,357.00,1440,289.00,152.00,240.00,36.00,152.00,34.00,47.00,1440
1810,2015-06-17,1440,131.00,162.00,193.00,125.00,357.00,1440,289.00,152.00,240.00,36.00,152.00,34.00,47.00,1440
177,2015-06-17,1440,131.00,162.00,193.00,125.00,357.00,1440,289.00,152.00,240.00,36.00,152.00,34.00,47.00,1440
1553,2015-06-18,-6.00,-8.00,-12.00,-5.00,-3.00,9.00,1440,13.00,13.00,1440,0.00,23.00,-1.00,1.00,7.00
1810,2015-06-18,-6.00,-8.00,-12.00,-5.00,-3.00,9.00,1440,13.00,13.00,1440,0.00,23.00,-1.00,1.00,7.00
177,2015-06-18,-6.00,-8.00,-12.00,-5.00,-3.00,9.00,1440,13.00,13.00,1440,0.00,23.00,-1.00,1.00,7.00
1553,2015-06-19,15.00,1.00,25.00,-8.00,-11.00,95.00,-8.00,6.00,-13.00,21.00,12.00,-10.00,-7.00,23.00,-12.00
1810,2015-06-19,15.00,1.00,25.00,-8.00,-11.00,95.00,-8.00,6.00,-13.00,21.00,12.00,-10.00,-7.00,23.00,-12.00
177,2015-06-19,15.00,1.00,25.00,-8.00,-11.00,95.00,-8.00,6.00,-13.00,21.00,12.00,-10.00,-7.00,23.00,-12.00
1553,2015-06-20,-21.00,-6.00,-3.00,-14.00,-4.00,-14.00,3.00,-19.00,-12.00,152.00,113.00,-10.00,-6.00,-22.00,3.00
177,2015-06-20,-21.00,-6.00,-3.00,-14.00,-4.00,-14.00,3.00,-19.00,-12.00,152.00,113.00,-10.00,-6.00,-22.00,3.00
1553,2015-06-21,41.00,-5.00,210.00,5.00,9.00,26.00,24.00,5.00,,10.00,-11.00,82.00,14.00,-5.00,
1810,2015-06-21,41.00,-5.00,210.00,5.00,9.00,26.00,24.00,5.00,,10.00,-11.00,82.00,14.00,-5.00,
177,2015-06-21,41.00,-5.00,210.00,5.00,9.00,26.00,24.00,5.00,,10.00,-11.00,82.00,14.00,-5.00,
1553,2015-06-22,-19.00,7.00,-10.00,-17.00,-16.00,-13.00,34.00,-6.00,-11.00,130.00,-6.00,1.00,0.00,18.00,-2.00
1810,2015-06-22,-19.00,7.00,-10.00,-17.00,-16.00,-13.00,34.00,-6.00,-11.00,130.00,-6.00,1.00,0.00,18.00,-2.00
177,2015-06-22,-19.00,7.00,-10.00,-17.00,-16.00,-13.00,34.00,-6.00,-11.00,130.00,-6.00,1.00,0.00,18.00,-2.00
1553,2015-06-23,-19.00,11.00,3.00,16.00,-8.00,66.00,58.00,-19.00,-30.00,47.00,46.00,-1.00,-15.00,-18.00,41.00
1810,2015-06-23,-19.00,11.00,3.00,16.00,-8.00,66.00,58.00,-19.00,-30.00,47.00,46.00,-1.00,-15.00,-18.00,41.00
177,2015-06-23,-19.00,11.00,3.00,16.00,-8.00,66.00,58.00,-19.00,-30.00,47.00,46.00,-1.00,-15.00,-18.00,41.00
1553,2015-06-24,-8.00,-3.00,-9.00,171.00,22.00,9.00,6.00,10.00,-15.00,19.00,20.00,-14.00,-1.00,48.00,61.00
1810,2015-06-24,-8.00,-3.00,-9.00,171.00,22.00,9.00,6.00,10.00,-15.00,19.00,20.00,-14.00,-1.00,48.00,61.00
177,2015-06-24,-8.00,-3.00,-9.00,171.00,22.00,9.00,6.00,10.00,-15.00,19.00,20.00,-14.00,-1.00,48.00,61.00
1553,2015-06-25,0.00,-7.00,-17.00,10.00,-21.00,-18.00,22.00,-6.00,23.00,-5.00,5.00,-9.00,-18.00,-16.00,-8.00
1810,2015-06-25,0.00,-7.00,-17.00,10.00,-21.00,-18.00,22.00,-6.00,23.00,-5.00,5.00,-9.00,-18.00,-16.00,-8.00
177,2015-06-25,0.00,-7.00,-17.00,10.00,-21.00,-18.00,22.00,-6.00,23.00,-5.00,5.00,-9.00,-18.00,-16.00,-8.00
1553,2015-06-26,53.00,-11.00,3.00,-12.00,-24.00,104.00,-5.00,-16.00,-16.00,75.00,-4.00,-14.00,-3.00,86.00,-12.00
1810,2015-06-26,53.00,-11.00,3.00,-12.00,-24.00,104.00,-5.00,-16.00,-16.00,75.00,-4.00,-14.00,-3.00,86.00,-12.00
177,2015-06-26,53.00,-11.00,3.00,-12.00,-24.00,104.00,-5.00,-16.00,-16.00,75.00,-4.00,-14.00,-3.00,86.00,-12.00
1553,2015-06-27,39.00,-12.00,1.00,-22.00,1.00,97.00,0.00,-11.00,34.00,-19.00,69.00,-8.00,1440,15.00,-17.00
177,2015-06-27,39.00,-12.00,1.00,-22.00,1.00,97.00,0.00,-11.00,34.00,-19.00,69.00,-8.00,1440,15.00,-17.00
1553,2015-06-28,37.00,-12.00,-19.00,-10.00,14.00,5.00,-15.00,-4.00,-12.00,39.00,-12.00,70.00,-16.00,-9.00,-18.00
1810,2015-06-28,37.00,-12.00,-19.00,-10.00,14.00,5.00,-15.00,-4.00,-12.00,39.00,-12.00,70.00,-16.00,-9.00,-18.00
177,2015-06-28,37.00,-12.00,-19.00,-10.00,14.00,5.00,-15.00,-4.00,-12.00,39.00,-12.00,70.00,-16.00,-9.00,-18.00
1553,2015-06-29,-9.00,33.00,-6.00,2.00,-17.00,-2.00,-18.00,-8.00,-20.00,11.00,-5.00,-17.00,-2.00,-17.00,-15.00
1810,2015-06-29,-9.00,33.00,-6.00,2.00,-17.00,-2.00,-18.00,-8.00,-20.00,11.00,-5.00,-17.00,-2.00,-17.00,-15.00
177,2015-06-29,-9.00,33.00,-6.00,2.00,-17.00,-2.00,-18.00,-8.00,-20.00,11.00,-5.00,-17.00,-2.00,-17.00,-15.00
1553,2015-06-30,-10.00,5.00,-6.00,-12.00,-26.00,-14.00,-27.00,25.00,269.00,11.00,6.00,-22.00,-4.00,10.00,-16.00
1810,2015-06-30,-10.00,5.00,-6.00,-12.00,-26.00,-14.00,-27.00,25.00,269.00,11.00,6.00,-22.00,-4.00,10.00,-16.00
177,2015-06-30,-10.00,5.00,-6.00,-12.00,-26.00,-14.00,-27.00,25.00,269.00,11.00,6.00,-22.00,-4.00,10.00,-16.00
1553,2015-07-01,-17.00,15.00,17.00,-10.00,-6.00,31.00,-6.00,-7.00,38.00,-17.00,25.00,-3.00,-13.00,-15.00,-13.00
1810,2015-07-01,-17.00,15.00,17.00,-10.00,-6.00,31.00,-6.00,-7.00,38.00,-17.00,25.00,-3.00,-13.00,-15.00,-13.00
177,2015-07-01,-17.00,15.00,17.00,-10.00,-6.00,31.00,-6.00,-7.00,38.00,-17.00,25.00,-3.00,-13.00,-15.00,-13.00
1553,2015-07-02,4.00,-8.00,-10.00,-19.00,4.00,-13.00,-8.00,-3.00,4.00,1440,12.00,18.00,-6.00,-27.00,-12.00
1810,2015-07-02,4.00,-8.00,-10.00,-19.00,4.00,-13.00,-8.00,-3.00,4.00,1440,12.00,18.00,-6.00,-27.00,-12.00
177,2015-07-02,4.00,-8.00,-10.00,-19.00,4.00,-13.00,-8.00,-3.00,4.00,1440,12.00,18.00,-6.00,-27.00,-12.00
1810,2015-07-03,-13.00,4.00,-13.00,-30.00,-7.00,-8.00,-14.00,70.00,220.00,-7.00,9.00,43.00,-6.00,2.00,-26.00
1810,2015-07-04,21.00,-11.00,98.00,-19.00,-13.00,-6.00,-19.00,-12.00,-4.00,-28.00,-9.00,-2.00,-2.00,-17.00,-20.00
1553,2015-07-05,36.00,17.00,-14.00,-14.00,1.00,-1.00,-2.00,-19.00,-10.00,-14.00,0.00,-22.00,35.00,-5.00,40.00
1810,2015-07-05,36.00,17.00,-14.00,-14.00,1.00,-1.00,-2.00,-19.00,-10.00,-14.00,0.00,-22.00,35.00,-5.00,40.00
177,2015-07-05,36.00,17.00,-14.00,-14.00,1.00,-1.00,-2.00,-19.00,-10.00,-14.00,0.00,-22.00,35.00,-5.00,40.00
1553,2015-07-06,-5.00,15.00,-14.00,-21.00,-5.00,42.00,25.00,-4.00,40.00,35.00,-11.00,107.00,-17.00,173.00,-19.00
1810,2015-07-06,-5.00,15.00,-14.00,-21.00,-5.00,42.00,25.00,-4.00,40.00,35.00,-11.00,107.00,-17.00,173.00,-19.00
177,2015-07-06,-5.00,15.00,-14.00,-21.00,-5.00,42.00,25.00,-4.00,40.00,35.00,-11.00,107.00,-17.00,173.00,-19.00
