FlightNum,FlightDate,Dest_Del1,Dest_Del2,Dest_Del3,Dest_Del4,Dest_Del5,Dest_Del6,Dest_Del7,Dest_Del8,Dest_Del9,Dest_Del10,Dest_Del11,Dest_Del12,Dest_Del13,Dest_Del14,Dest_Del15
67,2010-01-01,-26.00,-16.00,6.00,0.00,-20.00,58.00,-5.00,5.00,6.00,-10.00,33.00,-1.00,1.00,-9.00,4.00
67,2010-01-02,-18.00,45.00,7.00,206.00,15.00,23.00,-17.00,-16.00,-15.00,-11.00,-7.00,77.00,-7.00,-10.00,-6.00
1927,2010-01-02,-18.00,45.00,7.00,206.00,15.00,23.00,-17.00,-16.00,-15.00,-11.00,-7.00,77.00,-7.00,-10.00,-6.00
67,2010-01-03,13.00,-6.00,0.00,13.00,5.00,-9.00,0.00,9.00,-7.00,-3.00,15.00,1440,11.00,23.00,-10.00
1927,2010-01-03,13.00,-6.00,0.00,13.00,5.00,-9.00,0.00,9.00,-7.00,-3.00,15.00,1440,11.00,23.00,-10.00
67,2010-01-04,-33.00,-2.00,15.00,4.00,-15.00,16.00,-10.00,-11.00,-22.00,0.00,1.00,-13.00,-7.00,5.00,-14.00
1927,2010-01-04,-33.00,-2.00,15.00,4.00,-15.00,16.00,-10.00,-11.00,-22.00,0.00,1.00,-13.00,-7.00,5.00,-14.00
1923,2010-01-05,-35.00,4.00,-11.00,-21.00,-6.00,1440,5.00,4.00,7.00,-11.00,-14.00,-9.00,29.00,6.00,-9.00
67,2010-01-05,-35.00,4.00,-11.00,-21.00,-6.00,1440,5.00,4.00,7.00,-11.00,-14.00,-9.00,29.00,6.00,-9.00
1927,2010-01-05,-35.00,4.00,-11.00,-21.00,-6.00,1440,5.00,4.00,7.00,-11.00,-14.00,-9.00,29.00,6.00,-9.00
1923,2010-01-06,-34.00,3.00,-6.00,-10.00,3.00,-27.00,-7.00,-15.00,8.00,127.00,-8.00,15.00,-6.00,0.00,1440
67,2010-01-06,-34.00,3.00,-6.00,-10.00,3.00,-27.00,-7.00,-15.00,8.00,127.00,-8.00,15.00,-6.00,0.00,1440
1927,2010-01-06,-34.00,3.00,-6.00,-10.00,3.00,-27.00,-7.00,-15.00,8.00,127.00,-8.00,15.00,-6.00,0.00,1440
1923,2010-01-07,51.00,-9.00,0.00,-13.00,21.00,1440,48.00,16.00,19.00,-11.00,21.00,-2.00,15.00,-20.00,10.00
67,2010-01-07,51.00,-9.00,0.00,-13.00,21.00,1440,48.00,16.00,19.00,-11.00,21.00,-2.00,15.00,-20.00,10.00
1927,2010-01-07,51.00,-9.00,0.00,-13.00,21.00,1440,48.00,16.00,19.00,-11.00,21.00,-2.00,15.00,-20.00,10.00
1923,2010-01-08,-5.00,-15.00,14.00,-3.00,7.00,1440,-5.00,-8.00,-24.00,-12.00,1440,-11.00,0.00,-1.00,30.00
67,2010-01-08,-5.00,-15.00,14.00,-3.00,7.00,1440,-5.00,-8.00,-24.00,-12.00,1440,-11.00,0.00,-1.00,30.00
1927,2010-01-08,-5.00,-15.00,14.00,-3.00,7.00,1440,-5.00,-8.00,-24.00,-12.00,1440,-11.00,0.00,-1.00,30.00
1923,2010-01-09,-13.00,19.00,1.00,-1.00,112.00,5.00,-19.00,-10.00,-2.00,-17.00,27.00,-10.00,-28.00,59.00,-25.00
67,2010-01-09,-13.00,19.00,1.00,-1.00,112.00,5.00,-19.00,-10.00,-2.00,-17.00,27.00,-10.00,-28.00,59.00,-25.00
1923,2010-01-10,-47.00,-9.00,-7.00,-26.00,-37.00,-7.00,-18.00,-22.00,1440,-24.00,-3.00,1440,-18.00,3.00,0.00
67,2010-01-10,-47.00,-9.00,-7.00,-26.00,-37.00,-7.00,-18.00,-22.00,1440,-24.00,-3.00,1440,-18.00,3.00,0.00
1927,2010-01-10,-47.00,-9.00,-7.00,-26.00,-37.00,-7.00,-18.00,-22.00,1440,-24.00,-3.00,1440,-18.00,3.00,0.00
1923,2010-01-11,-21.00,-17.00,-16.00,-10.00,-4.00,-30.00,89.00,-14.00,1440,8.00,5.00,-2.00,-14.00,-12.00,-8.00
67,2010-01-11,-21.00,-17.00,-16.00,-10.00,-4.00,-30.00,89.00,-14.00,1440,8.00,5.00,-2.00,-14.00,-12.00,-8.00
1927,2010-01-11,-21.00,-17.00,-16.00,-10.00,-4.00,-30.00,89.00,-14.00,1440,8.00,5.00,-2.00,-14.00,-12.00,-8.00
1923,2010-01-12,-52.00,-18.00,10.00,-34.00,-28.00,-58.00,-11.00,7.00,26.00,6.00,-8.00,6.00,2.00,-7.00,-12.00
67,2010-01-12,-52.00,-18.00,10.00,-34.00,-28.00,-58.00,-11.00,7.00,26.00,6.00,-8.00,6.00,2.00,-7.00,-12.00
1927,2010-01-12,-52.00,-18.00,10.00,-34.00,-28.00,-58.00,-11.00,7.00,26.00,6.00,-8.00,6.00,2.00,-7.00,-12.00
1923,2010-01-13,-53.00,-21.00,-11.00,-25.00,-38.00,1440,-31.00,-9.00,-21.00,-13.00,-7.00,-15.00,21.00,-5.00,-1.00
67,2010-01-13,-53.00,-21.00,-11.00,-25.00,-38.00,1440,-31.00,-9.00,-21.00,-13.00,-7.00,-15.00,21.00,-5.00,-1.00
1927,2010-01-13,-53.00,-21.00,-11.00,-25.00,-38.00,1440,-31.00,-9.00,-21.00,-13.00,-7.00,-15.00,21.00,-5.00,-1.00
1923,2010-01-14,-31.00,5.00,4.00,-7.00,-32.00,-27.00,0.00,-2.00,-8.00,-4.00,-13.00,0.00,-2.00,4.00,31.00
67,2010-01-14,-31.00,5.00,4.00,-7.00,-32.00,-27.00,0.00,-2.00,-8.00,-4.00,-13.00,0.00,-2.00,4.00,31.00
1927,2010-01-14,-31.00,5.00,4.00,-7.00,-32.00,-27.00,0.00,-2.00,-8.00,-4.00,-13.00,0.00,-2.00,4.00,31.00
1923,2010-01-15,-31.00,-33.00,-2.00,-31.00,-22.00,-25.00,-23.00,80.00,-13.00,158.00,-10.00,-11.00,-10.00,-2.00,71.00
67,2010-01-15,-31.00,-33.00,-2.00,-31.00,-22.00,-25.00,-23.00,80.00,-13.00,158.00,-10.00,-11.00,-10.00,-2.00,71.00
1927,2010-01-15,-31.00,-33.00,-2.00,-31.00,-22.00,-25.00,-23.00,80.00,-13.00,158.00,-10.00,-11.00,-10.00,-2.00,71.00
1923,2010-01-16,-38.00,-4.00,-34.00,-17.00,91.00,-9.00,-6.00,-18.00,6.00,-13.00,11.00,-21.00,-13.00,-7.00,-36.00
67,2010-01-16,-38.00,-4.00,-34.00,-17.00,91.00,-9.00,-6.00,-18.00,6.00,-13.00,11.00,-21.00,-13.00,-7.00,-36.00
1923,2010-01-17,-40.00,11.00,11.00,91.00,-14.00,-20.00,-15.00,-13.00,-15.00,6.00,5.00,-10.00,13.00,-13.00,-4.00
67,2010-01-17,-40.00,11.00,11.00,91.00,-14.00,-20.00,-15.00,-13.00,-15.00,6.00,5.00,-10.00,13.00,-13.00,-4.00
1927,2010-01-17,-40.00,11.00,11.00,91.00,-14.00,-20.00,-15.00,-13.00,-15.00,6.00,5.00,-10.00,13.00,-13.00,-4.00
1923,2010-01-18,-31.00,-15.00,-7.00,-21.00,-17.00,-22.00,-13.00,-8.00,-8.00,-1.00,-16.00,-16.00,-9.00,-17.00,-13.00
67,2010-01-18,-31.00,-15.00,-7.00,-21.00,-17.00,-22.00,-13.00,-8.00,-8.00,-1.00,-16.00,-16.00,-9.00,-17.00,-13.00
1927,2010-01-18,-31.00,-15.00,-7.00,-21.00,-17.00,-22.00,-13.00,-8.00,-8.00,-1.00,-16.00,-16.00,-9.00,-17.00,-13.00
1923,2010-01-19,-22.00,-11.00,-15.00,-29.00,-30.00,-29.00,-12.00,-15.00,-6.00,-1.00,12.00,5.00,-21.00,-6.00,-18.00
67,2010-01-19,-22.00,-11.00,-15.00,-29.00,-30.00,-29.00,-12.00,-15.00,-6.00,-1.00,12.00,5.00,-21.00,-6.00,-18.00
1927,2010-01-19,-22.00,-11.00,-15.00,-29.00,-30.00,-29.00,-12.00,-15.00,-6.00,-1.00,12.00,5.00,-21.00,-6.00,-18.00
1923,2010-01-20,-22.00,1.00,155.00,-3.00,-14.00,-31.00,-3.00,-3.00,-32.00,0.00,7.00,-10.00,-25.00,1.00,-11.00
67,2010-01-20,-22.00,1.00,155.00,-3.00,-14.00,-31.00,-3.00,-3.00,-32.00,0.00,7.00,-10.00,-25.00,1.00,-11.00
1927,2010-01-20,-22.00,1.00,155.00,-3.00,-14.00,-31.00,-3.00,-3.00,-32.00,0.00,7.00,-10.00,-25.00,1.00,-11.00
1923,2010-01-21,-18.00,5.00,-16.00,-2.00,18.00,-17.00,-19.00,-20.00,-16.00,-17.00,-4.00,-13.00,-16.00,-44.00,-2.00
67,2010-01-21,-18.00,5.00,-16.00,-2.00,18.00,-17.00,-19.00,-20.00,-16.00,-17.00,-4.00,-13.00,-16.00,-44.00,-2.00
1927,2010-01-21,-18.00,5.00,-16.00,-2.00,18.00,-17.00,-19.00,-20.00,-16.00,-17.00,-4.00,-13.00,-16.00,-44.00,-2.00
1923,2010-01-22,-20.00,-9.00,-2.00,-19.00,-13.00,-12.00,-10.00,-14.00,-6.00,1440,8.00,-1.00,9.00,-24.00,-10.00
67,2010-01-22,-20.00,-9.00,-2.00,-19.00,-13.00,-12.00,-10.00,-14.00,-6.00,1440,8.00,-1.00,9.00,-24.00,-10.00
1927,2010-01-22,-20.00,-9.00,-2.00,-19.00,-13.00,-12.00,-10.00,-14.00,-6.00,1440,8.00,-1.00,9.00,-24.00,-10.00
1923,2010-01-23,-19.00,-8.00,-3.00,-5.00,99.00,10.00,-16.00,-26.00,-4.00,-11.00,-8.00,-26.00,2.00,-18.00,0.00
67,2010-01-23,-19.00,-8.00,-3.00,-5.00,99.00,10.00,-16.00,-26.00,-4.00,-11.00,-8.00,-26.00,2.00,-18.00,0.00
1923,2010-01-24,18.00,-21.00,-14.00,-13.00,-4.00,-22.00,-16.00,2.00,-5.00,-14.00,-18.00,10.00,-4.00,-13.00,-17.00
67,2010-01-24,18.00,-21.00,-14.00,-13.00,-4.00,-22.00,-16.00,2.00,-5.00,-14.00,-18.00,10.00,-4.00,-13.00,-17.00
1927,2010-01-24,18.00,-21.00,-14.00,-13.00,-4.00,-22.00,-16.00,2.00,-5.00,-14.00,-18.00,10.00,-4.00,-13.00,-17.00
1923,2010-01-25,44.00,-14.00,-11.00,18.00,-8.00,-21.00,-23.00,-19.00,-21.00,-10.00,-10.00,-18.00,-12.00,-31.00,-14.00
67,2010-01-25,44.00,-14.00,-11.00,18.00,-8.00,-21.00,-23.00,-19.00,-21.00,-10.00,-10.00,-18.00,-12.00,-31.00,-14.00
1927,2010-01-25,44.00,-14.00,-11.00,18.00,-8.00,-21.00,-23.00,-19.00,-21.00,-10.00,-10.00,-18.00,-12.00,-31.00,-14.00
1923,2010-01-26,-39.00,-16.00,-15.00,-19.00,-5.00,-25.00,4.00,-19.00,-20.00,-18.00,-17.00,-17.00,-20.00,-7.00,1.00
67,2010-01-26,-39.00,-16.00,-15.00,-19.00,-5.00,-25.00,4.00,-19.00,-20.00,-18.00,-17.00,-17.00,-20.00,-7.00,1.00
1927,2010-01-26,-39.00,-16.00,-15.00,-19.00,-5.00,-25.00,4.00,-19.00,-20.00,-18.00,-17.00,-17.00,-20.00,-7.00,1.00
1923,2010-01-27,-8.00,-10.00,9.00,-6.00,22.00,-23.00,-26.00,-15.00,-12.00,-8.00,-15.00,32.00,0.00,25.00,-12.00
67,2010-01-27,-8.00,-10.00,9.00,-6.00,22.00,-23.00,-26.00,-15.00,-12.00,-8.00,-15.00,32.00,0.00,25.00,-12.00
1927,2010-01-27,-8.00,-10.00,9.00,-6.00,22.00,-23.00,-26.00,-15.00,-12.00,-8.00,-15.00,32.00,0.00,25.00,-12.00
1923,2010-01-28,41.00,-12.00,25.00,3.00,-7.00,2.00,7.00,2.00,9.00,9.00,21.00,1440,20.00,-2.00,23.00
67,2010-01-28,41.00,-12.00,25.00,3.00,-7.00,2.00,7.00,2.00,9.00,9.00,21.00,1440,20.00,-2.00,23.00
1927,2010-01-28,41.00,-12.00,25.00,3.00,-7.00,2.00,7.00,2.00,9.00,9.00,21.00,1440,20.00,-2.00,23.00
1923,2010-01-29,8.00,1440,83.00,-21.00,-7.00,0.00,5.00,-9.00,-11.00,5.00,36.00,92.00,-8.00,-17.00,1.00
67,2010-01-29,8.00,1440,83.00,-21.00,-7.00,0.00,5.00,-9.00,-11.00,5.00,36.00,92.00,-8.00,-17.00,1.00
1927,2010-01-29,8.00,1440,83.00,-21.00,-7.00,0.00,5.00,-9.00,-11.00,5.00,36.00,92.00,-8.00,-17.00,1.00
1923,2010-01-30,30.00,42.00,22.00,1440,-7.00,-1.00,-8.00,5.00,10.00,-1.00,-8.00,-14.00,-21.00,12.00,1440
67,2010-01-30,30.00,42.00,22.00,1440,-7.00,-1.00,-8.00,5.00,10.00,-1.00,-8.00,-14.00,-21.00,12.00,1440
1923,2010-01-31,-38.00,-11.00,-5.00,-14.00,108.00,-9.00,-7.00,-17.00,-10.00,-12.00,-8.00,127.00,-3.00,10.00,5.00
67,2010-01-31,-38.00,-11.00,-5.00,-14.00,108.00,-9.00,-7.00,-17.00,-10.00,-12.00,-8.00,127.00,-3.00,10.00,5.00
1927,2010-01-31,-38.00,-11.00,-5.00,-14.00,108.00,-9.00,-7.00,-17.00,-10.00,-12.00,-8.00,127.00,-3.00,10.00,5.00
1923,2010-02-01,-7.00,-23.00,25.00,-12.00,9.00,-6.00,13.00,125.00,15.00,-11.00,-5.00,-1.00,-8.00,13.00,-13.00
67,2010-02-01,-7.00,-23.00,25.00,-12.00,9.00,-6.00,13.00,125.00,15.00,-11.00,-5.00,-1.00,-8.00,13.00,-13.00
1927,2010-02-01,-7.00,-23.00,25.00,-12.00,9.00,-6.00,13.00,125.00,15.00,-11.00,-5.00,-1.00,-8.00,13.00,-13.00
1923,2010-02-02,-3.00,-14.00,52.00,-8.00,-2.00,-14.00,-4.00,20.00,-12.00,-8.00,-2.00,-12.00,-16.00,-13.00,-9.00
67,2010-02-02,-3.00,-14.00,52.00,-8.00,-2.00,-14.00,-4.00,20.00,-12.00,-8.00,-2.00,-12.00,-16.00,-13.00,-9.00
1927,2010-02-02,-3.00,-14.00,52.00,-8.00,-2.00,-14.00,-4.00,20.00,-12.00,-8.00,-2.00,-12.00,-16.00,-13.00,-9.00
1923,2010-02-03,-9.00,-24.00,-5.00,-2.00,10.00,-25.00,-5.00,-23.00,2.00,-2.00,188.00,1440,-8.00,1440,1.00
67,2010-02-03,-9.00,-24.00,-5.00,-2.00,10.00,-25.00,-5.00,-23.00,2.00,-2.00,188.00,1440,-8.00,1440,1.00
1927,2010-02-03,-9.00,-24.00,-5.00,-2.00,10.00,-25.00,-5.00,-23.00,2.00,-2.00,188.00,1440,-8.00,1440,1.00
1923,2010-02-04,-4.00,3.00,8.00,1440,-5.00,-11.00,-3.00,60.00,0.00,-14.00,22.00,5.00,14.00,-5.00,-3.00
67,2010-02-04,-4.00,3.00,8.00,1440,-5.00,-11.00,-3.00,60.00,0.00,-14.00,22.00,5.00,14.00,-5.00,-3.00
1927,2010-02-04,-4.00,3.00,8.00,1440,-5.00,-11.00,-3.00,60.00,0.00,-14.00,22.00,5.00,14.00,-5.00,-3.00
1923,2010-02-05,-9.00,40.00,-2.00,1.00,-1.00,17.00,-7.00,-15.00,9.00,-20.00,-11.00,-6.00,10.00,-14.00,-20.00
67,2010-02-05,-9.00,40.00,-2.00,1.00,-1.00,17.00,-7.00,-15.00,9.00,-20.00,-11.00,-6.00,10.00,-14.00,-20.00
1927,2010-02-05,-9.00,40.00,-2.00,1.00,-1.00,17.00,-7.00,-15.00,9.00,-20.00,-11.00,-6.00,10.00,-14.00,-20.00
1923,2010-02-06,-8.00,-13.00,-22.00,1440,16.00,-18.00,-8.00,-19.00,-25.00,9.00,8.00,12.00,-24.00,-11.00,-6.00
67,2010-02-06,-8.00,-13.00,-22.00,1440,16.00,-18.00,-8.00,-19.00,-25.00,9.00,8.00,12.00,-24.00,-11.00,-6.00
1923,2010-02-07,-16.00,9.00,0.00,-1.00,1440,1440,-31.00,-2.00,27.00,-14.00,-12.00,-10.00,-16.00,7.00,10.00
67,2010-02-07,-16.00,9.00,0.00,-1.00,1440,1440,-31.00,-2.00,27.00,-14.00,-12.00,-10.00,-16.00,7.00,10.00
1927,2010-02-07,-16.00,9.00,0.00,-1.00,1440,1440,-31.00,-2.00,27.00,-14.00,-12.00,-10.00,-16.00,7.00,10.00
1923,2010-02-08,8.00,10.00,13.00,-10.00,26.00,1440,12.00,36.00,20.00,-18.00,4.00,1440,8.00,96.00,-28.00
67,2010-02-08,8.00,10.00,13.00,-10.00,26.00,1440,12.00,36.00,20.00,-18.00,4.00,1440,8.00,96.00,-28.00
1927,2010-02-08,8.00,10.00,13.00,-10.00,26.00,1440,12.00,36.00,20.00,-18.00,4.00,1440,8.00,96.00,-28.00
1923,2010-02-09,-15.00,-4.00,-9.00,2.00,-4.00,-16.00,1440,20.00,-4.00,-20.00,-2.00,-14.00,-6.00,-19.00,79.00
67,2010-02-09,-15.00,-4.00,-9.00,2.00,-4.00,-16.00,1440,20.00,-4.00,-20.00,-2.00,-14.00,-6.00,-19.00,79.00
1927,2010-02-09,-15.00,-4.00,-9.00,2.00,-4.00,-16.00,1440,20.00,-4.00,-20.00,-2.00,-14.00,-6.00,-19.00,79.00
1923,2010-02-10,1440,-6.00,-12.00,-6.00,-3.00,1440,-13.00,37.00,-21.00,-2.00,-15.00,-18.00,26.00,-13.00,-3.00
67,2010-02-10,1440,-6.00,-12.00,-6.00,-3.00,1440,-13.00,37.00,-21.00,-2.00,-15.00,-18.00,26.00,-13.00,-3.00
1927,2010-02-10,1440,-6.00,-12.00,-6.00,-3.00,1440,-13.00,37.00,-21.00,-2.00,-15.00,-18.00,26.00,-13.00,-3.00
1923,2010-02-11,30.00,1440,1440,1440,1440,1440,1440,26.00,57.00,1440,1440,1440,1440,23.00,1440
67,2010-02-11,30.00,1440,1440,1440,1440,1440,1440,26.00,57.00,1440,1440,1440,1440,23.00,1440
1927,2010-02-11,30.00,1440,1440,1440,1440,1440,1440,26.00,57.00,1440,1440,1440,1440,23.00,1440
1923,2010-02-12,30.00,-6.00,64.00,509.00,1440,345.00,81.00,1.00,34.00,20.00,6.00,-8.00,71.00,82.00,-1.00
67,2010-02-12,30.00,-6.00,64.00,509.00,1440,345.00,81.00,1.00,34.00,20.00,6.00,-8.00,71.00,82.00,-1.00
1927,2010-02-12,30.00,-6.00,64.00,509.00,1440,345.00,81.00,1.00,34.00,20.00,6.00,-8.00,71.00,82.00,-1.00
1923,2010-02-13,-12.00,31.00,73.00,45.00,128.00,87.00,82.00,11.00,-11.00,6.00,126.00,124.00,244.00,-6.00,-13.00
67,2010-02-13,-12.00,31.00,73.00,45.00,128.00,87.00,82.00,11.00,-11.00,6.00,126.00,124.00,244.00,-6.00,-13.00
1923,2010-02-14,-4.00,16.00,-3.00,-17.00,63.00,52.00,81.00,95.00,-2.00,6.00,41.00,237.00,6.00,8.00,121.00
67,2010-02-14,-4.00,16.00,-3.00,-17.00,63.00,52.00,81.00,95.00,-2.00,6.00,41.00,237.00,6.00,8.00,121.00
1923,2010-02-15,-16.00,17.00,-6.00,9.00,-7.00,-12.00,16.00,-22.00,-23.00,-7.00,-27.00,-2.00,13.00,33.00,-14.00
67,2010-02-15,-16.00,17.00,-6.00,9.00,-7.00,-12.00,16.00,-22.00,-23.00,-7.00,-27.00,-2.00,13.00,33.00,-14.00
1927,2010-02-15,-16.00,17.00,-6.00,9.00,-7.00,-12.00,16.00,-22.00,-23.00,-7.00,-27.00,-2.00,13.00,33.00,-14.00
1923,2010-02-16,57.00,1.00,1.00,-14.00,-11.00,4.00,57.00,8.00,1.00,-9.00,-28.00,10.00,-1.00,8.00,8.00
67,2010-02-16,57.00,1.00,1.00,-14.00,-11.00,4.00,57.00,8.00,1.00,-9.00,-28.00,10.00,-1.00,8.00,8.00
1927,2010-02-16,57.00,1.00,1.00,-14.00,-11.00,4.00,57.00,8.00,1.00,-9.00,-28.00,10.00,-1.00,8.00,8.00
1923,2010-02-17,0.00,7.00,4.00,-17.00,-12.00,-17.00,-7.00,-17.00,-34.00,9.00,-33.00,-7.00,13.00,1.00,82.00
67,2010-02-17,0.00,7.00,4.00,-17.00,-12.00,-17.00,-7.00,-17.00,-34.00,9.00,-33.00,-7.00,13.00,1.00,82.00
1927,2010-02-17,0.00,7.00,4.00,-17.00,-12.00,-17.00,-7.00,-17.00,-34.00,9.00,-33.00,-7.00,13.00,1.00,82.00
1923,2010-02-18,-20.00,-4.00,7.00,-13.00,7.00,8.00,5.00,2.00,-24.00,-6.00,-22.00,-6.00,-12.00,-2.00,-12.00
67,2010-02-18,-20.00,-4.00,7.00,-13.00,7.00,8.00,5.00,2.00,-24.00,-6.00,-22.00,-6.00,-12.00,-2.00,-12.00
1927,2010-02-18,-20.00,-4.00,7.00,-13.00,7.00,8.00,5.00,2.00,-24.00,-6.00,-22.00,-6.00,-12.00,-2.00,-12.00
1923,2010-02-19,112.00,-2.00,5.00,-12.00,-8.00,0.00,-8.00,1.00,-11.00,3.00,-9.00,-14.00,4.00,-12.00,2.00
67,2010-02-19,112.00,-2.00,5.00,-12.00,-8.00,0.00,-8.00,1.00,-11.00,3.00,-9.00,-14.00,4.00,-12.00,2.00
1927,2010-02-19,112.00,-2.00,5.00,-12.00,-8.00,0.00,-8.00,1.00,-11.00,3.00,-9.00,-14.00,4.00,-12.00,2.00
1923,2010-02-20,6.00,-5.00,4.00,31.00,-13.00,-7.00,-27.00,-24.00,-7.00,-10.00,-27.00,-11.00,2.00,5.00,-8.00
67,2010-02-20,6.00,-5.00,4.00,31.00,-13.00,-7.00,-27.00,-24.00,-7.00,-10.00,-27.00,-11.00,2.00,5.00,-8.00
1923,2010-02-21,5.00,37.00,43.00,68.00,47.00,37.00,85.00,-4.00,-17.00,-1.00,8.00,-15.00,42.00,-8.00,35.00
67,2010-02-21,5.00,37.00,43.00,68.00,47.00,37.00,85.00,-4.00,-17.00,-1.00,8.00,-15.00,42.00,-8.00,35.00
1927,2010-02-21,5.00,37.00,43.00,68.00,47.00,37.00,85.00,-4.00,-17.00,-1.00,8.00,-15.00,42.00,-8.00,35.00
1923,2010-02-22,23.00,15.00,3.00,8.00,-20.00,20.00,-16.00,16.00,-5.00,22.00,79.00,4.00,60.00,-8.00,31.00
67,2010-02-22,23.00,15.00,3.00,8.00,-20.00,20.00,-16.00,16.00,-5.00,22.00,79.00,4.00,60.00,-8.00,31.00
1927,2010-02-22,23.00,15.00,3.00,8.00,-20.00,20.00,-16.00,16.00,-5.00,22.00,79.00,4.00,60.00,-8.00,31.00
1923,2010-02-23,-6.00,0.00,1.00,-8.00,41.00,1440,0.00,-5.00,-8.00,11.00,1.00,11.00,-14.00,13.00,-16.00
67,2010-02-23,-6.00,0.00,1.00,-8.00,41.00,1440,0.00,-5.00,-8.00,11.00,1.00,11.00,-14.00,13.00,-16.00
1927,2010-02-23,-6.00,0.00,1.00,-8.00,41.00,1440,0.00,-5.00,-8.00,11.00,1.00,11.00,-14.00,13.00,-16.00
1923,2010-02-24,-3.00,-10.00,-9.00,-19.00,0.00,-10.00,-30.00,-13.00,-23.00,-9.00,-25.00,-3.00,-3.00,-6.00,-9.00
67,2010-02-24,-3.00,-10.00,-9.00,-19.00,0.00,-10.00,-30.00,-13.00,-23.00,-9.00,-25.00,-3.00,-3.00,-6.00,-9.00
1927,2010-02-24,-3.00,-10.00,-9.00,-19.00,0.00,-10.00,-30.00,-13.00,-23.00,-9.00,-25.00,-3.00,-3.00,-6.00,-9.00
1923,2010-02-25,-18.00,-3.00,-1.00,-12.00,4.00,-3.00,-7.00,-12.00,10.00,-2.00,-3.00,-20.00,-11.00,-22.00,0.00
67,2010-02-25,-18.00,-3.00,-1.00,-12.00,4.00,-3.00,-7.00,-12.00,10.00,-2.00,-3.00,-20.00,-11.00,-22.00,0.00
1927,2010-02-25,-18.00,-3.00,-1.00,-12.00,4.00,-3.00,-7.00,-12.00,10.00,-2.00,-3.00,-20.00,-11.00,-22.00,0.00
1923,2010-02-26,0.00,26.00,9.00,-11.00,-6.00,16.00,-17.00,-19.00,1440,-4.00,1440,-14.00,9.00,6.00,-2.00
67,2010-02-26,0.00,26.00,9.00,-11.00,-6.00,16.00,-17.00,-19.00,1440,-4.00,1440,-14.00,9.00,6.00,-2.00
1927,2010-02-26,0.00,26.00,9.00,-11.00,-6.00,16.00,-17.00,-19.00,1440,-4.00,1440,-14.00,9.00,6.00,-2.00
1923,2010-02-27,-7.00,-10.00,9.00,-22.00,-10.00,-8.00,-21.00,-28.00,-14.00,-38.00,60.00,7.00,-6.00,-18.00,-17.00
67,2010-02-27,-7.00,-10.00,9.00,-22.00,-10.00,-8.00,-21.00,-28.00,-14.00,-38.00,60.00,7.00,-6.00,-18.00,-17.00
1923,2010-02-28,-10.00,1.00,-1.00,20.00,-1.00,-5.00,-6.00,2.00,-34.00,-3.00,-22.00,0.00,4.00,-7.00,-11.00
67,2010-02-28,-10.00,1.00,-1.00,20.00,-1.00,-5.00,-6.00,2.00,-34.00,-3.00,-22.00,0.00,4.00,-7.00,-11.00
1927,2010-02-28,-10.00,1.00,-1.00,20.00,-1.00,-5.00,-6.00,2.00,-34.00,-3.00,-22.00,0.00,4.00,-7.00,-11.00
1923,2010-03-01,-4.00,25.00,15.00,3.00,-3.00,17.00,168.00,-6.00,19.00,1.00,-5.00,-4.00,113.00,-5.00,19.00
67,2010-03-01,-4.00,25.00,15.00,3.00,-3.00,17.00,168.00,-6.00,19.00,1.00,-5.00,-4.00,113.00,-5.00,19.00
1927,2010-03-01,-4.00,25.00,15.00,3.00,-3.00,17.00,168.00,-6.00,19.00,1.00,-5.00,-4.00,113.00,-5.00,19.00
1923,2010-03-02,-5.00,-18.00,-1.00,-25.00,-13.00,-6.00,-18.00,31.00,-36.00,-10.00,-34.00,-25.00,-19.00,-6.00,-13.00
67,2010-03-02,-5.00,-18.00,-1.00,-25.00,-13.00,-6.00,-18.00,31.00,-36.00,-10.00,-34.00,-25.00,-19.00,-6.00,-13.00
1927,2010-03-02,-5.00,-18.00,-1.00,-25.00,-13.00,-6.00,-18.00,31.00,-36.00,-10.00,-34.00,-25.00,-19.00,-6.00,-13.00
1923,2010-03-03,-6.00,-20.00,1.00,-28.00,-4.00,-13.00,-2.00,-29.00,-44.00,-7.00,-14.00,-24.00,-16.00,-3.00,-12.00
67,2010-03-03,-6.00,-20.00,1.00,-28.00,-4.00,-13.00,-2.00,-29.00,-44.00,-7.00,-14.00,-24.00,-16.00,-3.00,-12.00
1927,2010-03-03,-6.00,-20.00,1.00,-28.00,-4.00,-13.00,-2.00,-29.00,-44.00,-7.00,-14.00,-24.00,-16.00,-3.00,-12.00
1923,2010-03-04,12.00,-9.00,1.00,-21.00,14.00,-2.00,-5.00,-6.00,-39.00,-9.00,-36.00,-6.00,-20.00,130.00,-6.00
67,2010-03-04,12.00,-9.00,1.00,-21.00,14.00,-2.00,-5.00,-6.00,-39.00,-9.00,-36.00,-6.00,-20.00,130.00,-6.00
1927,2010-03-04,12.00,-9.00,1.00,-21.00,14.00,-2.00,-5.00,-6.00,-39.00,-9.00,-36.00,-6.00,-20.00,130.00,-6.00
1923,2010-03-05,-12.00,-6.00,4.00,-27.00,-20.00,-1.00,-28.00,-21.00,-47.00,-5.00,-39.00,-19.00,105.00,-11.00,-6.00
67,2010-03-05,-12.00,-6.00,4.00,-27.00,-20.00,-1.00,-28.00,-21.00,-47.00,-5.00,-39.00,-19.00,105.00,-11.00,-6.00
