FlightNum,FlightDate,Carrier_Origin_Del1,Carrier_Origin_Del2,Carrier_Origin_Del3,Carrier_Origin_Del4,Carrier_Origin_Del5
67,2010-01-01,6.00,-7.00,26.00,-1.00,-5.00
67,2010-01-02,23.00,5.00,-5.00,62.00,-7.00
1927,2010-01-02,23.00,5.00,-5.00,62.00,-7.00
67,2010-01-03,-2.00,-4.00,233.00,-5.00,17.00
1927,2010-01-03,-2.00,-4.00,233.00,-5.00,17.00
67,2010-01-04,0.00,12.00,8.00,17.00,15.00
1927,2010-01-04,0.00,12.00,8.00,17.00,15.00
1923,2010-01-05,3.00,-4.00,-3.00,0.00,2.00
67,2010-01-05,3.00,-4.00,-3.00,0.00,2.00
1927,2010-01-05,3.00,-4.00,-3.00,0.00,2.00
1923,2010-01-06,11.00,-3.00,-2.00,-1.00,5.00
67,2010-01-06,11.00,-3.00,-2.00,-1.00,5.00
1927,2010-01-06,11.00,-3.00,-2.00,-1.00,5.00
1923,2010-01-07,43.00,-1.00,65.00,23.00,10.00
67,2010-01-07,43.00,-1.00,65.00,23.00,10.00
1927,2010-01-07,43.00,-1.00,65.00,23.00,10.00
1923,2010-01-08,-2.00,59.00,11.00,45.00,26.00
67,2010-01-08,-2.00,59.00,11.00,45.00,26.00
1927,2010-01-08,-2.00,59.00,11.00,45.00,26.00
1923,2010-01-09,10.00,46.00,0.00,-5.00,7.00
67,2010-01-09,10.00,46.00,0.00,-5.00,7.00
1923,2010-01-10,-1.00,-4.00,30.00,-1.00,0.00
67,2010-01-10,-1.00,-4.00,30.00,-1.00,0.00
1927,2010-01-10,-1.00,-4.00,30.00,-1.00,0.00
1923,2010-01-11,-5.00,10.00,5.00,-3.00,-1.00
67,2010-01-11,-5.00,10.00,5.00,-3.00,-1.00
1927,2010-01-11,-5.00,10.00,5.00,-3.00,-1.00
1923,2010-01-12,14.00,11.00,9.00,36.00,5.00
67,2010-01-12,14.00,11.00,9.00,36.00,5.00
1927,2010-01-12,14.00,11.00,9.00,36.00,5.00
1923,2010-01-13,-1.00,0.00,-2.00,-7.00,-1.00
67,2010-01-13,-1.00,0.00,-2.00,-7.00,-1.00
1927,2010-01-13,-1.00,0.00,-2.00,-7.00,-1.00
1923,2010-01-14,-1.00,-1.00,-4.00,-5.00,2.00
67,2010-01-14,-1.00,-1.00,-4.00,-5.00,2.00
1927,2010-01-14,-1.00,-1.00,-4.00,-5.00,2.00
1923,2010-01-15,1.00,0.00,22.00,0.00,-1.00
67,2010-01-15,1.00,0.00,22.00,0.00,-1.00
1927,2010-01-15,1.00,0.00,22.00,0.00,-1.00
1923,2010-01-16,-4.00,0.00,15.00,-6.00,16.00
67,2010-01-16,-4.00,0.00,15.00,-6.00,16.00
1923,2010-01-17,7.00,-2.00,2.00,-5.00,-2.00
67,2010-01-17,7.00,-2.00,2.00,-5.00,-2.00
1927,2010-01-17,7.00,-2.00,2.00,-5.00,-2.00
1923,2010-01-18,-5.00,-2.00,1.00,-2.00,0.00
67,2010-01-18,-5.00,-2.00,1.00,-2.00,0.00
1927,2010-01-18,-5.00,-2.00,1.00,-2.00,0.00
1923,2010-01-19,-1.00,-4.00,-1.00,-7.00,2.00
67,2010-01-19,-1.00,-4.00,-1.00,-7.00,2.00
1927,2010-01-19,-1.00,-4.00,-1.00,-7.00,2.00
1923,2010-01-20,-1.00,-5.00,-6.00,-4.00,-3.00
67,2010-01-20,-1.00,-5.00,-6.00,-4.00,-3.00
1927,2010-01-20,-1.00,-5.00,-6.00,-4.00,-3.00
1923,2010-01-21,0.00,-2.00,21.00,4.00,2.00
67,2010-01-21,0.00,-2.00,21.00,4.00,2.00
1927,2010-01-21,0.00,-2.00,21.00,4.00,2.00
1923,2010-01-22,0.00,15.00,-2.00,3.00,-7.00
67,2010-01-22,0.00,15.00,-2.00,3.00,-7.00
1927,2010-01-22,0.00,15.00,-2.00,3.00,-7.00
1923,2010-01-23,-6.00,0.00,13.00,-1.00,2.00
67,2010-01-23,-6.00,0.00,13.00,-1.00,2.00
1923,2010-01-24,25.00,1440,12.00,-3.00,16.00
67,2010-01-24,25.00,1440,12.00,-3.00,16.00
1927,2010-01-24,25.00,1440,12.00,-3.00,16.00
1923,2010-01-25,-6.00,0.00,0.00,41.00,-5.00
67,2010-01-25,-6.00,0.00,0.00,41.00,-5.00
1927,2010-01-25,-6.00,0.00,0.00,41.00,-5.00
1923,2010-01-26,-6.00,-2.00,-4.00,-4.00,-2.00
67,2010-01-26,-6.00,-2.00,-4.00,-4.00,-2.00
1927,2010-01-26,-6.00,-2.00,-4.00,-4.00,-2.00
1923,2010-01-27,-3.00,-2.00,-6.00,-9.00,-1.00
67,2010-01-27,-3.00,-2.00,-6.00,-9.00,-1.00
1927,2010-01-27,-3.00,-2.00,-6.00,-9.00,-1.00
1923,2010-01-28,66.00,-2.00,-4.00,3.00,2.00
67,2010-01-28,66.00,-2.00,-4.00,3.00,2.00
1927,2010-01-28,66.00,-2.00,-4.00,3.00,2.00
1923,2010-01-29,-3.00,19.00,9.00,10.00,35.00
67,2010-01-29,-3.00,19.00,9.00,10.00,35.00
1927,2010-01-29,-3.00,19.00,9.00,10.00,35.00
1923,2010-01-30,-3.00,1440,6.00,1440,-5.00
67,2010-01-30,-3.00,1440,6.00,1440,-5.00
1923,2010-01-31,-5.00,-2.00,1.00,-4.00,-4.00
67,2010-01-31,-5.00,-2.00,1.00,-4.00,-4.00
1927,2010-01-31,-5.00,-2.00,1.00,-4.00,-4.00
1923,2010-02-01,-3.00,-4.00,64.00,-3.00,2.00
67,2010-02-01,-3.00,-4.00,64.00,-3.00,2.00
1927,2010-02-01,-3.00,-4.00,64.00,-3.00,2.00
1923,2010-02-02,-4.00,-1.00,19.00,-6.00,1.00
67,2010-02-02,-4.00,-1.00,19.00,-6.00,1.00
1927,2010-02-02,-4.00,-1.00,19.00,-6.00,1.00
1923,2010-02-03,2.00,2.00,7.00,-3.00,-5.00
67,2010-02-03,2.00,2.00,7.00,-3.00,-5.00
1927,2010-02-03,2.00,2.00,7.00,-3.00,-5.00
1923,2010-02-04,27.00,25.00,21.00,11.00,4.00
67,2010-02-04,27.00,25.00,21.00,11.00,4.00
1927,2010-02-04,27.00,25.00,21.00,11.00,4.00
1923,2010-02-05,0.00,3.00,15.00,1440,-3.00
67,2010-02-05,0.00,3.00,15.00,1440,-3.00
1927,2010-02-05,0.00,3.00,15.00,1440,-3.00
1923,2010-02-06,-1.00,-6.00,0.00,1440,-3.00
67,2010-02-06,-1.00,-6.00,0.00,1440,-3.00
1923,2010-02-07,-5.00,-3.00,7.00,2.00,3.00
67,2010-02-07,-5.00,-3.00,7.00,2.00,3.00
1927,2010-02-07,-5.00,-3.00,7.00,2.00,3.00
1923,2010-02-08,-6.00,-5.00,3.00,-4.00,1.00
67,2010-02-08,-6.00,-5.00,3.00,-4.00,1.00
1927,2010-02-08,-6.00,-5.00,3.00,-4.00,1.00
1923,2010-02-09,-7.00,4.00,30.00,-2.00,37.00
67,2010-02-09,-7.00,4.00,30.00,-2.00,37.00
1927,2010-02-09,-7.00,4.00,30.00,-2.00,37.00
1923,2010-02-10,-5.00,29.00,-4.00,-1.00,-7.00
67,2010-02-10,-5.00,29.00,-4.00,-1.00,-7.00
1927,2010-02-10,-5.00,29.00,-4.00,-1.00,-7.00
1923,2010-02-11,14.00,12.00,18.00,9.00,19.00
67,2010-02-11,14.00,12.00,18.00,9.00,19.00
1927,2010-02-11,14.00,12.00,18.00,9.00,19.00
1923,2010-02-12,-6.00,1440,1440,-4.00,3.00
67,2010-02-12,-6.00,1440,1440,-4.00,3.00
1927,2010-02-12,-6.00,1440,1440,-4.00,3.00
1923,2010-02-13,18.00,-6.00,2.00,1440,1440
67,2010-02-13,18.00,-6.00,2.00,1440,1440
1923,2010-02-14,2.00,-4.00,11.00,-2.00,-2.00
67,2010-02-14,2.00,-4.00,11.00,-2.00,-2.00
1923,2010-02-15,62.00,-3.00,4.00,14.00,-5.00
67,2010-02-15,62.00,-3.00,4.00,14.00,-5.00
1927,2010-02-15,62.00,-3.00,4.00,14.00,-5.00
1923,2010-02-16,-6.00,-4.00,9.00,-2.00,9.00
67,2010-02-16,-6.00,-4.00,9.00,-2.00,9.00
1927,2010-02-16,-6.00,-4.00,9.00,-2.00,9.00
1923,2010-02-17,-3.00,-4.00,49.00,-5.00,-3.00
67,2010-02-17,-3.00,-4.00,49.00,-5.00,-3.00
1927,2010-02-17,-3.00,-4.00,49.00,-5.00,-3.00
1923,2010-02-18,0.00,-4.00,3.00,-3.00,0.00
67,2010-02-18,0.00,-4.00,3.00,-3.00,0.00
1927,2010-02-18,0.00,-4.00,3.00,-3.00,0.00
1923,2010-02-19,0.00,-2.00,4.00,-4.00,-4.00
67,2010-02-19,0.00,-2.00,4.00,-4.00,-4.00
1927,2010-02-19,0.00,-2.00,4.00,-4.00,-4.00
1923,2010-02-20,-2.00,9.00,18.00,-4.00,5.00
67,2010-02-20,-2.00,9.00,18.00,-4.00,5.00
1923,2010-02-21,9.00,-2.00,-5.00,-5.00,-5.00
67,2010-02-21,9.00,-2.00,-5.00,-5.00,-5.00
1927,2010-02-21,9.00,-2.00,-5.00,-5.00,-5.00
1923,2010-02-22,14.00,-2.00,44.00,16.00,-3.00
67,2010-02-22,14.00,-2.00,44.00,16.00,-3.00
1927,2010-02-22,14.00,-2.00,44.00,16.00,-3.00
1923,2010-02-23,-3.00,-4.00,12.00,-2.00,-3.00
67,2010-02-23,-3.00,-4.00,12.00,-2.00,-3.00
1927,2010-02-23,-3.00,-4.00,12.00,-2.00,-3.00
1923,2010-02-24,70.00,181.00,95.00,236.00,90.00
67,2010-02-24,70.00,181.00,95.00,236.00,90.00
1927,2010-02-24,70.00,181.00,95.00,236.00,90.00
1923,2010-02-25,-1.00,-1.00,-3.00,-6.00,14.00
67,2010-02-25,-1.00,-1.00,-3.00,-6.00,14.00
1927,2010-02-25,-1.00,-1.00,-3.00,-6.00,14.00
1923,2010-02-26,-5.00,-5.00,16.00,-5.00,-3.00
67,2010-02-26,-5.00,-5.00,16.00,-5.00,-3.00
1927,2010-02-26,-5.00,-5.00,16.00,-5.00,-3.00
1923,2010-02-27,-4.00,-3.00,-5.00,7.00,11.00
67,2010-02-27,-4.00,-3.00,-5.00,7.00,11.00
1923,2010-02-28,-5.00,8.00,-6.00,-3.00,-3.00
67,2010-02-28,-5.00,8.00,-6.00,-3.00,-3.00
1927,2010-02-28,-5.00,8.00,-6.00,-3.00,-3.00
1923,2010-03-01,-6.00,-3.00,-1.00,0.00,8.00
67,2010-03-01,-6.00,-3.00,-1.00,0.00,8.00
1927,2010-03-01,-6.00,-3.00,-1.00,0.00,8.00
1923,2010-03-02,1440,1440,1440,1440,1440
67,2010-03-02,1440,1440,1440,1440,1440
1927,2010-03-02,1440,1440,1440,1440,1440
1923,2010-03-03,3.00,3.00,-1.00,-2.00,0.00
67,2010-03-03,3.00,3.00,-1.00,-2.00,0.00
1927,2010-03-03,3.00,3.00,-1.00,-2.00,0.00
1923,2010-03-04,2.00,30.00,-4.00,-2.00,-5.00
67,2010-03-04,2.00,30.00,-4.00,-2.00,-5.00
1927,2010-03-04,2.00,30.00,-4.00,-2.00,-5.00
1923,2010-03-05,1.00,-1.00,-1.00,-7.00,77.00
67,2010-03-05,1.00,-1.00,-1.00,-7.00,77.00
1927,2010-03-05,1.00,-1.00,-1.00,-7.00,77.00
1923,2010-03-06,-5.00,-6.00,-1.00,-1.00,5.00
67,2010-03-06,-5.00,-6.00,-1.00,-1.00,5.00
1923,2010-03-07,4.00,-7.00,-2.00,-4.00,-5.00
67,2010-03-07,4.00,-7.00,-2.00,-4.00,-5.00
1927,2010-03-07,4.00,-7.00,-2.00,-4.00,-5.00
1923,2010-03-08,-3.00,-3.00,-1.00,-4.00,0.00
67,2010-03-08,-3.00,-3.00,-1.00,-4.00,0.00
1927,2010-03-08,-3.00,-3.00,-1.00,-4.00,0.00
1923,2010-03-09,-2.00,-1.00,-4.00,103.00,-3.00
67,2010-03-09,-2.00,-1.00,-4.00,103.00,-3.00
1927,2010-03-09,-2.00,-1.00,-4.00,103.00,-3.00
1923,2010-03-10,56.00,41.00,44.00,19.00,102.00
67,2010-03-10,56.00,41.00,44.00,19.00,102.00
1927,2010-03-10,56.00,41.00,44.00,19.00,102.00
1923,2010-03-11,4.00,18.00,75.00,15.00,88.00
67,2010-03-11,4.00,18.00,75.00,15.00,88.00
1927,2010-03-11,4.00,18.00,75.00,15.00,88.00
1923,2010-03-12,154.00,111.00,0.00,70.00,113.00
67,2010-03-12,154.00,111.00,0.00,70.00,113.00
1927,2010-03-12,154.00,111.00,0.00,70.00,113.00
1923,2010-03-13,-1.00,-1.00,-4.00,15.00,18.00
67,2010-03-13,-1.00,-1.00,-4.00,15.00,18.00
1923,2010-03-14,-4.00,1.00,3.00,33.00,9.00
1263,2010-03-14,-4.00,1.00,3.00,33.00,9.00
1927,2010-03-14,-4.00,1.00,3.00,33.00,9.00
1923,2010-03-15,-3.00,-4.00,6.00,-3.00,0.00
67,2010-03-15,-3.00,-4.00,6.00,-3.00,0.00
1927,2010-03-15,-3.00,-4.00,6.00,-3.00,0.00
1923,2010-03-16,-3.00,-4.00,-4.00,-2.00,-2.00
67,2010-03-16,-3.00,-4.00,-4.00,-2.00,-2.00
1927,2010-03-16,-3.00,-4.00,-4.00,-2.00,-2.00
1923,2010-03-17,-1.00,-1.00,-4.00,-4.00,-3.00
67,2010-03-17,-1.00,-1.00,-4.00,-4.00,-3.00
1927,2010-03-17,-1.00,-1.00,-4.00,-4.00,-3.00
1923,2010-03-18,-3.00,2.00,-2.00,-8.00,-4.00
67,2010-03-18,-3.00,2.00,-2.00,-8.00,-4.00
1927,2010-03-18,-3.00,2.00,-2.00,-8.00,-4.00
1923,2010-03-19,0.00,-3.00,10.00,-4.00,-3.00
67,2010-03-19,0.00,-3.00,10.00,-4.00,-3.00
1927,2010-03-19,0.00,-3.00,10.00,-4.00,-3.00
1923,2010-03-20,-4.00,-5.00,-8.00,0.00,13.00
67,2010-03-20,-4.00,-5.00,-8.00,0.00,13.00
1923,2010-03-21,2.00,0.00,41.00,2.00,-4.00
67,2010-03-21,2.00,0.00,41.00,2.00,-4.00
1927,2010-03-21,2.00,0.00,41.00,2.00,-4.00
1923,2010-03-22,11.00,6.00,-4.00,-4.00,-4.00
67,2010-03-22,11.00,6.00,-4.00,-4.00,-4.00
1927,2010-03-22,11.00,6.00,-4.00,-4.00,-4.00
1923,2010-03-23,-6.00,0.00,10.00,-6.00,18.00
67,2010-03-23,-6.00,0.00,10.00,-6.00,18.00
1927,2010-03-23,-6.00,0.00,10.00,-6.00,18.00
1923,2010-03-24,-7.00,-3.00,-6.00,-3.00,-6.00
67,2010-03-24,-7.00,-3.00,-6.00,-3.00,-6.00
1927,2010-03-24,-7.00,-3.00,-6.00,-3.00,-6.00
1923,2010-03-25,-1.00,4.00,-3.00,-1.00,-3.00
67,2010-03-25,-1.00,4.00,-3.00,-1.00,-3.00
1927,2010-03-25,-1.00,4.00,-3.00,-1.00,-3.00
1923,2010-03-26,14.00,-2.00,2.00,-1.00,-4.00
67,2010-03-26,14.00,-2.00,2.00,-1.00,-4.00
1927,2010-03-26,14.00,-2.00,2.00,-1.00,-4.00
1923,2010-03-27,-4.00,-5.00,-4.00,8.00,-6.00
67,2010-03-27,-4.00,-5.00,-4.00,8.00,-6.00
1923,2010-03-28,12.00,-4.00,1.00,26.00,-2.00
67,2010-03-28,12.00,-4.00,1.00,26.00,-2.00
1927,2010-03-28,12.00,-4.00,1.00,26.00,-2.00
1923,2010-03-29,-4.00,-3.00,-5.00,-6.00,-6.00
67,2010-03-29,-4.00,-3.00,-5.00,-6.00,-6.00
1927,2010-03-29,-4.00,-3.00,-5.00,-6.00,-6.00
1923,2010-03-30,-5.00,-6.00,2.00,11.00,2.00
67,2010-03-30,-5.00,-6.00,2.00,11.00,2.00
1927,2010-03-30,-5.00,-6.00,2.00,11.00,2.00
1923,2010-03-31,-7.00,15.00,1.00,-8.00,-2.00
67,2010-03-31,-7.00,15.00,1.00,-8.00,-2.00
1927,2010-03-31,-7.00,15.00,1.00,-8.00,-2.00
1923,2010-04-01,-4.00,27.00,-3.00,6.00,-4.00
67,2010-04-01,-4.00,27.00,-3.00,6.00,-4.00
1927,2010-04-01,-4.00,27.00,-3.00,6.00,-4.00
1923,2010-04-02,80.00,-2.00,-6.00,-1.00,-2.00
67,2010-04-02,80.00,-2.00,-6.00,-1.00,-2.00
1927,2010-04-02,80.00,-2.00,-6.00,-1.00,-2.00
1923,2010-04-03,1.00,-5.00,-4.00,-5.00,36.00
67,2010-04-03,1.00,-5.00,-4.00,-5.00,36.00
1923,2010-04-04,-7.00,-1.00,-8.00,-7.00,-8.00
67,2010-04-04,-7.00,-1.00,-8.00,-7.00,-8.00
1927,2010-04-04,-7.00,-1.00,-8.00,-7.00,-8.00
1923,2010-04-05,-5.00,-6.00,-4.00,-5.00,-8.00
67,2010-04-05,-5.00,-6.00,-4.00,-5.00,-8.00
1927,2010-04-05,-5.00,-6.00,-4.00,-5.00,-8.00
1923,2010-04-06,-1.00,-3.00,-4.00,26.00,-3.00
67,2010-04-06,-1.00,-3.00,-4.00,26.00,-3.00
1265,2010-04-06,-1.00,-3.00,-4.00,26.00,-3.00
1923,2010-04-07,-4.00,46.00,-3.00,2.00,7.00
67,2010-04-07,-4.00,46.00,-3.00,2.00,7.00
1265,2010-04-07,-4.00,46.00,-3.00,2.00,7.00
1923,2010-04-08,60.00,30.00,-2.00,36.00,3.00
67,2010-04-08,60.00,30.00,-2.00,36.00,3.00
1265,2010-04-08,60.00,30.00,-2.00,36.00,3.00
1923,2010-04-09,-4.00,-2.00,16.00,-2.00,-1.00
67,2010-04-09,-4.00,-2.00,16.00,-2.00,-1.00
1265,2010-04-09,-4.00,-2.00,16.00,-2.00,-1.00
1923,2010-04-10,2.00,-2.00,19.00,-4.00,-4.00
67,2010-04-10,2.00,-2.00,19.00,-4.00,-4.00
1923,2010-04-11,-7.00,-4.00,-4.00,0.00,-4.00
67,2010-04-11,-7.00,-4.00,-4.00,0.00,-4.00
1265,2010-04-11,-7.00,-4.00,-4.00,0.00,-4.00
1923,2010-04-12,-5.00,18.00,-1.00,32.00,-3.00
67,2010-04-12,-5.00,18.00,-1.00,32.00,-3.00
1265,2010-04-12,-5.00,18.00,-1.00,32.00,-3.00
1923,2010-04-13,-1.00,3.00,3.00,-5.00,-2.00
67,2010-04-13,-1.00,3.00,3.00,-5.00,-2.00
1265,2010-04-13,-1.00,3.00,3.00,-5.00,-2.00
1923,2010-04-14,-3.00,-6.00,-4.00,-5.00,4.00
67,2010-04-14,-3.00,-6.00,-4.00,-5.00,4.00
1265,2010-04-14,-3.00,-6.00,-4.00,-5.00,4.00
1923,2010-04-15,-3.00,1.00,30.00,-3.00,-1.00
67,2010-04-15,-3.00,1.00,30.00,-3.00,-1.00
1265,2010-04-15,-3.00,1.00,30.00,-3.00,-1.00
1923,2010-04-16,-4.00,2.00,4.00,-4.00,16.00
67,2010-04-16,-4.00,2.00,4.00,-4.00,16.00
1265,2010-04-16,-4.00,2.00,4.00,-4.00,16.00
1923,2010-04-17,-3.00,-1.00,-6.00,18.00,-4.00
67,2010-04-17,-3.00,-1.00,-6.00,18.00,-4.00
1923,2010-04-18,0.00,-3.00,-5.00,0.00,39.00
67,2010-04-18,0.00,-3.00,-5.00,0.00,39.00
1265,2010-04-18,0.00,-3.00,-5.00,0.00,39.00
1923,2010-04-19,-3.00,-7.00,-4.00,1.00,-5.00
67,2010-04-19,-3.00,-7.00,-4.00,1.00,-5.00
1265,2010-04-19,-3.00,-7.00,-4.00,1.00,-5.00
1923,2010-04-20,-5.00,-5.00,-4.00,-5.00,-3.00
67,2010-04-20,-5.00,-5.00,-4.00,-5.00,-3.00
1265,2010-04-20,-5.00,-5.00,-4.00,-5.00,-3.00
1923,2010-04-21,0.00,23.00,-3.00,0.00,-7.00
67,2010-04-21,0.00,23.00,-3.00,0.00,-7.00
1265,2010-04-21,0.00,23.00,-3.00,0.00,-7.00
1923,2010-04-22,0.00,11.00,0.00,-6.00,-3.00
67,2010-04-22,0.00,11.00,0.00,-6.00,-3.00
1265,2010-04-22,0.00,11.00,0.00,-6.00,-3.00
1923,2010-04-23,-10.00,-2.00,-3.00,-3.00,7.00
67,2010-04-23,-10.00,-2.00,-3.00,-3.00,7.00
1265,2010-04-23,-10.00,-2.00,-3.00,-3.00,7.00
1923,2010-04-24,114.00,1440,1440,73.00,24.00
67,2010-04-24,114.00,1440,1440,73.00,24.00
1923,2010-04-25,36.00,-1.00,0.00,2.00,-5.00
67,2010-04-25,36.00,-1.00,0.00,2.00,-5.00
1265,2010-04-25,36.00,-1.00,0.00,2.00,-5.00
1923,2010-04-26,-4.00,5.00,34.00,13.00,-7.00
67,2010-04-26,-4.00,5.00,34.00,13.00,-7.00
1265,2010-04-26,-4.00,5.00,34.00,13.00,-7.00
1923,2010-04-27,3.00,4.00,1.00,-10.00,-2.00
67,2010-04-27,3.00,4.00,1.00,-10.00,-2.00
1265,2010-04-27,3.00,4.00,1.00,-10.00,-2.00
1923,2010-04-28,-6.00,-1.00,-6.00,-4.00,-3.00
67,2010-04-28,-6.00,-1.00,-6.00,-4.00,-3.00
1265,2010-04-28,-6.00,-1.00,-6.00,-4.00,-3.00
1923,2010-04-29,32.00,-1.00,-6.00,-3.00,26.00
67,2010-04-29,32.00,-1.00,-6.00,-3.00,26.00
1265,2010-04-29,32.00,-1.00,-6.00,-3.00,26.00
1923,2010-04-30,-2.00,1.00,-4.00,-3.00,-5.00
67,2010-04-30,-2.00,1.00,-4.00,-3.00,-5.00
1265,2010-04-30,-2.00,1.00,-4.00,-3.00,-5.00
2111,2010-05-01,1.00,-7.00,3.00,-3.00,1.00
2011,2010-05-01,1.00,-7.00,3.00,-3.00,1.00
2111,2010-05-02,11.00,-5.00,0.00,0.00,15.00
2011,2010-05-02,11.00,-5.00,0.00,0.00,15.00
1911,2010-05-02,11.00,-5.00,0.00,0.00,15.00
2111,2010-05-03,18.00,56.00,35.00,77.00,1440
2011,2010-05-03,18.00,56.00,35.00,77.00,1440
1911,2010-05-03,18.00,56.00,35.00,77.00,1440
2111,2010-05-04,0.00,-1.00,-4.00,21.00,5.00
2011,2010-05-04,0.00,-1.00,-4.00,21.00,5.00
1911,2010-05-04,0.00,-1.00,-4.00,21.00,5.00
2111,2010-05-05,-2.00,-3.00,-7.00,-2.00,-4.00
2011,2010-05-05,-2.00,-3.00,-7.00,-2.00,-4.00
1911,2010-05-05,-2.00,-3.00,-7.00,-2.00,-4.00
2111,2010-05-06,18.00,5.00,-2.00,-3.00,-2.00
2011,2010-05-06,18.00,5.00,-2.00,-3.00,-2.00
1911,2010-05-06,18.00,5.00,-2.00,-3.00,-2.00
2111,2010-05-07,-2.00,15.00,-3.00,22.00,-1.00
2011,2010-05-07,-2.00,15.00,-3.00,22.00,-1.00
1911,2010-05-07,-2.00,15.00,-3.00,22.00,-1.00
2111,2010-05-08,0.00,-7.00,7.00,-6.00,-3.00
2011,2010-05-08,0.00,-7.00,7.00,-6.00,-3.00
2111,2010-05-09,-2.00,-6.00,-2.00,-6.00,-5.00
2011,2010-05-09,-2.00,-6.00,-2.00,-6.00,-5.00
1911,2010-05-09,-2.00,-6.00,-2.00,-6.00,-5.00
2111,2010-05-10,0.00,0.00,2.00,-3.00,0.00
2011,2010-05-10,0.00,0.00,2.00,-3.00,0.00
1911,2010-05-10,0.00,0.00,2.00,-3.00,0.00
2111,2010-05-11,4.00,17.00,-2.00,-1.00,-1.00
2011,2010-05-11,4.00,17.00,-2.00,-1.00,-1.00
1911,2010-05-11,4.00,17.00,-2.00,-1.00,-1.00
2111,2010-05-12,15.00,17.00,-2.00,16.00,22.00
2011,2010-05-12,15.00,17.00,-2.00,16.00,22.00
1911,2010-05-12,15.00,17.00,-2.00,16.00,22.00
2111,2010-05-13,20.00,7.00,9.00,44.00,-1.00
2011,2010-05-13,20.00,7.00,9.00,44.00,-1.00
1911,2010-05-13,20.00,7.00,9.00,44.00,-1.00
2111,2010-05-14,19.00,49.00,19.00,-5.00,-3.00
2011,2010-05-14,19.00,49.00,19.00,-5.00,-3.00
1911,2010-05-14,19.00,49.00,19.00,-5.00,-3.00
2111,2010-05-15,-3.00,-5.00,35.00,11.00,-3.00
2011,2010-05-15,-3.00,-5.00,35.00,11.00,-3.00
2111,2010-05-16,15.00,0.00,10.00,-2.00,-2.00
2011,2010-05-16,15.00,0.00,10.00,-2.00,-2.00
1911,2010-05-16,15.00,0.00,10.00,-2.00,-2.00
2111,2010-05-17,25.00,27.00,-5.00,24.00,-1.00
2011,2010-05-17,25.00,27.00,-5.00,24.00,-1.00
1911,2010-05-17,25.00,27.00,-5.00,24.00,-1.00
2111,2010-05-18,1.00,-2.00,-4.00,9.00,-1.00
2011,2010-05-18,1.00,-2.00,-4.00,9.00,-1.00
1911,2010-05-18,1.00,-2.00,-4.00,9.00,-1.00
2111,2010-05-19,57.00,2.00,1.00,-5.00,37.00
2011,2010-05-19,57.00,2.00,1.00,-5.00,37.00
1911,2010-05-19,57.00,2.00,1.00,-5.00,37.00
2111,2010-05-20,-6.00,-4.00,-2.00,2.00,16.00
2011,2010-05-20,-6.00,-4.00,-2.00,2.00,16.00
1911,2010-05-20,-6.00,-4.00,-2.00,2.00,16.00
2111,2010-05-21,20.00,80.00,8.00,1440,5.00
2011,2010-05-21,20.00,80.00,8.00,1440,5.00
1911,2010-05-21,20.00,80.00,8.00,1440,5.00
2111,2010-05-22,10.00,14.00,13.00,5.00,248.00
2011,2010-05-22,10.00,14.00,13.00,5.00,248.00
2111,2010-05-23,0.00,-1.00,0.00,4.00,70.00
2011,2010-05-23,0.00,-1.00,0.00,4.00,70.00
1911,2010-05-23,0.00,-1.00,0.00,4.00,70.00
2111,2010-05-24,3.00,-6.00,-1.00,-4.00,115.00
2011,2010-05-24,3.00,-6.00,-1.00,-4.00,115.00
1911,2010-05-24,3.00,-6.00,-1.00,-4.00,115.00
2111,2010-05-25,-5.00,-4.00,-6.00,-3.00,0.00
2011,2010-05-25,-5.00,-4.00,-6.00,-3.00,0.00
1911,2010-05-25,-5.00,-4.00,-6.00,-3.00,0.00
2111,2010-05-26,-4.00,-5.00,-4.00,5.00,0.00
2011,2010-05-26,-4.00,-5.00,-4.00,5.00,0.00
1911,2010-05-26,-4.00,-5.00,-4.00,5.00,0.00
2111,2010-05-27,-6.00,3.00,4.00,-1.00,1.00
2011,2010-05-27,-6.00,3.00,4.00,-1.00,1.00
1911,2010-05-27,-6.00,3.00,4.00,-1.00,1.00
2111,2010-05-28,6.00,-4.00,-1.00,19.00,1.00
2011,2010-05-28,6.00,-4.00,-1.00,19.00,1.00
1911,2010-05-28,6.00,-4.00,-1.00,19.00,1.00
2111,2010-05-29,2.00,120.00,60.00,6.00,23.00
2011,2010-05-29,2.00,120.00,60.00,6.00,23.00
2111,2010-05-30,-2.00,18.00,-3.00,-3.00,0.00
2011,2010-05-30,-2.00,18.00,-3.00,-3.00,0.00
2111,2010-05-31,-6.00,43.00,23.00,-3.00,-7.00
2011,2010-05-31,-6.00,43.00,23.00,-3.00,-7.00
1911,2010-05-31,-6.00,43.00,23.00,-3.00,-7.00
2111,2010-06-01,8.00,7.00,-1.00,-6.00,-3.00
2011,2010-06-01,8.00,7.00,-1.00,-6.00,-3.00
1911,2010-06-01,8.00,7.00,-1.00,-6.00,-3.00
2111,2010-06-02,0.00,46.00,11.00,-3.00,-3.00
2011,2010-06-02,0.00,46.00,11.00,-3.00,-3.00
1911,2010-06-02,0.00,46.00,11.00,-3.00,-3.00
