FlightNum,FlightDate,Carrier_Origin_Del1,Carrier_Origin_Del2,Carrier_Origin_Del3,Carrier_Origin_Del4,Carrier_Origin_Del5
1810,2013-10-29,-1.00,0.00,0.00,-6.00,-4.00
1769,2013-10-29,-1.00,0.00,0.00,-6.00,-4.00
2210,2013-10-30,-2.00,-6.00,0.00,11.00,-5.00
1810,2013-10-30,-2.00,-6.00,0.00,11.00,-5.00
1769,2013-10-30,-2.00,-6.00,0.00,11.00,-5.00
2210,2013-10-31,-3.00,-2.00,0.00,0.00,-5.00
1810,2013-10-31,-3.00,-2.00,0.00,0.00,-5.00
1769,2013-10-31,-3.00,-2.00,0.00,0.00,-5.00
2210,2013-11-01,-3.00,-3.00,6.00,0.00,-3.00
1810,2013-11-01,-3.00,-3.00,6.00,0.00,-3.00
1769,2013-11-01,-3.00,-3.00,6.00,0.00,-3.00
2210,2013-11-02,0.00,59.00,3.00,-4.00,-2.00
1810,2013-11-02,0.00,59.00,3.00,-4.00,-2.00
2210,2013-11-03,1.00,-2.00,-1.00,-3.00,0.00
1810,2013-11-03,1.00,-2.00,-1.00,-3.00,0.00
694,2013-11-03,1.00,-2.00,-1.00,-3.00,0.00
2210,2013-11-04,-4.00,0.00,9.00,7.00,-3.00
1810,2013-11-04,-4.00,0.00,9.00,7.00,-3.00
694,2013-11-04,-4.00,0.00,9.00,7.00,-3.00
2210,2013-11-05,0.00,0.00,-1.00,-3.00,1.00
1810,2013-11-05,0.00,0.00,-1.00,-3.00,1.00
694,2013-11-05,0.00,0.00,-1.00,-3.00,1.00
2210,2013-11-06,8.00,-3.00,-1.00,0.00,-4.00
1810,2013-11-06,8.00,-3.00,-1.00,0.00,-4.00
694,2013-11-06,8.00,-3.00,-1.00,0.00,-4.00
2210,2013-11-07,136.00,-2.00,0.00,1.00,1.00
1810,2013-11-07,136.00,-2.00,0.00,1.00,1.00
694,2013-11-07,136.00,-2.00,0.00,1.00,1.00
2210,2013-11-08,-3.00,62.00,2.00,-2.00,-3.00
1810,2013-11-08,-3.00,62.00,2.00,-2.00,-3.00
694,2013-11-08,-3.00,62.00,2.00,-2.00,-3.00
2210,2013-11-09,45.00,-3.00,1.00,-1.00,-1.00
1810,2013-11-09,45.00,-3.00,1.00,-1.00,-1.00
2210,2013-11-10,-3.00,0.00,-2.00,18.00,0.00
1810,2013-11-10,-3.00,0.00,-2.00,18.00,0.00
694,2013-11-10,-3.00,0.00,-2.00,18.00,0.00
2210,2013-11-11,-1.00,-2.00,9.00,-4.00,-3.00
1810,2013-11-11,-1.00,-2.00,9.00,-4.00,-3.00
694,2013-11-11,-1.00,-2.00,9.00,-4.00,-3.00
2210,2013-11-12,10.00,10.00,27.00,7.00,-1.00
1810,2013-11-12,10.00,10.00,27.00,7.00,-1.00
694,2013-11-12,10.00,10.00,27.00,7.00,-1.00
2210,2013-11-13,-3.00,-1.00,-2.00,-4.00,-3.00
1810,2013-11-13,-3.00,-1.00,-2.00,-4.00,-3.00
694,2013-11-13,-3.00,-1.00,-2.00,-4.00,-3.00
2210,2013-11-14,3.00,0.00,17.00,-6.00,8.00
1810,2013-11-14,3.00,0.00,17.00,-6.00,8.00
694,2013-11-14,3.00,0.00,17.00,-6.00,8.00
2210,2013-11-15,1.00,-1.00,-3.00,-7.00,8.00
1810,2013-11-15,1.00,-1.00,-3.00,-7.00,8.00
694,2013-11-15,1.00,-1.00,-3.00,-7.00,8.00
2210,2013-11-16,25.00,-1.00,27.00,20.00,1.00
1810,2013-11-16,25.00,-1.00,27.00,20.00,1.00
2210,2013-11-17,6.00,0.00,17.00,287.00,2.00
1810,2013-11-17,6.00,0.00,17.00,287.00,2.00
694,2013-11-17,6.00,0.00,17.00,287.00,2.00
2210,2013-11-18,0.00,23.00,-1.00,-1.00,-1.00
1810,2013-11-18,0.00,23.00,-1.00,-1.00,-1.00
694,2013-11-18,0.00,23.00,-1.00,-1.00,-1.00
2210,2013-11-19,0.00,22.00,42.00,13.00,-1.00
1810,2013-11-19,0.00,22.00,42.00,13.00,-1.00
694,2013-11-19,0.00,22.00,42.00,13.00,-1.00
2210,2013-11-20,-1.00,-2.00,2.00,4.00,-1.00
1810,2013-11-20,-1.00,-2.00,2.00,4.00,-1.00
694,2013-11-20,-1.00,-2.00,2.00,4.00,-1.00
2210,2013-11-21,9.00,-3.00,-3.00,1.00,25.00
1810,2013-11-21,9.00,-3.00,-3.00,1.00,25.00
694,2013-11-21,9.00,-3.00,-3.00,1.00,25.00
2210,2013-11-22,60.00,6.00,23.00,4.00,68.00
1810,2013-11-22,60.00,6.00,23.00,4.00,68.00
694,2013-11-22,60.00,6.00,23.00,4.00,68.00
2210,2013-11-23,-4.00,0.00,-1.00,9.00,-4.00
1810,2013-11-23,-4.00,0.00,-1.00,9.00,-4.00
2210,2013-11-24,49.00,-4.00,44.00,1.00,13.00
1810,2013-11-24,49.00,-4.00,44.00,1.00,13.00
694,2013-11-24,49.00,-4.00,44.00,1.00,13.00
2210,2013-11-25,2.00,0.00,0.00,0.00,4.00
1810,2013-11-25,2.00,0.00,0.00,0.00,4.00
694,2013-11-25,2.00,0.00,0.00,0.00,4.00
2210,2013-11-26,18.00,24.00,25.00,31.00,23.00
1810,2013-11-26,18.00,24.00,25.00,31.00,23.00
694,2013-11-26,18.00,24.00,25.00,31.00,23.00
2210,2013-11-27,3.00,6.00,87.00,19.00,159.00
1810,2013-11-27,3.00,6.00,87.00,19.00,159.00
694,2013-11-27,3.00,6.00,87.00,19.00,159.00
2210,2013-11-28,-2.00,-2.00,0.00,-3.00,0.00
1810,2013-11-29,0.00,-4.00,-5.00,-3.00,2.00
2210,2013-11-30,19.00,-4.00,31.00,24.00,-1.00
1810,2013-11-30,19.00,-4.00,31.00,24.00,-1.00
694,2013-11-30,19.00,-4.00,31.00,24.00,-1.00
2210,2013-12-01,8.00,13.00,-2.00,-1.00,0.00
1810,2013-12-01,8.00,13.00,-2.00,-1.00,0.00
694,2013-12-01,8.00,13.00,-2.00,-1.00,0.00
2210,2013-12-02,17.00,11.00,2.00,20.00,20.00
1810,2013-12-02,17.00,11.00,2.00,20.00,20.00
694,2013-12-02,17.00,11.00,2.00,20.00,20.00
2210,2013-12-03,25.00,9.00,31.00,-2.00,4.00
1810,2013-12-03,25.00,9.00,31.00,-2.00,4.00
694,2013-12-03,25.00,9.00,31.00,-2.00,4.00
2210,2013-12-04,31.00,3.00,2.00,-2.00,4.00
1810,2013-12-04,31.00,3.00,2.00,-2.00,4.00
694,2013-12-04,31.00,3.00,2.00,-2.00,4.00
2210,2013-12-05,-3.00,3.00,-3.00,1.00,198.00
1810,2013-12-05,-3.00,3.00,-3.00,1.00,198.00
694,2013-12-05,-3.00,3.00,-3.00,1.00,198.00
2210,2013-12-06,7.00,1440,5.00,0.00,0.00
1810,2013-12-06,7.00,1440,5.00,0.00,0.00
694,2013-12-06,7.00,1440,5.00,0.00,0.00
1810,2013-12-07,-1.00,5.00,-2.00,8.00,-2.00
694,2013-12-07,-1.00,5.00,-2.00,8.00,-2.00
2210,2013-12-08,39.00,10.00,0.00,50.00,-2.00
1810,2013-12-08,39.00,10.00,0.00,50.00,-2.00
694,2013-12-08,39.00,10.00,0.00,50.00,-2.00
2210,2013-12-09,2.00,1.00,1.00,229.00,-4.00
1810,2013-12-09,2.00,1.00,1.00,229.00,-4.00
694,2013-12-09,2.00,1.00,1.00,229.00,-4.00
2210,2013-12-10,-1.00,-3.00,9.00,0.00,-3.00
1810,2013-12-10,-1.00,-3.00,9.00,0.00,-3.00
694,2013-12-10,-1.00,-3.00,9.00,0.00,-3.00
2210,2013-12-11,2.00,-1.00,13.00,-2.00,-1.00
1810,2013-12-11,2.00,-1.00,13.00,-2.00,-1.00
694,2013-12-11,2.00,-1.00,13.00,-2.00,-1.00
2210,2013-12-12,-2.00,-2.00,2.00,1.00,80.00
1810,2013-12-12,-2.00,-2.00,2.00,1.00,80.00
694,2013-12-12,-2.00,-2.00,2.00,1.00,80.00
2210,2013-12-13,-1.00,12.00,0.00,2.00,-4.00
1810,2013-12-13,-1.00,12.00,0.00,2.00,-4.00
694,2013-12-13,-1.00,12.00,0.00,2.00,-4.00
1810,2013-12-14,3.00,11.00,-6.00,-2.00,1440
694,2013-12-14,3.00,11.00,-6.00,-2.00,1440
2210,2013-12-15,19.00,1.00,17.00,0.00,1.00
1810,2013-12-15,19.00,1.00,17.00,0.00,1.00
694,2013-12-15,19.00,1.00,17.00,0.00,1.00
2210,2013-12-16,52.00,2.00,0.00,-1.00,0.00
1810,2013-12-16,52.00,2.00,0.00,-1.00,0.00
694,2013-12-16,52.00,2.00,0.00,-1.00,0.00
2210,2013-12-17,3.00,6.00,-2.00,68.00,-3.00
1810,2013-12-17,3.00,6.00,-2.00,68.00,-3.00
694,2013-12-17,3.00,6.00,-2.00,68.00,-3.00
2210,2013-12-18,-1.00,5.00,-1.00,-4.00,-1.00
1810,2013-12-18,-1.00,5.00,-1.00,-4.00,-1.00
694,2013-12-18,-1.00,5.00,-1.00,-4.00,-1.00
2210,2013-12-19,4.00,-2.00,-1.00,8.00,-1.00
1810,2013-12-19,4.00,-2.00,-1.00,8.00,-1.00
394,2013-12-19,4.00,-2.00,-1.00,8.00,-1.00
2210,2013-12-20,-5.00,-1.00,0.00,37.00,-1.00
1810,2013-12-20,-5.00,-1.00,0.00,37.00,-1.00
394,2013-12-20,-5.00,-1.00,0.00,37.00,-1.00
2210,2013-12-21,0.00,-5.00,-2.00,-2.00,-1.00
1810,2013-12-21,0.00,-5.00,-2.00,-2.00,-1.00
2210,2013-12-22,53.00,6.00,57.00,7.00,-1.00
1810,2013-12-22,53.00,6.00,57.00,7.00,-1.00
394,2013-12-22,53.00,6.00,57.00,7.00,-1.00
2210,2013-12-23,11.00,19.00,51.00,1.00,58.00
1810,2013-12-23,11.00,19.00,51.00,1.00,58.00
2210,2013-12-24,34.00,-3.00,25.00,-2.00,1.00
1335,2013-12-24,34.00,-3.00,25.00,-2.00,1.00
2210,2013-12-25,51.00,35.00,-1.00,-3.00,-2.00
1810,2013-12-25,51.00,35.00,-1.00,-3.00,-2.00
1271,2013-12-25,51.00,35.00,-1.00,-3.00,-2.00
2210,2013-12-26,-2.00,22.00,-2.00,2.00,0.00
1810,2013-12-26,-2.00,22.00,-2.00,2.00,0.00
394,2013-12-26,-2.00,22.00,-2.00,2.00,0.00
2210,2013-12-27,12.00,0.00,0.00,-2.00,6.00
1810,2013-12-27,12.00,0.00,0.00,-2.00,6.00
394,2013-12-27,12.00,0.00,0.00,-2.00,6.00
2210,2013-12-28,-1.00,-1.00,-2.00,3.00,-3.00
1810,2013-12-28,-1.00,-1.00,-2.00,3.00,-3.00
2210,2013-12-29,33.00,4.00,167.00,-3.00,14.00
1810,2013-12-29,33.00,4.00,167.00,-3.00,14.00
394,2013-12-29,33.00,4.00,167.00,-3.00,14.00
2210,2013-12-30,2.00,4.00,133.00,-2.00,15.00
1810,2013-12-30,2.00,4.00,133.00,-2.00,15.00
2210,2013-12-31,4.00,-3.00,-1.00,-4.00,-3.00
1335,2013-12-31,4.00,-3.00,-1.00,-4.00,-3.00
2210,2014-01-01,-4.00,0.00,-2.00,17.00,-1.00
1810,2014-01-01,-4.00,0.00,-2.00,17.00,-1.00
1271,2014-01-01,-4.00,0.00,-2.00,17.00,-1.00
2210,2014-01-02,30.00,0.00,-1.00,57.00,33.00
1810,2014-01-02,30.00,0.00,-1.00,57.00,33.00
394,2014-01-02,30.00,0.00,-1.00,57.00,33.00
2210,2014-01-03,-3.00,5.00,60.00,16.00,-2.00
1810,2014-01-03,-3.00,5.00,60.00,16.00,-2.00
394,2014-01-03,-3.00,5.00,60.00,16.00,-2.00
2210,2014-01-04,52.00,1.00,50.00,-1.00,1.00
1810,2014-01-04,52.00,1.00,50.00,-1.00,1.00
2210,2014-01-05,19.00,114.00,13.00,1440,35.00
1810,2014-01-05,19.00,114.00,13.00,1440,35.00
394,2014-01-05,19.00,114.00,13.00,1440,35.00
2210,2014-01-06,16.00,30.00,37.00,22.00,0.00
1810,2014-01-06,16.00,30.00,37.00,22.00,0.00
1390,2014-01-06,16.00,30.00,37.00,22.00,0.00
2210,2014-01-07,68.00,15.00,31.00,39.00,76.00
1810,2014-01-07,68.00,15.00,31.00,39.00,76.00
1390,2014-01-07,68.00,15.00,31.00,39.00,76.00
2210,2014-01-08,34.00,17.00,4.00,16.00,14.00
1810,2014-01-08,34.00,17.00,4.00,16.00,14.00
1390,2014-01-08,34.00,17.00,4.00,16.00,14.00
2210,2014-01-09,0.00,-1.00,20.00,-3.00,19.00
1810,2014-01-09,0.00,-1.00,20.00,-3.00,19.00
1390,2014-01-09,0.00,-1.00,20.00,-3.00,19.00
2210,2014-01-10,41.00,-3.00,22.00,4.00,88.00
1810,2014-01-10,41.00,-3.00,22.00,4.00,88.00
1390,2014-01-10,41.00,-3.00,22.00,4.00,88.00
2210,2014-01-11,28.00,18.00,-1.00,102.00,7.00
1810,2014-01-11,28.00,18.00,-1.00,102.00,7.00
1390,2014-01-11,28.00,18.00,-1.00,102.00,7.00
2210,2014-01-12,7.00,-2.00,0.00,-2.00,-7.00
1810,2014-01-12,7.00,-2.00,0.00,-2.00,-7.00
1390,2014-01-12,7.00,-2.00,0.00,-2.00,-7.00
2210,2014-01-13,-1.00,-2.00,5.00,-2.00,14.00
1810,2014-01-13,-1.00,-2.00,5.00,-2.00,14.00
1390,2014-01-13,-1.00,-2.00,5.00,-2.00,14.00
2210,2014-01-14,-2.00,0.00,-5.00,-3.00,-2.00
1810,2014-01-14,-2.00,0.00,-5.00,-3.00,-2.00
1390,2014-01-14,-2.00,0.00,-5.00,-3.00,-2.00
2210,2014-01-15,6.00,14.00,14.00,24.00,13.00
1810,2014-01-15,6.00,14.00,14.00,24.00,13.00
1390,2014-01-15,6.00,14.00,14.00,24.00,13.00
2210,2014-01-16,1.00,29.00,-1.00,-2.00,1.00
1810,2014-01-16,1.00,29.00,-1.00,-2.00,1.00
1390,2014-01-16,1.00,29.00,-1.00,-2.00,1.00
2210,2014-01-17,-3.00,10.00,9.00,3.00,14.00
1810,2014-01-17,-3.00,10.00,9.00,3.00,14.00
1390,2014-01-17,-3.00,10.00,9.00,3.00,14.00
2210,2014-01-18,5.00,2.00,-2.00,-1.00,-3.00
1810,2014-01-18,5.00,2.00,-2.00,-1.00,-3.00
1390,2014-01-18,5.00,2.00,-2.00,-1.00,-3.00
2210,2014-01-19,-1.00,0.00,-5.00,-1.00,-2.00
1810,2014-01-19,-1.00,0.00,-5.00,-1.00,-2.00
1390,2014-01-19,-1.00,0.00,-5.00,-1.00,-2.00
2210,2014-01-20,3.00,0.00,15.00,0.00,8.00
1810,2014-01-20,3.00,0.00,15.00,0.00,8.00
1390,2014-01-20,3.00,0.00,15.00,0.00,8.00
2210,2014-01-21,8.00,27.00,0.00,-2.00,-2.00
1810,2014-01-21,8.00,27.00,0.00,-2.00,-2.00
1390,2014-01-21,8.00,27.00,0.00,-2.00,-2.00
2210,2014-01-22,5.00,-1.00,1.00,7.00,9.00
1810,2014-01-22,5.00,-1.00,1.00,7.00,9.00
1390,2014-01-22,5.00,-1.00,1.00,7.00,9.00
2210,2014-01-23,1.00,1.00,-4.00,-3.00,76.00
1810,2014-01-23,1.00,1.00,-4.00,-3.00,76.00
1390,2014-01-23,1.00,1.00,-4.00,-3.00,76.00
2210,2014-01-24,3.00,37.00,0.00,-1.00,3.00
1810,2014-01-24,3.00,37.00,0.00,-1.00,3.00
1390,2014-01-24,3.00,37.00,0.00,-1.00,3.00
2210,2014-01-25,18.00,0.00,3.00,-3.00,-5.00
1810,2014-01-25,18.00,0.00,3.00,-3.00,-5.00
1390,2014-01-25,18.00,0.00,3.00,-3.00,-5.00
2210,2014-01-26,0.00,13.00,0.00,-4.00,-2.00
1810,2014-01-26,0.00,13.00,0.00,-4.00,-2.00
1390,2014-01-26,0.00,13.00,0.00,-4.00,-2.00
2210,2014-01-27,-1.00,-1.00,8.00,-4.00,-3.00
1810,2014-01-27,-1.00,-1.00,8.00,-4.00,-3.00
1390,2014-01-27,-1.00,-1.00,8.00,-4.00,-3.00
2210,2014-01-28,1440,1440,5.00,1440,11.00
1810,2014-01-28,1440,1440,5.00,1440,11.00
1390,2014-01-28,1440,1440,5.00,1440,11.00
2210,2014-01-29,199.00,67.00,99.00,112.00,1440
1810,2014-01-29,199.00,67.00,99.00,112.00,1440
1390,2014-01-29,199.00,67.00,99.00,112.00,1440
2210,2014-01-30,54.00,114.00,105.00,1.00,1440
1810,2014-01-30,54.00,114.00,105.00,1.00,1440
1390,2014-01-30,54.00,114.00,105.00,1.00,1440
2210,2014-01-31,1.00,105.00,6.00,4.00,1440
1810,2014-01-31,1.00,105.00,6.00,4.00,1440
1390,2014-01-31,1.00,105.00,6.00,4.00,1440
1810,2014-02-01,1.00,57.00,11.00,-2.00,0.00
1390,2014-02-01,1.00,57.00,11.00,-2.00,0.00
2210,2014-02-02,8.00,-3.00,-2.00,-3.00,-2.00
1390,2014-02-02,8.00,-3.00,-2.00,-3.00,-2.00
2210,2014-02-03,0.00,36.00,0.00,-1.00,0.00
1810,2014-02-03,0.00,36.00,0.00,-1.00,0.00
1390,2014-02-03,0.00,36.00,0.00,-1.00,0.00
2210,2014-02-04,0.00,32.00,3.00,25.00,-4.00
1810,2014-02-04,0.00,32.00,3.00,25.00,-4.00
1390,2014-02-04,0.00,32.00,3.00,25.00,-4.00
2210,2014-02-05,21.00,-1.00,0.00,3.00,100.00
1810,2014-02-05,21.00,-1.00,0.00,3.00,100.00
1390,2014-02-05,21.00,-1.00,0.00,3.00,100.00
2210,2014-02-06,1.00,8.00,-4.00,3.00,3.00
1810,2014-02-06,1.00,8.00,-4.00,3.00,3.00
1390,2014-02-06,1.00,8.00,-4.00,3.00,3.00
2210,2014-02-07,2.00,1.00,-2.00,0.00,10.00
1810,2014-02-07,2.00,1.00,-2.00,0.00,10.00
1390,2014-02-07,2.00,1.00,-2.00,0.00,10.00
2210,2014-02-08,-5.00,-1.00,45.00,8.00,-1.00
1810,2014-02-08,-5.00,-1.00,45.00,8.00,-1.00
1390,2014-02-08,-5.00,-1.00,45.00,8.00,-1.00
2210,2014-02-09,44.00,-1.00,4.00,-2.00,22.00
1810,2014-02-09,44.00,-1.00,4.00,-2.00,22.00
1390,2014-02-09,44.00,-1.00,4.00,-2.00,22.00
2210,2014-02-10,-2.00,-1.00,7.00,49.00,1.00
1810,2014-02-10,-2.00,-1.00,7.00,49.00,1.00
1390,2014-02-10,-2.00,-1.00,7.00,49.00,1.00
2210,2014-02-11,6.00,-2.00,11.00,3.00,0.00
1810,2014-02-11,6.00,-2.00,11.00,3.00,0.00
1390,2014-02-11,6.00,-2.00,11.00,3.00,0.00
2210,2014-02-12,1440,35.00,1440,1440,1440
1810,2014-02-12,1440,35.00,1440,1440,1440
1390,2014-02-12,1440,35.00,1440,1440,1440
2210,2014-02-13,9.00,1.00,1440,1440,1440
1810,2014-02-13,9.00,1.00,1440,1440,1440
1390,2014-02-13,9.00,1.00,1440,1440,1440
2210,2014-02-14,0.00,9.00,-3.00,7.00,2.00
1810,2014-02-14,0.00,9.00,-3.00,7.00,2.00
1390,2014-02-14,0.00,9.00,-3.00,7.00,2.00
1810,2014-02-15,13.00,17.00,22.00,10.00,-7.00
1390,2014-02-15,13.00,17.00,22.00,10.00,-7.00
2210,2014-02-16,-2.00,1.00,-5.00,8.00,1.00
1810,2014-02-16,-2.00,1.00,-5.00,8.00,1.00
1390,2014-02-16,-2.00,1.00,-5.00,8.00,1.00
2210,2014-02-17,9.00,0.00,-2.00,-2.00,-5.00
1810,2014-02-17,9.00,0.00,-2.00,-2.00,-5.00
1390,2014-02-17,9.00,0.00,-2.00,-2.00,-5.00
2210,2014-02-18,-2.00,-1.00,8.00,0.00,-2.00
1810,2014-02-18,-2.00,-1.00,8.00,0.00,-2.00
1390,2014-02-18,-2.00,-1.00,8.00,0.00,-2.00
2210,2014-02-19,43.00,42.00,47.00,3.00,24.00
1810,2014-02-19,43.00,42.00,47.00,3.00,24.00
1390,2014-02-19,43.00,42.00,47.00,3.00,24.00
2210,2014-02-20,-2.00,135.00,14.00,-2.00,16.00
1810,2014-02-20,-2.00,135.00,14.00,-2.00,16.00
1390,2014-02-20,-2.00,135.00,14.00,-2.00,16.00
2210,2014-02-21,17.00,40.00,41.00,147.00,-2.00
1810,2014-02-21,17.00,40.00,41.00,147.00,-2.00
1390,2014-02-21,17.00,40.00,41.00,147.00,-2.00
1810,2014-02-22,-3.00,0.00,1.00,-5.00,7.00
1390,2014-02-22,-3.00,0.00,1.00,-5.00,7.00
2210,2014-02-23,10.00,11.00,0.00,9.00,10.00
1810,2014-02-23,10.00,11.00,0.00,9.00,10.00
1390,2014-02-23,10.00,11.00,0.00,9.00,10.00
2210,2014-02-24,16.00,-1.00,2.00,1.00,-1.00
1810,2014-02-24,16.00,-1.00,2.00,1.00,-1.00
1390,2014-02-24,16.00,-1.00,2.00,1.00,-1.00
2210,2014-02-25,1.00,5.00,-1.00,-4.00,-4.00
1810,2014-02-25,1.00,5.00,-1.00,-4.00,-4.00
1390,2014-02-25,1.00,5.00,-1.00,-4.00,-4.00
2210,2014-02-26,0.00,0.00,8.00,0.00,0.00
1810,2014-02-26,0.00,0.00,8.00,0.00,0.00
1390,2014-02-26,0.00,0.00,8.00,0.00,0.00
2210,2014-02-27,7.00,-1.00,-2.00,30.00,-2.00
1810,2014-02-27,7.00,-1.00,-2.00,30.00,-2.00
1390,2014-02-27,7.00,-1.00,-2.00,30.00,-2.00
2210,2014-02-28,2.00,-1.00,7.00,-1.00,3.00
1810,2014-02-28,2.00,-1.00,7.00,-1.00,3.00
1390,2014-02-28,2.00,-1.00,7.00,-1.00,3.00
1810,2014-03-01,6.00,5.00,35.00,-2.00,-4.00
1390,2014-03-01,6.00,5.00,35.00,-2.00,-4.00
2210,2014-03-02,-1.00,1.00,-2.00,25.00,17.00
1810,2014-03-02,-1.00,1.00,-2.00,25.00,17.00
1965,2014-03-02,-1.00,1.00,-2.00,25.00,17.00
2210,2014-03-03,60.00,3.00,46.00,22.00,23.00
1810,2014-03-03,60.00,3.00,46.00,22.00,23.00
1965,2014-03-03,60.00,3.00,46.00,22.00,23.00
2210,2014-03-04,-2.00,-1.00,-2.00,12.00,25.00
1810,2014-03-04,-2.00,-1.00,-2.00,12.00,25.00
1965,2014-03-04,-2.00,-1.00,-2.00,12.00,25.00
2210,2014-03-05,18.00,-1.00,38.00,58.00,1.00
1810,2014-03-05,18.00,-1.00,38.00,58.00,1.00
1965,2014-03-05,18.00,-1.00,38.00,58.00,1.00
2210,2014-03-06,16.00,34.00,13.00,29.00,13.00
1810,2014-03-06,16.00,34.00,13.00,29.00,13.00
1965,2014-03-06,16.00,34.00,13.00,29.00,13.00
2210,2014-03-07,-2.00,19.00,10.00,-1.00,1440
1810,2014-03-07,-2.00,19.00,10.00,-1.00,1440
1965,2014-03-07,-2.00,19.00,10.00,-1.00,1440
2210,2014-03-08,-1.00,1.00,1.00,0.00,2.00
1810,2014-03-08,-1.00,1.00,1.00,0.00,2.00
2210,2014-03-09,9.00,-1.00,2.00,0.00,7.00
1810,2014-03-09,9.00,-1.00,2.00,0.00,7.00
1965,2014-03-09,9.00,-1.00,2.00,0.00,7.00
2210,2014-03-10,0.00,2.00,-4.00,6.00,-4.00
1810,2014-03-10,0.00,2.00,-4.00,6.00,-4.00
1965,2014-03-10,0.00,2.00,-4.00,6.00,-4.00
2210,2014-03-11,16.00,-1.00,5.00,77.00,0.00
1810,2014-03-11,16.00,-1.00,5.00,77.00,0.00
1965,2014-03-11,16.00,-1.00,5.00,77.00,0.00
2210,2014-03-12,-1.00,11.00,-1.00,-4.00,-4.00
1810,2014-03-12,-1.00,11.00,-1.00,-4.00,-4.00
1965,2014-03-12,-1.00,11.00,-1.00,-4.00,-4.00
2210,2014-03-13,-1.00,-4.00,28.00,-4.00,10.00
1810,2014-03-13,-1.00,-4.00,28.00,-4.00,10.00
1965,2014-03-13,-1.00,-4.00,28.00,-4.00,10.00
2210,2014-03-14,23.00,0.00,-1.00,30.00,-5.00
1810,2014-03-14,23.00,0.00,-1.00,30.00,-5.00
1965,2014-03-14,23.00,0.00,-1.00,30.00,-5.00
2210,2014-03-15,21.00,9.00,0.00,6.00,-7.00
1810,2014-03-15,21.00,9.00,0.00,6.00,-7.00
2210,2014-03-16,22.00,25.00,11.00,-3.00,-2.00
1810,2014-03-16,22.00,25.00,11.00,-3.00,-2.00
1965,2014-03-16,22.00,25.00,11.00,-3.00,-2.00
2210,2014-03-17,8.00,0.00,29.00,25.00,1.00
1810,2014-03-17,8.00,0.00,29.00,25.00,1.00
1965,2014-03-17,8.00,0.00,29.00,25.00,1.00
2210,2014-03-18,7.00,-4.00,14.00,78.00,21.00
1810,2014-03-18,7.00,-4.00,14.00,78.00,21.00
1965,2014-03-18,7.00,-4.00,14.00,78.00,21.00
2210,2014-03-19,9.00,3.00,17.00,1.00,0.00
1810,2014-03-19,9.00,3.00,17.00,1.00,0.00
1965,2014-03-19,9.00,3.00,17.00,1.00,0.00
2210,2014-03-20,-2.00,6.00,28.00,17.00,1.00
1810,2014-03-20,-2.00,6.00,28.00,17.00,1.00
1965,2014-03-20,-2.00,6.00,28.00,17.00,1.00
2210,2014-03-21,0.00,-3.00,22.00,-2.00,-1.00
1810,2014-03-21,0.00,-3.00,22.00,-2.00,-1.00
1965,2014-03-21,0.00,-3.00,22.00,-2.00,-1.00
2210,2014-03-22,1.00,-1.00,-3.00,-3.00,-2.00
1810,2014-03-22,1.00,-1.00,-3.00,-3.00,-2.00
2210,2014-03-23,-3.00,-4.00,11.00,-4.00,-2.00
1810,2014-03-23,-3.00,-4.00,11.00,-4.00,-2.00
1965,2014-03-23,-3.00,-4.00,11.00,-4.00,-2.00
2210,2014-03-24,-2.00,-1.00,-2.00,1.00,0.00
1810,2014-03-24,-2.00,-1.00,-2.00,1.00,0.00
1965,2014-03-24,-2.00,-1.00,-2.00,1.00,0.00
2210,2014-03-25,13.00,-4.00,-3.00,-4.00,-1.00
1810,2014-03-25,13.00,-4.00,-3.00,-4.00,-1.00
1965,2014-03-25,13.00,-4.00,-3.00,-4.00,-1.00
2210,2014-03-26,0.00,6.00,-8.00,-2.00,0.00
1810,2014-03-26,0.00,6.00,-8.00,-2.00,0.00
1965,2014-03-26,0.00,6.00,-8.00,-2.00,0.00
2210,2014-03-27,21.00,-4.00,0.00,2.00,0.00
1810,2014-03-27,21.00,-4.00,0.00,2.00,0.00
1965,2014-03-27,21.00,-4.00,0.00,2.00,0.00
2210,2014-03-28,13.00,153.00,-1.00,102.00,0.00
1810,2014-03-28,13.00,153.00,-1.00,102.00,0.00
1965,2014-03-28,13.00,153.00,-1.00,102.00,0.00
2210,2014-03-29,187.00,-1.00,40.00,-1.00,8.00
1810,2014-03-29,187.00,-1.00,40.00,-1.00,8.00
2210,2014-03-30,0.00,3.00,57.00,1.00,14.00
1810,2014-03-30,0.00,3.00,57.00,1.00,14.00
1965,2014-03-30,0.00,3.00,57.00,1.00,14.00
2210,2014-03-31,0.00,0.00,34.00,-1.00,14.00
1810,2014-03-31,0.00,0.00,34.00,-1.00,14.00
1965,2014-03-31,0.00,0.00,34.00,-1.00,14.00
871,2014-04-01,-4.00,-1.00,9.00,-3.00,-4.00
177,2014-04-01,-4.00,-1.00,9.00,-3.00,-4.00
1390,2014-04-01,-4.00,-1.00,9.00,-3.00,-4.00
871,2014-04-02,6.00,-2.00,7.00,0.00,1.00
177,2014-04-02,6.00,-2.00,7.00,0.00,1.00
1390,2014-04-02,6.00,-2.00,7.00,0.00,1.00
871,2014-04-03,12.00,17.00,25.00,-1.00,10.00
