FlightNum,FlightDate,Origin_Del1,Origin_Del2,Origin_Del3,Origin_Del4,Origin_Del5,Origin_Del6,Origin_Del7,Origin_Del8,Origin_Del9,Origin_Del10,Origin_Del11,Origin_Del12,Origin_Del13,Origin_Del14,Origin_Del15,Origin_Del16,Origin_Del17,Origin_Del18,Origin_Del19,Origin_Del20
67,2010-01-01,2.00,6.00,-7.00,26.00,-1.00,-4.00,-4.00,9.00,-5.00,0.00,-7.00,-5.00,1.00,-4.00,8.00,5.00,0.00,-2.00,-5.00,-5.00
67,2010-01-02,23.00,5.00,-5.00,62.00,3.00,19.00,-4.00,-3.00,81.00,-3.00,-7.00,-5.00,144.00,149.00,10.00,-4.00,-1.00,-4.00,-5.00,-4.00
1927,2010-01-02,23.00,5.00,-5.00,62.00,3.00,19.00,-4.00,-3.00,81.00,-3.00,-7.00,-5.00,144.00,149.00,10.00,-4.00,-1.00,-4.00,-5.00,-4.00
67,2010-01-03,-2.00,-4.00,233.00,22.00,3.00,150.00,-1.00,-5.00,-4.00,-5.00,49.00,114.00,0.00,9.00,17.00,45.00,29.00,60.00,128.00,36.00
1927,2010-01-03,-2.00,-4.00,233.00,22.00,3.00,150.00,-1.00,-5.00,-4.00,-5.00,49.00,114.00,0.00,9.00,17.00,45.00,29.00,60.00,128.00,36.00
67,2010-01-04,0.00,12.00,8.00,17.00,60.00,-10.00,-3.00,-4.00,-7.00,26.00,-1.00,15.00,11.00,62.00,0.00,4.00,-3.00,32.00,-4.00,-6.00
1927,2010-01-04,0.00,12.00,8.00,17.00,60.00,-10.00,-3.00,-4.00,-7.00,26.00,-1.00,15.00,11.00,62.00,0.00,4.00,-3.00,32.00,-4.00,-6.00
1923,2010-01-05,3.00,-4.00,-3.00,0.00,26.00,-1.00,2.00,0.00,-1.00,-4.00,-5.00,2.00,1.00,1.00,24.00,15.00,-3.00,-6.00,-4.00,118.00
67,2010-01-05,3.00,-4.00,-3.00,0.00,26.00,-1.00,2.00,0.00,-1.00,-4.00,-5.00,2.00,1.00,1.00,24.00,15.00,-3.00,-6.00,-4.00,118.00
1927,2010-01-05,3.00,-4.00,-3.00,0.00,26.00,-1.00,2.00,0.00,-1.00,-4.00,-5.00,2.00,1.00,1.00,24.00,15.00,-3.00,-6.00,-4.00,118.00
1923,2010-01-06,11.00,-3.00,-2.00,-1.00,-5.00,46.00,39.00,5.00,-6.00,3.00,-4.00,7.00,-1.00,1.00,2.00,19.00,-10.00,-3.00,79.00,-6.00
67,2010-01-06,11.00,-3.00,-2.00,-1.00,-5.00,46.00,39.00,5.00,-6.00,3.00,-4.00,7.00,-1.00,1.00,2.00,19.00,-10.00,-3.00,79.00,-6.00
1927,2010-01-06,11.00,-3.00,-2.00,-1.00,-5.00,46.00,39.00,5.00,-6.00,3.00,-4.00,7.00,-1.00,1.00,2.00,19.00,-10.00,-3.00,79.00,-6.00
1923,2010-01-07,43.00,-1.00,65.00,43.00,10.00,-4.00,-2.00,23.00,14.00,0.00,-2.00,10.00,0.00,0.00,18.00,-2.00,-4.00,-1.00,-1.00,16.00
67,2010-01-07,43.00,-1.00,65.00,43.00,10.00,-4.00,-2.00,23.00,14.00,0.00,-2.00,10.00,0.00,0.00,18.00,-2.00,-4.00,-1.00,-1.00,16.00
1927,2010-01-07,43.00,-1.00,65.00,43.00,10.00,-4.00,-2.00,23.00,14.00,0.00,-2.00,10.00,0.00,0.00,18.00,-2.00,-4.00,-1.00,-1.00,16.00
1923,2010-01-08,-2.00,59.00,11.00,58.00,42.00,0.00,24.00,45.00,95.00,9.00,57.00,26.00,0.00,-4.00,116.00,0.00,0.00,98.00,101.00,31.00
67,2010-01-08,-2.00,59.00,11.00,58.00,42.00,0.00,24.00,45.00,95.00,9.00,57.00,26.00,0.00,-4.00,116.00,0.00,0.00,98.00,101.00,31.00
1927,2010-01-08,-2.00,59.00,11.00,58.00,42.00,0.00,24.00,45.00,95.00,9.00,57.00,26.00,0.00,-4.00,116.00,0.00,0.00,98.00,101.00,31.00
1923,2010-01-09,10.00,46.00,0.00,9.00,-4.00,0.00,-1.00,-5.00,-11.00,-5.00,7.00,-1.00,-1.00,-1.00,-6.00,-4.00,3.00,6.00,-1.00,4.00
67,2010-01-09,10.00,46.00,0.00,9.00,-4.00,0.00,-1.00,-5.00,-11.00,-5.00,7.00,-1.00,-1.00,-1.00,-6.00,-4.00,3.00,6.00,-1.00,4.00
1923,2010-01-10,-1.00,-4.00,30.00,2.00,20.00,-2.00,-1.00,-3.00,-8.00,4.00,0.00,-4.00,-7.00,-6.00,-2.00,-5.00,1440,4.00,-1.00,-5.00
67,2010-01-10,-1.00,-4.00,30.00,2.00,20.00,-2.00,-1.00,-3.00,-8.00,4.00,0.00,-4.00,-7.00,-6.00,-2.00,-5.00,1440,4.00,-1.00,-5.00
1927,2010-01-10,-1.00,-4.00,30.00,2.00,20.00,-2.00,-1.00,-3.00,-8.00,4.00,0.00,-4.00,-7.00,-6.00,-2.00,-5.00,1440,4.00,-1.00,-5.00
1923,2010-01-11,-5.00,10.00,5.00,8.00,2.00,-8.00,-3.00,-3.00,-2.00,-3.00,-1.00,1.00,-4.00,9.00,-4.00,-5.00,-1.00,13.00,3.00,-1.00
67,2010-01-11,-5.00,10.00,5.00,8.00,2.00,-8.00,-3.00,-3.00,-2.00,-3.00,-1.00,1.00,-4.00,9.00,-4.00,-5.00,-1.00,13.00,3.00,-1.00
1927,2010-01-11,-5.00,10.00,5.00,8.00,2.00,-8.00,-3.00,-3.00,-2.00,-3.00,-1.00,1.00,-4.00,9.00,-4.00,-5.00,-1.00,13.00,3.00,-1.00
1923,2010-01-12,14.00,11.00,9.00,-2.00,-3.00,-5.00,16.00,36.00,-6.00,-3.00,-6.00,5.00,9.00,2.00,28.00,0.00,-2.00,-3.00,69.00,11.00
67,2010-01-12,14.00,11.00,9.00,-2.00,-3.00,-5.00,16.00,36.00,-6.00,-3.00,-6.00,5.00,9.00,2.00,28.00,0.00,-2.00,-3.00,69.00,11.00
1927,2010-01-12,14.00,11.00,9.00,-2.00,-3.00,-5.00,16.00,36.00,-6.00,-3.00,-6.00,5.00,9.00,2.00,28.00,0.00,-2.00,-3.00,69.00,11.00
1923,2010-01-13,-1.00,0.00,-2.00,-6.00,-4.00,3.00,-7.00,-2.00,-6.00,-4.00,-1.00,-2.00,-1.00,-8.00,-4.00,-5.00,0.00,12.00,-1.00,-5.00
67,2010-01-13,-1.00,0.00,-2.00,-6.00,-4.00,3.00,-7.00,-2.00,-6.00,-4.00,-1.00,-2.00,-1.00,-8.00,-4.00,-5.00,0.00,12.00,-1.00,-5.00
1927,2010-01-13,-1.00,0.00,-2.00,-6.00,-4.00,3.00,-7.00,-2.00,-6.00,-4.00,-1.00,-2.00,-1.00,-8.00,-4.00,-5.00,0.00,12.00,-1.00,-5.00
1923,2010-01-14,-1.00,-1.00,-4.00,3.00,-3.00,-5.00,35.00,-5.00,-6.00,-4.00,-3.00,2.00,-1.00,-1.00,-4.00,-3.00,0.00,33.00,-4.00,3.00
67,2010-01-14,-1.00,-1.00,-4.00,3.00,-3.00,-5.00,35.00,-5.00,-6.00,-4.00,-3.00,2.00,-1.00,-1.00,-4.00,-3.00,0.00,33.00,-4.00,3.00
1927,2010-01-14,-1.00,-1.00,-4.00,3.00,-3.00,-5.00,35.00,-5.00,-6.00,-4.00,-3.00,2.00,-1.00,-1.00,-4.00,-3.00,0.00,33.00,-4.00,3.00
1923,2010-01-15,1.00,0.00,22.00,-1.00,53.00,-6.00,-4.00,0.00,2.00,-3.00,-2.00,-1.00,-3.00,0.00,-1.00,-5.00,-3.00,-3.00,-2.00,113.00
67,2010-01-15,1.00,0.00,22.00,-1.00,53.00,-6.00,-4.00,0.00,2.00,-3.00,-2.00,-1.00,-3.00,0.00,-1.00,-5.00,-3.00,-3.00,-2.00,113.00
1927,2010-01-15,1.00,0.00,22.00,-1.00,53.00,-6.00,-4.00,0.00,2.00,-3.00,-2.00,-1.00,-3.00,0.00,-1.00,-5.00,-3.00,-3.00,-2.00,113.00
1923,2010-01-16,-4.00,0.00,15.00,-2.00,26.00,0.00,10.00,-6.00,-4.00,16.00,5.00,-7.00,-6.00,4.00,4.00,3.00,-3.00,-2.00,-3.00,-1.00
67,2010-01-16,-4.00,0.00,15.00,-2.00,26.00,0.00,10.00,-6.00,-4.00,16.00,5.00,-7.00,-6.00,4.00,4.00,3.00,-3.00,-2.00,-3.00,-1.00
1923,2010-01-17,7.00,-2.00,2.00,3.00,7.00,-5.00,-1.00,-5.00,-7.00,-2.00,-4.00,9.00,-4.00,-2.00,-3.00,-8.00,-1.00,-1.00,41.00,-1.00
67,2010-01-17,7.00,-2.00,2.00,3.00,7.00,-5.00,-1.00,-5.00,-7.00,-2.00,-4.00,9.00,-4.00,-2.00,-3.00,-8.00,-1.00,-1.00,41.00,-1.00
1927,2010-01-17,7.00,-2.00,2.00,3.00,7.00,-5.00,-1.00,-5.00,-7.00,-2.00,-4.00,9.00,-4.00,-2.00,-3.00,-8.00,-1.00,-1.00,41.00,-1.00
1923,2010-01-18,-5.00,-2.00,1.00,-4.00,-5.00,-4.00,-2.00,-1.00,-6.00,-5.00,0.00,-7.00,26.00,-8.00,2.00,-4.00,-6.00,3.00,-5.00,-7.00
67,2010-01-18,-5.00,-2.00,1.00,-4.00,-5.00,-4.00,-2.00,-1.00,-6.00,-5.00,0.00,-7.00,26.00,-8.00,2.00,-4.00,-6.00,3.00,-5.00,-7.00
1927,2010-01-18,-5.00,-2.00,1.00,-4.00,-5.00,-4.00,-2.00,-1.00,-6.00,-5.00,0.00,-7.00,26.00,-8.00,2.00,-4.00,-6.00,3.00,-5.00,-7.00
1923,2010-01-19,-1.00,-4.00,-1.00,-7.00,-10.00,2.00,-6.00,-7.00,-3.00,-5.00,-7.00,2.00,-1.00,1.00,-5.00,0.00,-2.00,-4.00,-10.00,8.00
67,2010-01-19,-1.00,-4.00,-1.00,-7.00,-10.00,2.00,-6.00,-7.00,-3.00,-5.00,-7.00,2.00,-1.00,1.00,-5.00,0.00,-2.00,-4.00,-10.00,8.00
1927,2010-01-19,-1.00,-4.00,-1.00,-7.00,-10.00,2.00,-6.00,-7.00,-3.00,-5.00,-7.00,2.00,-1.00,1.00,-5.00,0.00,-2.00,-4.00,-10.00,8.00
1923,2010-01-20,-1.00,-5.00,-6.00,-1.00,-4.00,-2.00,-4.00,-3.00,-4.00,-5.00,-3.00,-2.00,-5.00,-4.00,-3.00,-4.00,-6.00,-10.00,4.00,-8.00
67,2010-01-20,-1.00,-5.00,-6.00,-1.00,-4.00,-2.00,-4.00,-3.00,-4.00,-5.00,-3.00,-2.00,-5.00,-4.00,-3.00,-4.00,-6.00,-10.00,4.00,-8.00
1927,2010-01-20,-1.00,-5.00,-6.00,-1.00,-4.00,-2.00,-4.00,-3.00,-4.00,-5.00,-3.00,-2.00,-5.00,-4.00,-3.00,-4.00,-6.00,-10.00,4.00,-8.00
1923,2010-01-21,0.00,-2.00,21.00,0.00,-3.00,12.00,21.00,4.00,-1.00,53.00,15.00,2.00,-4.00,-3.00,11.00,51.00,14.00,29.00,-4.00,9.00
67,2010-01-21,0.00,-2.00,21.00,0.00,-3.00,12.00,21.00,4.00,-1.00,53.00,15.00,2.00,-4.00,-3.00,11.00,51.00,14.00,29.00,-4.00,9.00
1927,2010-01-21,0.00,-2.00,21.00,0.00,-3.00,12.00,21.00,4.00,-1.00,53.00,15.00,2.00,-4.00,-3.00,11.00,51.00,14.00,29.00,-4.00,9.00
1923,2010-01-22,0.00,15.00,29.00,-3.00,-3.00,2.00,7.00,-2.00,-5.00,-6.00,-6.00,3.00,-7.00,-6.00,4.00,-1.00,-4.00,34.00,27.00,2.00
67,2010-01-22,0.00,15.00,29.00,-3.00,-3.00,2.00,7.00,-2.00,-5.00,-6.00,-6.00,3.00,-7.00,-6.00,4.00,-1.00,-4.00,34.00,27.00,2.00
1927,2010-01-22,0.00,15.00,29.00,-3.00,-3.00,2.00,7.00,-2.00,-5.00,-6.00,-6.00,3.00,-7.00,-6.00,4.00,-1.00,-4.00,34.00,27.00,2.00
1923,2010-01-23,-6.00,0.00,13.00,-6.00,10.00,-1.00,23.00,-1.00,-2.00,-4.00,2.00,-5.00,-5.00,-4.00,-5.00,4.00,-6.00,-4.00,-4.00,13.00
67,2010-01-23,-6.00,0.00,13.00,-6.00,10.00,-1.00,23.00,-1.00,-2.00,-4.00,2.00,-5.00,-5.00,-4.00,-5.00,4.00,-6.00,-4.00,-4.00,13.00
1923,2010-01-24,25.00,1440,12.00,85.00,46.00,77.00,-3.00,-1.00,1440,1440,16.00,228.00,-5.00,1440,1440,21.00,1440,-4.00,9.00,14.00
67,2010-01-24,25.00,1440,12.00,85.00,46.00,77.00,-3.00,-1.00,1440,1440,16.00,228.00,-5.00,1440,1440,21.00,1440,-4.00,9.00,14.00
1927,2010-01-24,25.00,1440,12.00,85.00,46.00,77.00,-3.00,-1.00,1440,1440,16.00,228.00,-5.00,1440,1440,21.00,1440,-4.00,9.00,14.00
1923,2010-01-25,-6.00,0.00,0.00,-4.00,1.00,162.00,41.00,11.00,-3.00,1.00,-5.00,-2.00,-4.00,-7.00,6.00,-2.00,2.00,-2.00,10.00,15.00
67,2010-01-25,-6.00,0.00,0.00,-4.00,1.00,162.00,41.00,11.00,-3.00,1.00,-5.00,-2.00,-4.00,-7.00,6.00,-2.00,2.00,-2.00,10.00,15.00
1927,2010-01-25,-6.00,0.00,0.00,-4.00,1.00,162.00,41.00,11.00,-3.00,1.00,-5.00,-2.00,-4.00,-7.00,6.00,-2.00,2.00,-2.00,10.00,15.00
1923,2010-01-26,-6.00,-2.00,-4.00,-8.00,13.00,-2.00,-1.00,-4.00,20.00,-6.00,-4.00,-2.00,-7.00,-8.00,-6.00,-5.00,-1.00,4.00,0.00,1.00
67,2010-01-26,-6.00,-2.00,-4.00,-8.00,13.00,-2.00,-1.00,-4.00,20.00,-6.00,-4.00,-2.00,-7.00,-8.00,-6.00,-5.00,-1.00,4.00,0.00,1.00
1927,2010-01-26,-6.00,-2.00,-4.00,-8.00,13.00,-2.00,-1.00,-4.00,20.00,-6.00,-4.00,-2.00,-7.00,-8.00,-6.00,-5.00,-1.00,4.00,0.00,1.00
1923,2010-01-27,-3.00,-2.00,-6.00,-5.00,-2.00,-8.00,-9.00,-1.00,-4.00,2.00,-1.00,0.00,0.00,5.00,-8.00,-5.00,4.00,-5.00,44.00,-7.00
67,2010-01-27,-3.00,-2.00,-6.00,-5.00,-2.00,-8.00,-9.00,-1.00,-4.00,2.00,-1.00,0.00,0.00,5.00,-8.00,-5.00,4.00,-5.00,44.00,-7.00
1927,2010-01-27,-3.00,-2.00,-6.00,-5.00,-2.00,-8.00,-9.00,-1.00,-4.00,2.00,-1.00,0.00,0.00,5.00,-8.00,-5.00,4.00,-5.00,44.00,-7.00
1923,2010-01-28,66.00,-2.00,-4.00,-8.00,-2.00,-4.00,7.00,3.00,-7.00,27.00,8.00,2.00,-6.00,105.00,-4.00,-4.00,-6.00,-3.00,-4.00,-6.00
67,2010-01-28,66.00,-2.00,-4.00,-8.00,-2.00,-4.00,7.00,3.00,-7.00,27.00,8.00,2.00,-6.00,105.00,-4.00,-4.00,-6.00,-3.00,-4.00,-6.00
1927,2010-01-28,66.00,-2.00,-4.00,-8.00,-2.00,-4.00,7.00,3.00,-7.00,27.00,8.00,2.00,-6.00,105.00,-4.00,-4.00,-6.00,-3.00,-4.00,-6.00
1923,2010-01-29,-3.00,19.00,9.00,0.00,-1.00,-4.00,-3.00,10.00,-4.00,1440,24.00,35.00,-5.00,3.00,4.00,-6.00,-4.00,-5.00,-4.00,-7.00
67,2010-01-29,-3.00,19.00,9.00,0.00,-1.00,-4.00,-3.00,10.00,-4.00,1440,24.00,35.00,-5.00,3.00,4.00,-6.00,-4.00,-5.00,-4.00,-7.00
1927,2010-01-29,-3.00,19.00,9.00,0.00,-1.00,-4.00,-3.00,10.00,-4.00,1440,24.00,35.00,-5.00,3.00,4.00,-6.00,-4.00,-5.00,-4.00,-7.00
1923,2010-01-30,-3.00,1440,6.00,29.00,45.00,30.00,165.00,1440,-1.00,-3.00,-5.00,-1.00,1440,1440,-5.00,-4.00,-7.00,-6.00,-3.00,-4.00
67,2010-01-30,-3.00,1440,6.00,29.00,45.00,30.00,165.00,1440,-1.00,-3.00,-5.00,-1.00,1440,1440,-5.00,-4.00,-7.00,-6.00,-3.00,-4.00
1923,2010-01-31,-5.00,-2.00,1.00,-4.00,0.00,218.00,-4.00,12.00,-7.00,94.00,-4.00,36.00,-1.00,-8.00,0.00,-4.00,27.00,-4.00,1.00,-2.00
67,2010-01-31,-5.00,-2.00,1.00,-4.00,0.00,218.00,-4.00,12.00,-7.00,94.00,-4.00,36.00,-1.00,-8.00,0.00,-4.00,27.00,-4.00,1.00,-2.00
1927,2010-01-31,-5.00,-2.00,1.00,-4.00,0.00,218.00,-4.00,12.00,-7.00,94.00,-4.00,36.00,-1.00,-8.00,0.00,-4.00,27.00,-4.00,1.00,-2.00
1923,2010-02-01,-3.00,-4.00,64.00,29.00,17.00,-6.00,-3.00,31.00,-3.00,10.00,2.00,0.00,-3.00,1.00,-8.00,-2.00,49.00,-3.00,-3.00,-5.00
67,2010-02-01,-3.00,-4.00,64.00,29.00,17.00,-6.00,-3.00,31.00,-3.00,10.00,2.00,0.00,-3.00,1.00,-8.00,-2.00,49.00,-3.00,-3.00,-5.00
1927,2010-02-01,-3.00,-4.00,64.00,29.00,17.00,-6.00,-3.00,31.00,-3.00,10.00,2.00,0.00,-3.00,1.00,-8.00,-2.00,49.00,-3.00,-3.00,-5.00
1923,2010-02-02,-4.00,-1.00,19.00,-4.00,-6.00,-11.00,-2.00,-6.00,-8.00,3.00,0.00,1.00,3.00,10.00,0.00,-1.00,-6.00,-3.00,3.00,2.00
67,2010-02-02,-4.00,-1.00,19.00,-4.00,-6.00,-11.00,-2.00,-6.00,-8.00,3.00,0.00,1.00,3.00,10.00,0.00,-1.00,-6.00,-3.00,3.00,2.00
1927,2010-02-02,-4.00,-1.00,19.00,-4.00,-6.00,-11.00,-2.00,-6.00,-8.00,3.00,0.00,1.00,3.00,10.00,0.00,-1.00,-6.00,-3.00,3.00,2.00
1923,2010-02-03,2.00,2.00,7.00,-5.00,123.00,8.00,-3.00,22.00,28.00,-9.00,-5.00,2.00,-3.00,131.00,-7.00,-6.00,-6.00,19.00,-1.00,-3.00
67,2010-02-03,2.00,2.00,7.00,-5.00,123.00,8.00,-3.00,22.00,28.00,-9.00,-5.00,2.00,-3.00,131.00,-7.00,-6.00,-6.00,19.00,-1.00,-3.00
1927,2010-02-03,2.00,2.00,7.00,-5.00,123.00,8.00,-3.00,22.00,28.00,-9.00,-5.00,2.00,-3.00,131.00,-7.00,-6.00,-6.00,19.00,-1.00,-3.00
1923,2010-02-04,27.00,25.00,21.00,15.00,30.00,11.00,-3.00,11.00,-7.00,-3.00,-5.00,4.00,13.00,11.00,-1.00,22.00,36.00,25.00,-5.00,-1.00
67,2010-02-04,27.00,25.00,21.00,15.00,30.00,11.00,-3.00,11.00,-7.00,-3.00,-5.00,4.00,13.00,11.00,-1.00,22.00,36.00,25.00,-5.00,-1.00
1927,2010-02-04,27.00,25.00,21.00,15.00,30.00,11.00,-3.00,11.00,-7.00,-3.00,-5.00,4.00,13.00,11.00,-1.00,22.00,36.00,25.00,-5.00,-1.00
1923,2010-02-05,0.00,3.00,15.00,44.00,61.00,15.00,32.00,1440,10.00,166.00,39.00,-3.00,7.00,-3.00,42.00,91.00,1440,-2.00,7.00,6.00
67,2010-02-05,0.00,3.00,15.00,44.00,61.00,15.00,32.00,1440,10.00,166.00,39.00,-3.00,7.00,-3.00,42.00,91.00,1440,-2.00,7.00,6.00
1927,2010-02-05,0.00,3.00,15.00,44.00,61.00,15.00,32.00,1440,10.00,166.00,39.00,-3.00,7.00,-3.00,42.00,91.00,1440,-2.00,7.00,6.00
1923,2010-02-06,-1.00,-6.00,0.00,-2.00,-12.00,1440,5.00,1440,-4.00,-4.00,-3.00,72.00,43.00,-2.00,15.00,-1.00,43.00,1440,192.00,-6.00
67,2010-02-06,-1.00,-6.00,0.00,-2.00,-12.00,1440,5.00,1440,-4.00,-4.00,-3.00,72.00,43.00,-2.00,15.00,-1.00,43.00,1440,192.00,-6.00
1923,2010-02-07,-5.00,-3.00,7.00,-6.00,-7.00,-1.00,2.00,-5.00,24.00,0.00,3.00,-3.00,-8.00,-9.00,-6.00,1.00,-3.00,17.00,-3.00,0.00
67,2010-02-07,-5.00,-3.00,7.00,-6.00,-7.00,-1.00,2.00,-5.00,24.00,0.00,3.00,-3.00,-8.00,-9.00,-6.00,1.00,-3.00,17.00,-3.00,0.00
1927,2010-02-07,-5.00,-3.00,7.00,-6.00,-7.00,-1.00,2.00,-5.00,24.00,0.00,3.00,-3.00,-8.00,-9.00,-6.00,1.00,-3.00,17.00,-3.00,0.00
1923,2010-02-08,-6.00,-5.00,3.00,-3.00,2.00,-4.00,-4.00,-8.00,-6.00,-2.00,1.00,1.00,3.00,8.00,-4.00,-4.00,0.00,-2.00,7.00,-4.00
67,2010-02-08,-6.00,-5.00,3.00,-3.00,2.00,-4.00,-4.00,-8.00,-6.00,-2.00,1.00,1.00,3.00,8.00,-4.00,-4.00,0.00,-2.00,7.00,-4.00
1927,2010-02-08,-6.00,-5.00,3.00,-3.00,2.00,-4.00,-4.00,-8.00,-6.00,-2.00,1.00,1.00,3.00,8.00,-4.00,-4.00,0.00,-2.00,7.00,-4.00
1923,2010-02-09,-7.00,4.00,30.00,45.00,22.00,-4.00,1440,-2.00,145.00,-6.00,20.00,37.00,5.00,20.00,13.00,16.00,22.00,-2.00,-2.00,-5.00
67,2010-02-09,-7.00,4.00,30.00,45.00,22.00,-4.00,1440,-2.00,145.00,-6.00,20.00,37.00,5.00,20.00,13.00,16.00,22.00,-2.00,-2.00,-5.00
1927,2010-02-09,-7.00,4.00,30.00,45.00,22.00,-4.00,1440,-2.00,145.00,-6.00,20.00,37.00,5.00,20.00,13.00,16.00,22.00,-2.00,-2.00,-5.00
1923,2010-02-10,-5.00,29.00,-4.00,6.00,-1.00,1440,-1.00,-2.00,-3.00,0.00,-7.00,3.00,1440,-2.00,-2.00,-6.00,-7.00,0.00,1440,-3.00
67,2010-02-10,-5.00,29.00,-4.00,6.00,-1.00,1440,-1.00,-2.00,-3.00,0.00,-7.00,3.00,1440,-2.00,-2.00,-6.00,-7.00,0.00,1440,-3.00
1927,2010-02-10,-5.00,29.00,-4.00,6.00,-1.00,1440,-1.00,-2.00,-3.00,0.00,-7.00,3.00,1440,-2.00,-2.00,-6.00,-7.00,0.00,1440,-3.00
1923,2010-02-11,81.00,14.00,12.00,18.00,-1.00,7.00,-3.00,43.00,-4.00,9.00,19.00,27.00,-1.00,-7.00,4.00,-6.00,0.00,60.00,-3.00,19.00
67,2010-02-11,81.00,14.00,12.00,18.00,-1.00,7.00,-3.00,43.00,-4.00,9.00,19.00,27.00,-1.00,-7.00,4.00,-6.00,0.00,60.00,-3.00,19.00
1927,2010-02-11,81.00,14.00,12.00,18.00,-1.00,7.00,-3.00,43.00,-4.00,9.00,19.00,27.00,-1.00,-7.00,4.00,-6.00,0.00,60.00,-3.00,19.00
1923,2010-02-12,1440,-6.00,1440,1440,15.00,1440,16.00,0.00,1440,-4.00,3.00,1440,1440,1440,1440,1440,1440,1440,1440,1440
67,2010-02-12,1440,-6.00,1440,1440,15.00,1440,16.00,0.00,1440,-4.00,3.00,1440,1440,1440,1440,1440,1440,1440,1440,1440
1927,2010-02-12,1440,-6.00,1440,1440,15.00,1440,16.00,0.00,1440,-4.00,3.00,1440,1440,1440,1440,1440,1440,1440,1440,1440
1923,2010-02-13,-3.00,18.00,-6.00,1440,1440,1440,9.00,82.00,2.00,1440,1440,100.00,-1.00,20.00,95.00,1440,52.00,138.00,113.00,177.00
67,2010-02-13,-3.00,18.00,-6.00,1440,1440,1440,9.00,82.00,2.00,1440,1440,100.00,-1.00,20.00,95.00,1440,52.00,138.00,113.00,177.00
1923,2010-02-14,2.00,-4.00,11.00,12.00,12.00,15.00,-4.00,127.00,-2.00,-2.00,19.00,-5.00,30.00,22.00,-1.00,-2.00,0.00,7.00,20.00,-5.00
67,2010-02-14,2.00,-4.00,11.00,12.00,12.00,15.00,-4.00,127.00,-2.00,-2.00,19.00,-5.00,30.00,22.00,-1.00,-2.00,0.00,7.00,20.00,-5.00
1923,2010-02-15,1440,62.00,-3.00,4.00,11.00,1440,-8.00,-5.00,8.00,14.00,-5.00,13.00,0.00,-2.00,1.00,-2.00,209.00,4.00,-2.00,-5.00
67,2010-02-15,1440,62.00,-3.00,4.00,11.00,1440,-8.00,-5.00,8.00,14.00,-5.00,13.00,0.00,-2.00,1.00,-2.00,209.00,4.00,-2.00,-5.00
1927,2010-02-15,1440,62.00,-3.00,4.00,11.00,1440,-8.00,-5.00,8.00,14.00,-5.00,13.00,0.00,-2.00,1.00,-2.00,209.00,4.00,-2.00,-5.00
1923,2010-02-16,20.00,-6.00,-4.00,9.00,-2.00,4.00,19.00,42.00,2.00,-2.00,9.00,20.00,-1.00,-3.00,-1.00,-3.00,-2.00,4.00,18.00,65.00
67,2010-02-16,20.00,-6.00,-4.00,9.00,-2.00,4.00,19.00,42.00,2.00,-2.00,9.00,20.00,-1.00,-3.00,-1.00,-3.00,-2.00,4.00,18.00,65.00
1927,2010-02-16,20.00,-6.00,-4.00,9.00,-2.00,4.00,19.00,42.00,2.00,-2.00,9.00,20.00,-1.00,-3.00,-1.00,-3.00,-2.00,4.00,18.00,65.00
1923,2010-02-17,0.00,-3.00,-4.00,49.00,21.00,30.00,56.00,2.00,9.00,-5.00,-3.00,0.00,-6.00,237.00,6.00,-6.00,-3.00,-2.00,-3.00,-3.00
67,2010-02-17,0.00,-3.00,-4.00,49.00,21.00,30.00,56.00,2.00,9.00,-5.00,-3.00,0.00,-6.00,237.00,6.00,-6.00,-3.00,-2.00,-3.00,-3.00
1927,2010-02-17,0.00,-3.00,-4.00,49.00,21.00,30.00,56.00,2.00,9.00,-5.00,-3.00,0.00,-6.00,237.00,6.00,-6.00,-3.00,-2.00,-3.00,-3.00
1923,2010-02-18,-1.00,0.00,-4.00,3.00,-5.00,10.00,-2.00,-2.00,-2.00,-3.00,0.00,1.00,-5.00,11.00,-4.00,-3.00,2.00,110.00,72.00,-7.00
67,2010-02-18,-1.00,0.00,-4.00,3.00,-5.00,10.00,-2.00,-2.00,-2.00,-3.00,0.00,1.00,-5.00,11.00,-4.00,-3.00,2.00,110.00,72.00,-7.00
1927,2010-02-18,-1.00,0.00,-4.00,3.00,-5.00,10.00,-2.00,-2.00,-2.00,-3.00,0.00,1.00,-5.00,11.00,-4.00,-3.00,2.00,110.00,72.00,-7.00
1923,2010-02-19,8.00,0.00,-2.00,4.00,-4.00,0.00,-6.00,-4.00,1.00,-4.00,-4.00,-4.00,1.00,-4.00,-1.00,-3.00,0.00,-1.00,1.00,-3.00
67,2010-02-19,8.00,0.00,-2.00,4.00,-4.00,0.00,-6.00,-4.00,1.00,-4.00,-4.00,-4.00,1.00,-4.00,-1.00,-3.00,0.00,-1.00,1.00,-3.00
1927,2010-02-19,8.00,0.00,-2.00,4.00,-4.00,0.00,-6.00,-4.00,1.00,-4.00,-4.00,-4.00,1.00,-4.00,-1.00,-3.00,0.00,-1.00,1.00,-3.00
1923,2010-02-20,-4.00,-2.00,9.00,-4.00,6.00,-5.00,1440,-3.00,18.00,-4.00,5.00,19.00,-1.00,-7.00,-1.00,-3.00,17.00,-2.00,-5.00,-7.00
