FlightNum,FlightDate,Origin_Del1,Origin_Del2,Origin_Del3,Origin_Del4,Origin_Del5,Origin_Del6,Origin_Del7,Origin_Del8,Origin_Del9,Origin_Del10,Origin_Del11,Origin_Del12,Origin_Del13,Origin_Del14,Origin_Del15,Origin_Del16,Origin_Del17,Origin_Del18,Origin_Del19,Origin_Del20
67,2010-02-20,-4.00,-2.00,9.00,-4.00,6.00,-5.00,1440,-3.00,18.00,-4.00,5.00,19.00,-1.00,-7.00,-1.00,-3.00,17.00,-2.00,-5.00,-7.00
1923,2010-02-21,9.00,-2.00,-5.00,4.00,-5.00,-3.00,1.00,-3.00,-5.00,-5.00,1.00,6.00,6.00,-3.00,-6.00,1.00,-4.00,1.00,-3.00,-6.00
67,2010-02-21,9.00,-2.00,-5.00,4.00,-5.00,-3.00,1.00,-3.00,-5.00,-5.00,1.00,6.00,6.00,-3.00,-6.00,1.00,-4.00,1.00,-3.00,-6.00
1927,2010-02-21,9.00,-2.00,-5.00,4.00,-5.00,-3.00,1.00,-3.00,-5.00,-5.00,1.00,6.00,6.00,-3.00,-6.00,1.00,-4.00,1.00,-3.00,-6.00
1923,2010-02-22,10.00,14.00,-2.00,44.00,28.00,33.00,12.00,-2.00,43.00,16.00,-3.00,51.00,12.00,56.00,0.00,-1.00,0.00,1440,73.00,12.00
67,2010-02-22,10.00,14.00,-2.00,44.00,28.00,33.00,12.00,-2.00,43.00,16.00,-3.00,51.00,12.00,56.00,0.00,-1.00,0.00,1440,73.00,12.00
1927,2010-02-22,10.00,14.00,-2.00,44.00,28.00,33.00,12.00,-2.00,43.00,16.00,-3.00,51.00,12.00,56.00,0.00,-1.00,0.00,1440,73.00,12.00
1923,2010-02-23,11.00,-3.00,-4.00,12.00,10.00,23.00,21.00,1.00,2.00,-2.00,-3.00,-4.00,-2.00,4.00,0.00,-6.00,19.00,-5.00,49.00,69.00
67,2010-02-23,11.00,-3.00,-4.00,12.00,10.00,23.00,21.00,1.00,2.00,-2.00,-3.00,-4.00,-2.00,4.00,0.00,-6.00,19.00,-5.00,49.00,69.00
1927,2010-02-23,11.00,-3.00,-4.00,12.00,10.00,23.00,21.00,1.00,2.00,-2.00,-3.00,-4.00,-2.00,4.00,0.00,-6.00,19.00,-5.00,49.00,69.00
1923,2010-02-24,-2.00,70.00,181.00,95.00,1440,165.00,44.00,32.00,82.00,236.00,90.00,231.00,194.00,20.00,83.00,58.00,43.00,154.00,137.00,65.00
67,2010-02-24,-2.00,70.00,181.00,95.00,1440,165.00,44.00,32.00,82.00,236.00,90.00,231.00,194.00,20.00,83.00,58.00,43.00,154.00,137.00,65.00
1927,2010-02-24,-2.00,70.00,181.00,95.00,1440,165.00,44.00,32.00,82.00,236.00,90.00,231.00,194.00,20.00,83.00,58.00,43.00,154.00,137.00,65.00
1923,2010-02-25,42.00,-1.00,-1.00,-3.00,2.00,45.00,-1.00,-5.00,66.00,-6.00,14.00,84.00,29.00,1.00,-4.00,3.00,-1.00,-2.00,27.00,-1.00
67,2010-02-25,42.00,-1.00,-1.00,-3.00,2.00,45.00,-1.00,-5.00,66.00,-6.00,14.00,84.00,29.00,1.00,-4.00,3.00,-1.00,-2.00,27.00,-1.00
1927,2010-02-25,42.00,-1.00,-1.00,-3.00,2.00,45.00,-1.00,-5.00,66.00,-6.00,14.00,84.00,29.00,1.00,-4.00,3.00,-1.00,-2.00,27.00,-1.00
1923,2010-02-26,3.00,-5.00,-5.00,16.00,3.00,-3.00,49.00,34.00,66.00,-5.00,-3.00,30.00,-1.00,-4.00,5.00,-4.00,20.00,30.00,-5.00,1440
67,2010-02-26,3.00,-5.00,-5.00,16.00,3.00,-3.00,49.00,34.00,66.00,-5.00,-3.00,30.00,-1.00,-4.00,5.00,-4.00,20.00,30.00,-5.00,1440
1927,2010-02-26,3.00,-5.00,-5.00,16.00,3.00,-3.00,49.00,34.00,66.00,-5.00,-3.00,30.00,-1.00,-4.00,5.00,-4.00,20.00,30.00,-5.00,1440
1923,2010-02-27,-2.00,-4.00,-3.00,15.00,27.00,4.00,2.00,-5.00,-5.00,7.00,11.00,-4.00,1.00,18.00,-1.00,1.00,1.00,-5.00,17.00,-5.00
67,2010-02-27,-2.00,-4.00,-3.00,15.00,27.00,4.00,2.00,-5.00,-5.00,7.00,11.00,-4.00,1.00,18.00,-1.00,1.00,1.00,-5.00,17.00,-5.00
1923,2010-02-28,-5.00,8.00,-6.00,13.00,15.00,0.00,16.00,-10.00,-3.00,-3.00,9.00,-7.00,-3.00,16.00,-5.00,-3.00,-1.00,6.00,2.00,-8.00
67,2010-02-28,-5.00,8.00,-6.00,13.00,15.00,0.00,16.00,-10.00,-3.00,-3.00,9.00,-7.00,-3.00,16.00,-5.00,-3.00,-1.00,6.00,2.00,-8.00
1927,2010-02-28,-5.00,8.00,-6.00,13.00,15.00,0.00,16.00,-10.00,-3.00,-3.00,9.00,-7.00,-3.00,16.00,-5.00,-3.00,-1.00,6.00,2.00,-8.00
1923,2010-03-01,-2.00,-6.00,-3.00,-1.00,39.00,-5.00,72.00,0.00,3.00,0.00,8.00,15.00,-4.00,-2.00,-4.00,11.00,-4.00,0.00,63.00,-5.00
67,2010-03-01,-2.00,-6.00,-3.00,-1.00,39.00,-5.00,72.00,0.00,3.00,0.00,8.00,15.00,-4.00,-2.00,-4.00,11.00,-4.00,0.00,63.00,-5.00
1927,2010-03-01,-2.00,-6.00,-3.00,-1.00,39.00,-5.00,72.00,0.00,3.00,0.00,8.00,15.00,-4.00,-2.00,-4.00,11.00,-4.00,0.00,63.00,-5.00
1923,2010-03-02,1440,1440,1440,1440,1440,1440,1440,5.00,1440,1440,1440,1440,1440,1440,1440,89.00,1440,1440,56.00,1440
67,2010-03-02,1440,1440,1440,1440,1440,1440,1440,5.00,1440,1440,1440,1440,1440,1440,1440,89.00,1440,1440,56.00,1440
1927,2010-03-02,1440,1440,1440,1440,1440,1440,1440,5.00,1440,1440,1440,1440,1440,1440,1440,89.00,1440,1440,56.00,1440
1923,2010-03-03,-3.00,3.00,3.00,-1.00,-2.00,-2.00,3.00,112.00,0.00,-2.00,0.00,1.00,-5.00,7.00,-2.00,-5.00,4.00,1.00,-2.00,97.00
67,2010-03-03,-3.00,3.00,3.00,-1.00,-2.00,-2.00,3.00,112.00,0.00,-2.00,0.00,1.00,-5.00,7.00,-2.00,-5.00,4.00,1.00,-2.00,97.00
1927,2010-03-03,-3.00,3.00,3.00,-1.00,-2.00,-2.00,3.00,112.00,0.00,-2.00,0.00,1.00,-5.00,7.00,-2.00,-5.00,4.00,1.00,-2.00,97.00
1923,2010-03-04,-5.00,2.00,30.00,-4.00,22.00,-1.00,33.00,12.00,7.00,-2.00,-5.00,6.00,199.00,-4.00,1.00,12.00,-1.00,-4.00,-7.00,-5.00
67,2010-03-04,-5.00,2.00,30.00,-4.00,22.00,-1.00,33.00,12.00,7.00,-2.00,-5.00,6.00,199.00,-4.00,1.00,12.00,-1.00,-4.00,-7.00,-5.00
1927,2010-03-04,-5.00,2.00,30.00,-4.00,22.00,-1.00,33.00,12.00,7.00,-2.00,-5.00,6.00,199.00,-4.00,1.00,12.00,-1.00,-4.00,-7.00,-5.00
1923,2010-03-05,3.00,1.00,-1.00,-1.00,1.00,-4.00,10.00,-4.00,0.00,-7.00,77.00,18.00,-2.00,-5.00,-2.00,1.00,2.00,-5.00,-3.00,3.00
67,2010-03-05,3.00,1.00,-1.00,-1.00,1.00,-4.00,10.00,-4.00,0.00,-7.00,77.00,18.00,-2.00,-5.00,-2.00,1.00,2.00,-5.00,-3.00,3.00
1927,2010-03-05,3.00,1.00,-1.00,-1.00,1.00,-4.00,10.00,-4.00,0.00,-7.00,77.00,18.00,-2.00,-5.00,-2.00,1.00,2.00,-5.00,-3.00,3.00
1923,2010-03-06,4.00,-5.00,-6.00,2.00,-5.00,-1.00,8.00,-7.00,-1.00,-1.00,5.00,-1.00,-2.00,-6.00,-2.00,0.00,0.00,-1.00,18.00,-5.00
67,2010-03-06,4.00,-5.00,-6.00,2.00,-5.00,-1.00,8.00,-7.00,-1.00,-1.00,5.00,-1.00,-2.00,-6.00,-2.00,0.00,0.00,-1.00,18.00,-5.00
1923,2010-03-07,4.00,-7.00,-2.00,6.00,-4.00,-3.00,15.00,-1.00,-4.00,-5.00,-4.00,-5.00,-1.00,-4.00,-1.00,-5.00,1.00,36.00,-4.00,79.00
67,2010-03-07,4.00,-7.00,-2.00,6.00,-4.00,-3.00,15.00,-1.00,-4.00,-5.00,-4.00,-5.00,-1.00,-4.00,-1.00,-5.00,1.00,36.00,-4.00,79.00
1927,2010-03-07,4.00,-7.00,-2.00,6.00,-4.00,-3.00,15.00,-1.00,-4.00,-5.00,-4.00,-5.00,-1.00,-4.00,-1.00,-5.00,1.00,36.00,-4.00,79.00
1923,2010-03-08,2.00,-3.00,-3.00,-1.00,110.00,5.00,-3.00,-6.00,-3.00,-4.00,0.00,0.00,-2.00,-4.00,1.00,2.00,-5.00,20.00,12.00,1.00
67,2010-03-08,2.00,-3.00,-3.00,-1.00,110.00,5.00,-3.00,-6.00,-3.00,-4.00,0.00,0.00,-2.00,-4.00,1.00,2.00,-5.00,20.00,12.00,1.00
1927,2010-03-08,2.00,-3.00,-3.00,-1.00,110.00,5.00,-3.00,-6.00,-3.00,-4.00,0.00,0.00,-2.00,-4.00,1.00,2.00,-5.00,20.00,12.00,1.00
1923,2010-03-09,35.00,-2.00,-1.00,-4.00,138.00,6.00,-6.00,-6.00,-2.00,17.00,-4.00,103.00,-3.00,2.00,-3.00,24.00,0.00,-6.00,1.00,-1.00
67,2010-03-09,35.00,-2.00,-1.00,-4.00,138.00,6.00,-6.00,-6.00,-2.00,17.00,-4.00,103.00,-3.00,2.00,-3.00,24.00,0.00,-6.00,1.00,-1.00
1927,2010-03-09,35.00,-2.00,-1.00,-4.00,138.00,6.00,-6.00,-6.00,-2.00,17.00,-4.00,103.00,-3.00,2.00,-3.00,24.00,0.00,-6.00,1.00,-1.00
1923,2010-03-10,48.00,56.00,41.00,44.00,26.00,5.00,221.00,26.00,16.00,28.00,41.00,19.00,102.00,6.00,50.00,51.00,-3.00,0.00,14.00,-3.00
67,2010-03-10,48.00,56.00,41.00,44.00,26.00,5.00,221.00,26.00,16.00,28.00,41.00,19.00,102.00,6.00,50.00,51.00,-3.00,0.00,14.00,-3.00
1927,2010-03-10,48.00,56.00,41.00,44.00,26.00,5.00,221.00,26.00,16.00,28.00,41.00,19.00,102.00,6.00,50.00,51.00,-3.00,0.00,14.00,-3.00
1923,2010-03-11,119.00,4.00,18.00,75.00,91.00,86.00,58.00,70.00,61.00,1440,58.00,15.00,88.00,38.00,105.00,30.00,179.00,72.00,23.00,125.00
67,2010-03-11,119.00,4.00,18.00,75.00,91.00,86.00,58.00,70.00,61.00,1440,58.00,15.00,88.00,38.00,105.00,30.00,179.00,72.00,23.00,125.00
1927,2010-03-11,119.00,4.00,18.00,75.00,91.00,86.00,58.00,70.00,61.00,1440,58.00,15.00,88.00,38.00,105.00,30.00,179.00,72.00,23.00,125.00
1923,2010-03-12,1440,154.00,111.00,0.00,1440,115.00,1440,278.00,151.00,104.00,48.00,70.00,113.00,11.00,122.00,168.00,30.00,-4.00,74.00,88.00
67,2010-03-12,1440,154.00,111.00,0.00,1440,115.00,1440,278.00,151.00,104.00,48.00,70.00,113.00,11.00,122.00,168.00,30.00,-4.00,74.00,88.00
1927,2010-03-12,1440,154.00,111.00,0.00,1440,115.00,1440,278.00,151.00,104.00,48.00,70.00,113.00,11.00,122.00,168.00,30.00,-4.00,74.00,88.00
1923,2010-03-13,1.00,-1.00,-1.00,-2.00,-2.00,8.00,182.00,0.00,-7.00,-4.00,15.00,18.00,-1.00,-5.00,-1.00,-7.00,3.00,-3.00,3.00,0.00
67,2010-03-13,1.00,-1.00,-1.00,-2.00,-2.00,8.00,182.00,0.00,-7.00,-4.00,15.00,18.00,-1.00,-5.00,-1.00,-7.00,3.00,-3.00,3.00,0.00
1923,2010-03-14,-4.00,1.00,3.00,-1.00,-1.00,168.00,-1.00,-2.00,14.00,-4.00,33.00,9.00,3.00,0.00,31.00,-5.00,28.00,-2.00,-3.00,-1.00
1263,2010-03-14,-4.00,1.00,3.00,-1.00,-1.00,168.00,-1.00,-2.00,14.00,-4.00,33.00,9.00,3.00,0.00,31.00,-5.00,28.00,-2.00,-3.00,-1.00
1927,2010-03-14,-4.00,1.00,3.00,-1.00,-1.00,168.00,-1.00,-2.00,14.00,-4.00,33.00,9.00,3.00,0.00,31.00,-5.00,28.00,-2.00,-3.00,-1.00
1923,2010-03-15,1440,-3.00,-4.00,6.00,18.00,28.00,1440,47.00,-4.00,21.00,31.00,-3.00,0.00,0.00,-4.00,-3.00,-2.00,5.00,-6.00,-6.00
67,2010-03-15,1440,-3.00,-4.00,6.00,18.00,28.00,1440,47.00,-4.00,21.00,31.00,-3.00,0.00,0.00,-4.00,-3.00,-2.00,5.00,-6.00,-6.00
1927,2010-03-15,1440,-3.00,-4.00,6.00,18.00,28.00,1440,47.00,-4.00,21.00,31.00,-3.00,0.00,0.00,-4.00,-3.00,-2.00,5.00,-6.00,-6.00
1923,2010-03-16,65.00,-3.00,-4.00,-4.00,-1.00,138.00,-6.00,-4.00,-5.00,0.00,-5.00,-2.00,-2.00,0.00,-6.00,-4.00,3.00,-1.00,-2.00,-4.00
67,2010-03-16,65.00,-3.00,-4.00,-4.00,-1.00,138.00,-6.00,-4.00,-5.00,0.00,-5.00,-2.00,-2.00,0.00,-6.00,-4.00,3.00,-1.00,-2.00,-4.00
1927,2010-03-16,65.00,-3.00,-4.00,-4.00,-1.00,138.00,-6.00,-4.00,-5.00,0.00,-5.00,-2.00,-2.00,0.00,-6.00,-4.00,3.00,-1.00,-2.00,-4.00
1923,2010-03-17,-6.00,-1.00,-1.00,-4.00,4.00,-2.00,11.00,-4.00,1.00,22.00,-5.00,-4.00,-3.00,10.00,-4.00,85.00,-2.00,-3.00,0.00,-5.00
67,2010-03-17,-6.00,-1.00,-1.00,-4.00,4.00,-2.00,11.00,-4.00,1.00,22.00,-5.00,-4.00,-3.00,10.00,-4.00,85.00,-2.00,-3.00,0.00,-5.00
1927,2010-03-17,-6.00,-1.00,-1.00,-4.00,4.00,-2.00,11.00,-4.00,1.00,22.00,-5.00,-4.00,-3.00,10.00,-4.00,85.00,-2.00,-3.00,0.00,-5.00
1923,2010-03-18,0.00,-3.00,2.00,-2.00,-1.00,-3.00,-5.00,-4.00,-4.00,-3.00,-5.00,-8.00,-4.00,-6.00,-1.00,4.00,-3.00,-6.00,2.00,0.00
67,2010-03-18,0.00,-3.00,2.00,-2.00,-1.00,-3.00,-5.00,-4.00,-4.00,-3.00,-5.00,-8.00,-4.00,-6.00,-1.00,4.00,-3.00,-6.00,2.00,0.00
1927,2010-03-18,0.00,-3.00,2.00,-2.00,-1.00,-3.00,-5.00,-4.00,-4.00,-3.00,-5.00,-8.00,-4.00,-6.00,-1.00,4.00,-3.00,-6.00,2.00,0.00
1923,2010-03-19,-4.00,0.00,-3.00,10.00,-4.00,-5.00,-3.00,0.00,-1.00,45.00,-6.00,-4.00,-3.00,-1.00,3.00,29.00,-4.00,-7.00,8.00,-1.00
67,2010-03-19,-4.00,0.00,-3.00,10.00,-4.00,-5.00,-3.00,0.00,-1.00,45.00,-6.00,-4.00,-3.00,-1.00,3.00,29.00,-4.00,-7.00,8.00,-1.00
1927,2010-03-19,-4.00,0.00,-3.00,10.00,-4.00,-5.00,-3.00,0.00,-1.00,45.00,-6.00,-4.00,-3.00,-1.00,3.00,29.00,-4.00,-7.00,8.00,-1.00
1923,2010-03-20,32.00,-4.00,-5.00,2.00,30.00,-8.00,101.00,-4.00,-4.00,-8.00,0.00,13.00,-1.00,-4.00,-6.00,23.00,3.00,0.00,11.00,-7.00
67,2010-03-20,32.00,-4.00,-5.00,2.00,30.00,-8.00,101.00,-4.00,-4.00,-8.00,0.00,13.00,-1.00,-4.00,-6.00,23.00,3.00,0.00,11.00,-7.00
1923,2010-03-21,2.00,0.00,41.00,112.00,-1.00,3.00,78.00,-1.00,-3.00,0.00,2.00,-4.00,-3.00,-1.00,18.00,-4.00,-2.00,-1.00,0.00,-1.00
67,2010-03-21,2.00,0.00,41.00,112.00,-1.00,3.00,78.00,-1.00,-3.00,0.00,2.00,-4.00,-3.00,-1.00,18.00,-4.00,-2.00,-1.00,0.00,-1.00
1927,2010-03-21,2.00,0.00,41.00,112.00,-1.00,3.00,78.00,-1.00,-3.00,0.00,2.00,-4.00,-3.00,-1.00,18.00,-4.00,-2.00,-1.00,0.00,-1.00
1923,2010-03-22,34.00,11.00,6.00,-4.00,4.00,10.00,-3.00,36.00,-2.00,2.00,31.00,-4.00,-4.00,-8.00,-2.00,10.00,-2.00,-1.00,1.00,-4.00
67,2010-03-22,34.00,11.00,6.00,-4.00,4.00,10.00,-3.00,36.00,-2.00,2.00,31.00,-4.00,-4.00,-8.00,-2.00,10.00,-2.00,-1.00,1.00,-4.00
1927,2010-03-22,34.00,11.00,6.00,-4.00,4.00,10.00,-3.00,36.00,-2.00,2.00,31.00,-4.00,-4.00,-8.00,-2.00,10.00,-2.00,-1.00,1.00,-4.00
1923,2010-03-23,-3.00,-6.00,0.00,10.00,44.00,0.00,-7.00,-11.00,-10.00,-4.00,-10.00,-6.00,18.00,-3.00,-5.00,-3.00,0.00,-5.00,-1.00,14.00
67,2010-03-23,-3.00,-6.00,0.00,10.00,44.00,0.00,-7.00,-11.00,-10.00,-4.00,-10.00,-6.00,18.00,-3.00,-5.00,-3.00,0.00,-5.00,-1.00,14.00
1927,2010-03-23,-3.00,-6.00,0.00,10.00,44.00,0.00,-7.00,-11.00,-10.00,-4.00,-10.00,-6.00,18.00,-3.00,-5.00,-3.00,0.00,-5.00,-1.00,14.00
1923,2010-03-24,-5.00,-7.00,-3.00,-6.00,-5.00,8.00,1.00,-8.00,-5.00,18.00,0.00,-3.00,-6.00,3.00,7.00,3.00,-4.00,-5.00,-3.00,1.00
67,2010-03-24,-5.00,-7.00,-3.00,-6.00,-5.00,8.00,1.00,-8.00,-5.00,18.00,0.00,-3.00,-6.00,3.00,7.00,3.00,-4.00,-5.00,-3.00,1.00
1927,2010-03-24,-5.00,-7.00,-3.00,-6.00,-5.00,8.00,1.00,-8.00,-5.00,18.00,0.00,-3.00,-6.00,3.00,7.00,3.00,-4.00,-5.00,-3.00,1.00
1923,2010-03-25,-4.00,-1.00,4.00,-3.00,182.00,-1.00,4.00,3.00,-4.00,-1.00,-9.00,-1.00,-3.00,-7.00,-3.00,14.00,3.00,0.00,4.00,-2.00
67,2010-03-25,-4.00,-1.00,4.00,-3.00,182.00,-1.00,4.00,3.00,-4.00,-1.00,-9.00,-1.00,-3.00,-7.00,-3.00,14.00,3.00,0.00,4.00,-2.00
1927,2010-03-25,-4.00,-1.00,4.00,-3.00,182.00,-1.00,4.00,3.00,-4.00,-1.00,-9.00,-1.00,-3.00,-7.00,-3.00,14.00,3.00,0.00,4.00,-2.00
1923,2010-03-26,0.00,14.00,-2.00,2.00,9.00,-7.00,-8.00,0.00,0.00,10.00,0.00,-1.00,-4.00,-5.00,-6.00,-3.00,-1.00,-9.00,2.00,-4.00
67,2010-03-26,0.00,14.00,-2.00,2.00,9.00,-7.00,-8.00,0.00,0.00,10.00,0.00,-1.00,-4.00,-5.00,-6.00,-3.00,-1.00,-9.00,2.00,-4.00
1927,2010-03-26,0.00,14.00,-2.00,2.00,9.00,-7.00,-8.00,0.00,0.00,10.00,0.00,-1.00,-4.00,-5.00,-6.00,-3.00,-1.00,-9.00,2.00,-4.00
1923,2010-03-27,0.00,-4.00,-5.00,2.00,-1.00,-7.00,-5.00,-9.00,12.00,-4.00,8.00,-6.00,-5.00,0.00,10.00,-4.00,4.00,-4.00,2.00,-2.00
67,2010-03-27,0.00,-4.00,-5.00,2.00,-1.00,-7.00,-5.00,-9.00,12.00,-4.00,8.00,-6.00,-5.00,0.00,10.00,-4.00,4.00,-4.00,2.00,-2.00
1923,2010-03-28,12.00,-4.00,1.00,72.00,36.00,15.00,-4.00,1.00,102.00,-6.00,26.00,-2.00,17.00,-3.00,10.00,-1.00,-2.00,-5.00,-1.00,28.00
67,2010-03-28,12.00,-4.00,1.00,72.00,36.00,15.00,-4.00,1.00,102.00,-6.00,26.00,-2.00,17.00,-3.00,10.00,-1.00,-2.00,-5.00,-1.00,28.00
1927,2010-03-28,12.00,-4.00,1.00,72.00,36.00,15.00,-4.00,1.00,102.00,-6.00,26.00,-2.00,17.00,-3.00,10.00,-1.00,-2.00,-5.00,-1.00,28.00
1923,2010-03-29,26.00,-4.00,-3.00,-5.00,72.00,-5.00,-1.00,11.00,-1.00,-4.00,-6.00,-6.00,0.00,-5.00,-1.00,0.00,15.00,22.00,-4.00,4.00
67,2010-03-29,26.00,-4.00,-3.00,-5.00,72.00,-5.00,-1.00,11.00,-1.00,-4.00,-6.00,-6.00,0.00,-5.00,-1.00,0.00,15.00,22.00,-4.00,4.00
1927,2010-03-29,26.00,-4.00,-3.00,-5.00,72.00,-5.00,-1.00,11.00,-1.00,-4.00,-6.00,-6.00,0.00,-5.00,-1.00,0.00,15.00,22.00,-4.00,4.00
1923,2010-03-30,0.00,-5.00,-6.00,2.00,-3.00,-2.00,-3.00,-2.00,148.00,-2.00,11.00,2.00,-6.00,-4.00,-4.00,7.00,-3.00,2.00,-2.00,-4.00
67,2010-03-30,0.00,-5.00,-6.00,2.00,-3.00,-2.00,-3.00,-2.00,148.00,-2.00,11.00,2.00,-6.00,-4.00,-4.00,7.00,-3.00,2.00,-2.00,-4.00
1927,2010-03-30,0.00,-5.00,-6.00,2.00,-3.00,-2.00,-3.00,-2.00,148.00,-2.00,11.00,2.00,-6.00,-4.00,-4.00,7.00,-3.00,2.00,-2.00,-4.00
1923,2010-03-31,-3.00,-7.00,15.00,1.00,8.00,0.00,0.00,-7.00,86.00,-3.00,-8.00,-2.00,-7.00,-9.00,-4.00,3.00,4.00,7.00,26.00,0.00
67,2010-03-31,-3.00,-7.00,15.00,1.00,8.00,0.00,0.00,-7.00,86.00,-3.00,-8.00,-2.00,-7.00,-9.00,-4.00,3.00,4.00,7.00,26.00,0.00
1927,2010-03-31,-3.00,-7.00,15.00,1.00,8.00,0.00,0.00,-7.00,86.00,-3.00,-8.00,-2.00,-7.00,-9.00,-4.00,3.00,4.00,7.00,26.00,0.00
1923,2010-04-01,-2.00,-4.00,27.00,-3.00,11.00,41.00,7.00,-4.00,-1.00,0.00,6.00,-4.00,-11.00,-5.00,-3.00,-2.00,-4.00,-2.00,0.00,0.00
67,2010-04-01,-2.00,-4.00,27.00,-3.00,11.00,41.00,7.00,-4.00,-1.00,0.00,6.00,-4.00,-11.00,-5.00,-3.00,-2.00,-4.00,-2.00,0.00,0.00
1927,2010-04-01,-2.00,-4.00,27.00,-3.00,11.00,41.00,7.00,-4.00,-1.00,0.00,6.00,-4.00,-11.00,-5.00,-3.00,-2.00,-4.00,-2.00,0.00,0.00
1923,2010-04-02,-6.00,80.00,-2.00,-6.00,12.00,-2.00,-2.00,-7.00,1.00,-4.00,-1.00,-2.00,-2.00,-4.00,-2.00,2.00,2.00,3.00,1.00,-4.00
67,2010-04-02,-6.00,80.00,-2.00,-6.00,12.00,-2.00,-2.00,-7.00,1.00,-4.00,-1.00,-2.00,-2.00,-4.00,-2.00,2.00,2.00,3.00,1.00,-4.00
1927,2010-04-02,-6.00,80.00,-2.00,-6.00,12.00,-2.00,-2.00,-7.00,1.00,-4.00,-1.00,-2.00,-2.00,-4.00,-2.00,2.00,2.00,3.00,1.00,-4.00
1923,2010-04-03,-4.00,1.00,-5.00,0.00,-5.00,-12.00,-4.00,-7.00,-4.00,-5.00,36.00,0.00,-2.00,20.00,-8.00,-1.00,-5.00,4.00,-7.00,-6.00
67,2010-04-03,-4.00,1.00,-5.00,0.00,-5.00,-12.00,-4.00,-7.00,-4.00,-5.00,36.00,0.00,-2.00,20.00,-8.00,-1.00,-5.00,4.00,-7.00,-6.00
1923,2010-04-04,-7.00,-1.00,-8.00,44.00,-3.00,1.00,-3.00,-1.00,67.00,43.00,-7.00,-8.00,-4.00,-5.00,-3.00,-7.00,4.00,-3.00,-5.00,-3.00
67,2010-04-04,-7.00,-1.00,-8.00,44.00,-3.00,1.00,-3.00,-1.00,67.00,43.00,-7.00,-8.00,-4.00,-5.00,-3.00,-7.00,4.00,-3.00,-5.00,-3.00
1927,2010-04-04,-7.00,-1.00,-8.00,44.00,-3.00,1.00,-3.00,-1.00,67.00,43.00,-7.00,-8.00,-4.00,-5.00,-3.00,-7.00,4.00,-3.00,-5.00,-3.00
1923,2010-04-05,-2.00,-5.00,-6.00,-4.00,169.00,-5.00,-4.00,-5.00,-5.00,-12.00,-5.00,-8.00,-1.00,5.00,-1.00,-2.00,-7.00,-2.00,3.00,79.00
67,2010-04-05,-2.00,-5.00,-6.00,-4.00,169.00,-5.00,-4.00,-5.00,-5.00,-12.00,-5.00,-8.00,-1.00,5.00,-1.00,-2.00,-7.00,-2.00,3.00,79.00
1927,2010-04-05,-2.00,-5.00,-6.00,-4.00,169.00,-5.00,-4.00,-5.00,-5.00,-12.00,-5.00,-8.00,-1.00,5.00,-1.00,-2.00,-7.00,-2.00,3.00,79.00
1923,2010-04-06,-7.00,-1.00,-3.00,0.00,-6.00,56.00,-4.00,-3.00,26.00,-3.00,123.00,-2.00,16.00,81.00,-4.00,-4.00,-3.00,-2.00,8.00,-1.00
67,2010-04-06,-7.00,-1.00,-3.00,0.00,-6.00,56.00,-4.00,-3.00,26.00,-3.00,123.00,-2.00,16.00,81.00,-4.00,-4.00,-3.00,-2.00,8.00,-1.00
1265,2010-04-06,-7.00,-1.00,-3.00,0.00,-6.00,56.00,-4.00,-3.00,26.00,-3.00,123.00,-2.00,16.00,81.00,-4.00,-4.00,-3.00,-2.00,8.00,-1.00
1923,2010-04-07,-4.00,-4.00,46.00,-5.00,7.00,35.00,63.00,-3.00,12.00,2.00,7.00,0.00,-1.00,-5.00,-7.00,-3.00,-4.00,-4.00,3.00,1.00
67,2010-04-07,-4.00,-4.00,46.00,-5.00,7.00,35.00,63.00,-3.00,12.00,2.00,7.00,0.00,-1.00,-5.00,-7.00,-3.00,-4.00,-4.00,3.00,1.00
1265,2010-04-07,-4.00,-4.00,46.00,-5.00,7.00,35.00,63.00,-3.00,12.00,2.00,7.00,0.00,-1.00,-5.00,-7.00,-3.00,-4.00,-4.00,3.00,1.00
1923,2010-04-08,-6.00,60.00,30.00,57.00,59.00,-4.00,61.00,-2.00,70.00,36.00,3.00,1440,-4.00,-2.00,0.00,-1.00,-3.00,43.00,-1.00,-4.00
67,2010-04-08,-6.00,60.00,30.00,57.00,59.00,-4.00,61.00,-2.00,70.00,36.00,3.00,1440,-4.00,-2.00,0.00,-1.00,-3.00,43.00,-1.00,-4.00
1265,2010-04-08,-6.00,60.00,30.00,57.00,59.00,-4.00,61.00,-2.00,70.00,36.00,3.00,1440,-4.00,-2.00,0.00,-1.00,-3.00,43.00,-1.00,-4.00
1923,2010-04-09,-2.00,-4.00,-2.00,-6.00,-6.00,30.00,0.00,16.00,-2.00,-2.00,-1.00,0.00,3.00,-2.00,-3.00,-4.00,26.00,-1.00,-1.00,-1.00
67,2010-04-09,-2.00,-4.00,-2.00,-6.00,-6.00,30.00,0.00,16.00,-2.00,-2.00,-1.00,0.00,3.00,-2.00,-3.00,-4.00,26.00,-1.00,-1.00,-1.00
1265,2010-04-09,-2.00,-4.00,-2.00,-6.00,-6.00,30.00,0.00,16.00,-2.00,-2.00,-1.00,0.00,3.00,-2.00,-3.00,-4.00,26.00,-1.00,-1.00,-1.00
